,제목,가수,가사
2400,스물 끝에,강민경 (다비치),그때의 나는 지금 어디에 그때 그 마음은 또 어디에 하나둘씩 사라지는 게 생각보다 훨씬 더 많은 것 같아 영원할 것 같던 사랑도 함께였던 사람들도 까닭 모를 이유만으로 거르고 버려져 떠나고 있으니 안녕 아픈 사랑아 안녕 지친 친구야 안녕 오랜 꿈들아 안녕 나의 스물 끝 낯설은 서러운 새로운 날들 위에 나는 많은 걸 비우고 반짝일 거야 천천히 떠나간 것들을 미워하며 떠나갈 일들을 걱정하며 하나둘씩 놓아버리는 게 생각보다 훨씬 더 많은 것 같아 잠시 머물렀던 시간을 지나 또 다른 세상에 나아가고 있어 안녕 아픈 사랑아 안녕 지친 친구야 안녕 오랜 꿈들아 안녕 나의 스물 끝 낯설은 서러운 새로운 날들 위에 나는 많은 걸 비우고 반짝일 거야 천천히 매일을 이별하며 살고 있구나 안녕 오랜 꿈들아 안녕 나의 스물 끝 나는 많은 걸 비우고 노래할 거야 영원히
2401,우연인 듯 운명,10CM,어느새 그대가 불어와 내게 기대면 I feel your everything everything 눈에 가득 담은 그대가 더 선명해져서 조금씩 내게로 번져 시려오는 밤이면 멀어질까 아득히 숨겨두었던 지쳐있던 내 맘을 감싸준 그대 When I look Into your eyes Someday 영원할 것 같던 그 순간처럼 우연인 듯 나에게 찾아와줘 곁에 언제라도 Stay with me 이렇게 항상 운명처럼 다가와 머물러줘 내게 눈에 가득 담긴 그대가 흐르지 않게 I feel your everything be me 따스한 온기들이 흩어져가 꿈 꾸듯 그댈 따라서 세상이 닿는 이 곳 Im still by your side When I look into your eyes Someday 영원할 것 같던 그 순간처럼 우연인 듯 나에게 찾아와줘 곁에 언제라도 Stay with me 이렇게 항상 운명처럼 다가와 머물러줘 내게 무너질듯 아픈 시간들 이젠 스며든 너로 가득한데 나 홀로 버티며 그댈 기다릴게 Someday 영원할 것 같던 그 순간처럼 우연인 듯 나에게 찾아와줘 곁에 언제라도 Stay with me 이렇게 항상 운명처럼 다가와 머물러줘 내게
2402,사랑했던 그 순간 (너의 재생목록 X 하현상),하현상,괜찮아 다 괜찮을 거야 가끔은 힘들다 느끼겠지만 시간이 더 흐른 뒤엔 네 모습을 보며 잘해왔다고 내가 안아줄게 밤하늘 빛이 드리워져 보이지 않던 잃어버린 길 찾을 수 있도록 깊게 숨을 내쉴 때마다 난 널 기억하는 거야 눈물이 흐르지만 잊을 수 없는 추억에 한참 멈춰버린 건 난 아직도 나 여전히 너를 사랑하기 때문이야 괜찮아 다 괜찮을 거야 아프다는 건 살아있다는 것 시간이 더 흐른 뒤에 널 다시 만나면 기다렸다고 난 말을 할 거야 혹시 네 곁에 나 없어도 슬퍼하지 마 멀리에서도 널 보고 있으니 깊게 숨을 내쉴 때마다 난 널 기억하는 거야 눈물이 흐르지만 잊을 수 없는 추억에 한참 멈춰 버린 건 난 아직도 나 여전히 너를 사랑하기 때문이야 더 따뜻할 순 없을 거야 너와 함께 한 모든 시간들 깊게 숨을 내쉴 때마다 난 널 사랑하고 있어 눈물이 차올라도 잊을 수 없는 추억에 살아 멈춰버린 내 모든 순간 나 여전히 너를 사랑했던 그 순간
2403,그건 말야,김동률,힘들어하는 너에게 미안하면서도 애써 모른척 하면서 못나게 굴었었지 되려 화를 내면서 먼저 돌아선 건 아무것도 할 수 없는 내가 초라해서야 그땐 말야 조금 더 나를 믿어 달라고 널 붙잡고 싶었지만 네 마음을 그 누구보다 너무 알 것 같아서 그냥 보내주는 게 널 위한 일인 줄 알았어 제법 괜찮아질 만큼 시간이 지나 왠만한 니 소식쯤은 흘릴 수 있었는데 우연히 알아버린 니 결혼 얘기에 무작정 너의 집 앞을 찾아가게 되었지 나는 말야 아직도 너를 사랑하나봐 아닌척 살아봤지만 내 마음이 제멋대로 널 그리워하니까 기껏 달아나봐도 어느새 또 그 자리니까 어렵게 너를 불러 내놓고 난 또 다시 아무말도 못하고 얼굴 봤으니 됐다 그만 들어가봐 돌려보내는 그건 난 아직 너를 사랑하니까 아무리 생각해봐도 내 마음이 제멋대로 널 그리워하니까 애써 흘려보내도 어느새 다 채워지니까
2404,아니라기에,2am,흔하디 흔한 노래 가사처럼 처음으로 느껴 본 감정이죠 둘이 눈을 맞추고 있을 때면 언제나 가슴이 따뜻해졌죠 그대도 나를 바라 볼 때 마다 같은 마음이라고 대답했죠 우린 분명히 맺어진 짝이라고 평생을 둘이서 함께 하자고 했죠 그 말대로 니 말대로 믿고 있었기에 갑작스런 이별의 말 앞에 어떻게 할 줄을 몰라요 그래요 그댈 보내요 너무나 아프지만 나는 그대가 맞는데 그댄 내가 아니라기에 다른 방법이 없어서 맘을 굳게 먹어봐요 나는 그대가 맞는데 그댄 내가 아니라기에 우리는 아니라기에 슬퍼요 내게 했던 모든 말들이 정말 거짓은 아니었다고 말하죠 하지만 헤어져서 집에 돌아가면 자꾸 마음이 바뀌고 만다고 했죠 내 곁에서 힘들어서 자신이 없다고 힘들어서 사랑마저 식어 이제는 남은 게 없다고 그래요 그댈 보내요 너무나 아프지만 나는 그대가 맞는데 그댄 내가 아니라기에 다른 방법이 없어서 맘을 굳게 먹어봐요 나는 그대가 맞는데 그댄 내가 아니라기에 우리는 아니라기에 슬퍼요 나는 그대가 맞는 것 같아요
2405,눈부신 고백,성시경,아닌 척하려 해도 입가를 맴도는 내겐 어색한 그 한마디 바보 같은 표정 한심스런 내 마음처럼 난 어쩔 줄 몰라 혹시나 내 마음 들키진 않을까 어쩌면 우습진 않을까 꼭 참아왔었던 그 말 널 사랑한단 말 늘 하고 싶던 말 애써 감추려 해도 더 이상 나 참기 힘든 말 이제껏 하고 싶은 말 눈부시게 빛나는 말 널 사랑한다고 처음부터 늘 그래왔다고  그저 한마디 말로 내 마음 알아주길 쉽게 바라진 않겠지만 그래도 이런 나 망설이는 이런 나 왜 그리 우습게 보여 혹시나 내 마음 들키진 않을까 어쩌면 이른 게 아닐까 꼭 참아왔었던 그 말 널 사랑한단 말 늘 하고 싶던 말 애써 감추려 해도 더 이상 나 참기 힘든 말 이제껏 하고 싶은 말 눈부시게 빛나는 말 널 사랑한다고 처음부터 늘 그래왔다고 어쩌면 그럴지도 몰라 그 흔한 한마디 그냥 내뱉긴 나 싫었는데 이젠 내 마음 알지도 몰라 가슴 벅찬 널 위한 내 화려한 고백을 널 사랑한단 말 늘 하고 싶던 말 애써 감추려 해도 더 이상 나 참기 힘든 말 이제껏 하고 싶은 말 눈부시게 빛나는 말 널 사랑한다고 늘 그래왔다고 수줍은 한마디 너를 사랑한단 말
2406,기억을 가져가,린,쓰린 내 맘을 닫고 아무도 오지 못하게 나만 너를 또 기다리나봐 하루에 몇 번씩은 네 생각에 또 목이 메여와 가슴이 터질 듯 또 눈물이 흘러 나 아플까봐 또 힘들까봐 네 이름마저 지워도 내 맘은 아직 너 하나만 기억 하나봐 그 사람을 찾고 싶어요 날 너무나 사랑했었던 가슴 깊이 상처로 가득 했지만 우리 사랑했던 기억 너를 미워했던 순간도 지울 수 없어 다신 너를 볼 수도 없는데 하루에 몇 번씩은 네 생각에 또 목이 메여와 가슴이 터질 듯 또 눈물이 흘러 나 아플까봐 또 힘들까봐 네 이름마저 지워도 내 맘은 아직 너 하나만 기억 하나봐 그 사람을 찾고 싶어요 날 너무나 사랑했었던 가슴 깊이 상처로 가득 했지만 우리 사랑했던 기억 너를 미워했던 순간도 지울 수 없어 다신 너를 볼 수도 없는데 넌 너무나 잘 지낼 텐데 아픔만 준 난 까맣게 잊고 살아갈 텐데 널 아끼는 누군가가 곁에 있을 텐데 내가 이러면 안되는데  잘있어요 나의 사랑아 이제 다신 아프지 마요 이미 지난 우리 얘기는 잊어요 우리가 사랑했던 기억 너를 미워했던 순간도 모두 가져가 다신 너를 기억할 수 없게  다신 너를 기억할 수 없게
2407,안녕,"제이세라, 아이린, 유림",안녕이란 두 글자가 나를 울리고 행복했던 시간 모두 내 곁을 떠나고 사랑했던 그대마저 내 곁에는 없고 차가운 바람만 불어오네요 자고나면 그대 생각에 난 눈물부터 내 앞을 가리고 그대밖에 모르던 난 어떡해 그댈 사랑하지 말아요 다른 사랑하면 안돼요 그럼 그댈 바라보는 내 맘이 너무 아프잖아요 나를 사랑할 순 없나요 모든걸 다 잃어도 난 괜찮아요 사랑해요 내 곁에 돌아와줘요 길을 걷다 마주치는 많은 풍경도 내 귓가에 들려오는 저 노래소리도 입맞추던 그 거리도 다 그대로인데 그대 하나만 변한 것 같아요 내일이면 그댈 잊어야지 떠난 사람 이제 보내야지 다시 그리움에 무너지네요 그댈 사랑하지 말아요 다른 사랑하면 안돼요 그럼 그댈 바라보는 내 맘이 너무 아프잖아요 나를 사랑할 순 없나요 모든걸 다 잃어도 난 괜찮아요 사랑해요 내 곁에 돌아와줘요 이젠 못 보는거죠 다신 못 보는거죠 정말 두 번 다시는 사랑하지 말아요 다른 사랑하면 안돼요 그럼 그댈 바라보는 내 맘이 너무 아프잖아요 그대 나를 잊지 말아요 나를 사랑 안해도 난 괜찮아요 보고싶어 내가 사랑한 사람아
2408,내가 너를 지울 수 있을까…,폴른 (Pollen),핸드폰 없이 살 수 없잖아 집을 나가서 살 수 없잖아 당연하게 주고 받던 문자 우리가 늘 함께했던 공간 온통 내 눈에 보여지는 게 온통 내 귀에 들려오는 게 너와 나의 흔적 흔적들이라서 아침에도 눈 뜨기가 싫은데 내가 너를 지울 수 있을까 과연 내가 그럴 수 있을까 마음처럼 쉽게 널 보낼 수 없어 어떻게 하면 어떻게 하면 어떻게 하면 널 잊을까 온통 내눈에 보여지는게 나도 모르게 찾고있는게 하나 같이 추억 추억들이라서 아침에도 눈 뜨기가 싫은데 내가 너를 지울 수 있을까 과연 내가 그럴 수 있을까 마음처럼 쉽게 널 보낼 수 없어 어떻게 하면 어떻게 하면 어떻게 하면 널 잊을까 모두 하는 이별이 나에게만 왜 더 아픈건지 너를 지울 수 있을까 내가 너를 지울 수 있을까 과연 내가 그럴 수 있을까 마음처럼 쉽게 널 보낼 수 없어 어떻게 하면 어떻게 하면 어떻게 하면 널 잊을까
2409,Maybe,이해리 (다비치),뭐든 말해 들어줄게 기억의 끝에 버려졌던 너의 가슴 한쪽 얘길 빌려줄게 어깨에 기대 울고 싶다면 울어도 돼 어린아이처럼 말야 Ooh Ooh Ooh Ooh 사랑이란 건 Maybe 어쩌면 그게 사랑 일지도 몰라 반복되는 일상 그 속에 나를 보듬어 준 네가 조용히 떨리는 심장이 말해 너를 보고 싶다고 말하래 So Maybe Maybe you love me you love me you love me Maybe I love you I love you I love you 너란 파도 그 속의 내가 하늘을 닮아가는 듯해 싫지 않은 이 기분이 사라질까 옅어질까 두근대는 내가 어쩌면 그게 사랑 일지도 몰라 반복되는 일상 그 속에 나를 보듬어 준 네가 조용히 떨리는 심장이 말해 너를 보고 싶다고 말하래 So Maybe Ooh Ooh Ooh Ooh Ooh Ooh Ooh Ooh Maybe 어쩌면 그게 사랑 일지도 몰라 반복되는 일상 그 속에 나를 보듬어 준 네가 조용히 떨리는 심장이 말해 너를 보고 싶다고 말하래 So Maybe Maybe you love me you love me you love me Maybe I love you I love you I love you
2410,너의 밤은 아프지 않기를,혁(HYUK),차갑게 불어오는 계절의 한숨이 차오른 하루 끝에 깊어진 밤공기가 또다시 습관처럼 나를 적셔온다 너의 곁에서 잠이 들고 같은 밤들을 지새우던 지난 밤이 그리워 그렇게 멍하니 너를 찾다 오늘도 네 생각에 난 결국 잠이 오질 않아 누군갈 사랑하고 누군간 아파하는 기나긴 밤이지만 너만은 누구보다 그 어떤 하루보다 평온한 밤이기를 너의 밤은 아프지 않길 너의 밤은 아프지 않길 아프지 않기를 밤새 너와의 통화들로 너의 온기가 가득했던 지난 밤이 그리워 그렇게 멍하니 너를 찾다 오늘도 네 생각에 난 결국 잠이 오질 않아 누군갈 사랑하고 누군간 아파하는 기나긴 밤이지만 너만은 누구보다 그 어떤 하루보다 평온한 밤이기를 괜스레 오늘따라 울컥한 내가 괜찮은 게 괜찮지 않아 너와는 잘만 가던 이 시간이 점점 더뎌져만 가는 걸 또다시 사랑하고 또다시 아파하는 기나긴 밤이지만 너만은 누구보다 그 어떤 하루보다 평온한 밤이기를 너의 밤은 아프지 않길 너의 밤은 아프지 않길 아프지 않기를
2411,영화처럼,OYEON (오연),아무것도 할 게 없어 멍하니 TV만 봤어 영화나 볼까 약속도 없는데 같이 보자고 했었던 영화가 눈에 들어온 순간 텅 빈 이 마음 아무렇지 않은 척했어 넌 그 영화를 봤을까 혹시 너도 잠시 멈칫했을까 날 생각했을까 영화처럼 사랑했었던 우리들의 결말은 가장 슬프게 끝이 나버렸어 이제 다시 볼 수 없어진 너와 나의 모습들이 자꾸 떠올라서 그 영화는 이제 볼 수 없어 TV를 꺼봐도 머릿속엔 온통 네 생각이 가득 차버린 난 아무렇지 않을 수 없어 넌 다 잊었을까 혹시 잠시라도 생각이 날까 그때의 우리를 영화처럼 사랑했었던 우리들의 결말은 가장 슬프게 끝이 나버렸어 이제 다시 볼 수 없어진 너와 나의 모습들이 자꾸 떠올라서 그 영화는 이젠 날 보는 따스한 눈빛과 날 바라보며 웃는 너의 얼굴이 아직도 선명해 돌릴 수 없단 걸 알면서 또 한 번 네 생각으로 머릿속을 채워 영화처럼 사랑했었던 우리들의 결말은 가장 슬프게 끝이 나버렸어 이제 다시 볼 수 없어진 너와 나의 모습들이 자꾸 떠올라서 그 영화는 이제 볼 수 없어 그 영화는 이제 볼 수 없어
2412,종로에서,오월,그렇게 떠나야만 했던 시간속에서 너를 보내기는 정말 싫었어 돌아서는 너의 슬픈 미소속에 사무친 그리움을 나는 알았어 회기로 향하던 쓸쓸한 플랫폼에서 서성이던 모습 보이지 않고 허전한 빈공간 속을 걷고 있는 너의 모습 생각해 봤어 오고가는 많은 사람들 속에서 너는 무얼 생각하고 있을까 두눈에 이슬 가득 담고 슬픈미소 지으며 무얼 그리워 하고 있을까 내가 곁에 있어도 그립다고 말하던 그대여 힘겹던 네모습이 나를 울리네 내가 곁에 있어도 그립다고 말하던 그대에게 내일은 사랑한다 말해 줄꺼야  오고가는 많은 사람들 속에서 너는 무얼 생각하고 있을까 두눈에 이슬 가득 담고 슬픈미소 지으며 무얼 그리워 하고 있을까 내가 곁에 있어도 그립다고 말하던 그대여 힘겹던 네모습이 나를 울리네 내가 곁에 있어도 그립다고 말하던 그대에게 내일은 사랑한다 말해 줄꺼야 내가 곁에 있어도 그립다고 말하던 그대에게 내일은 사랑한다 말해 줄꺼야
2413,76-70=♡ (With 박선주),서지원,혹시 그걸 알고 있나요 내가 그댈 사랑한다는 걸 가끔씩 멍하니 그댈 몰래 훔쳐보곤 했었다는 걸 혹시 그게 알게 될까봐 가끔 차갑고 냉정한 말투로 말했지만 더 이상 숨길 자신이 없네요  나도 그쯤은 알고 있어 니가 나를 사랑한다는 걸 어리숙한 너의 말투와 너의 가끔씩 멍하니 날보던 눈빛 하지만 내가 걱정하는건 세상이 우리를 이해할수 없다는 그 사실 그 마음인거야 그댄 그게 중요한가요 내가 그댈 사랑하는 그 마음보다 내말 꼭 기억해 진정 너를 사랑하기에 니가 다치는게 난 싫은거야  우리 사랑을 난 믿기에  그댄 그게 중요한가요 내가 그댈 사랑하는 그 마음보다 내말 꼭 기억해 진정 너를 사랑하기에 니가 다치는게 난 싫은거야  우리 사랑을 우리 사랑을
2414,날 사랑하지 않는다,로이킴,늘 바라보고 있죠 간직할 수만 있는 맘 차마 꺼낼 수 없는 그 말들 아니란 걸 잘 알면서 떠나갈 수 없는 나 날 사랑하지 않는다 해도 날 돌아보지 않는대도 보낼 수 없는 건 널 놓아줄 수 없는 건 이렇게 사랑하는 날 그댄 잊을까 봐 기다리는 내 맘과 돌아오지 않을 너를 애써 외면해 보는 날들과 아니란 걸 잘 알면서 떠나갈 수 없는 나 날 사랑하지 않는다 해도 날 돌아보지 않는대도 보낼 수 없는 건 널 놓아줄 수 없는 건 이렇게 사랑하는 날 그댄 잊을까 봐 소리 없이 어떤 약속도 없이 멀어지는 뒷모습을 바라보다 아무 것도 할 수 없는 나라서 하염없이 너의 흔적만 날 사랑하지 않는다 해도 날 돌아보지 않는대도 보낼 수 없는 건 널 놓아줄 수 없는 건 이렇게 사랑하는 날 그댄 잊을까 봐
2415,J에게,"이선희, 이승윤",J 스치는 바람에 J 그대 모습 보이면 난 오늘도 조용히 그댈 그리워하네 J 지난 밤 꿈속에 J 만났던 모습은 내 가슴속 깊이 여울져 남아있네 J 아름다운 여름날이 멀리 사라졌다 해도 J 나의 사랑은 아직도 변함없는데 J 난 너를 못 잊어 J 난 너를 사랑해 J 우리가 걸었던 J 추억의 그 길을 난 이 밤도 쓸쓸히 쓸쓸히 걷고 있네 J 아름다운 여름날이 멀리 사라졌다 해도 J 나의 사랑은 아직도 변함없는데 J 난 너를 못 잊어 J 난 너를 사랑해 J 우리가 걸었던 J 추억의 그 길을 난 이 밤도 쓸쓸히 쓸쓸히 걷고 있네 쓸쓸히 걷고 있네
2417,키작은 노래 (Feat. 하하&일문),걸 프렌즈,Yeah! Girl friends! 동훈이와 일문이의 키 작은 노래 내 여자에게 내 오직 하나뿐인 너 사랑해 Ill be there 너의 하루가 시작될 때 젤 먼저 생각할 너의 두 눈이 찾을 사람 나이기를 바래 너의 마음을 다 비워도 하나만 남아있을 꼭 한 사람 I just wanna be your love 내 여자에게 키 작은 꼬맹이 동훈이의 노래 내 여자의 조건을 잘 들어주길 바래 좀 이상하게 들릴지도 몰라 참아 넌 내 여자니까 난 니 남자니까 옛 남자친구와 날 절대 비교하지 말아줘 B형의 남자는 참 참을성이 부족해 나와의 데이트에 하이힐은 신지마 내 여자는 내 품 안에 쏙 들어와야 해 너 지금 어디 봐? 저 남자 보니? 그만 좀 바라봐 쟨 키가 크니? 내 키는 작아도 내 사랑은 크다 내 눈은 작아도 너 하나만 본다 키 작은 꼬맹이 동훈이의 노래 넌 내 여자니까 난 니 남자니까 너의 하루가 시작될 때 젤 먼저 생각할 너의 두 눈이 찾을 사람 나이기를 바래 너의 마음을 다 비워도 하나만 남아있을 꼭 한 사람 I just wanna be your love 키가 적당한 일문이의 노래 내 마음의 오해를 들어 주길 바래 You say you love me but I dont know why 난 니가 자리 비울 때 니 문자 보게 된다 근데 비밀번호 바꾼 이유가 뭘까? 설마 키 작은 꼬맹이 동훈인가? O형의 남자는 마음이 넓은 바다 같아 다 이해 할 게 내게로 와 B형은 우발적 O형은 계획적 But my love for U is 완전 적극적 하루의 시작도 하루의 끝도 함께 하고픈 한 사람 나이길 바래 키가 적당한 일문이의 노래 I be yo man and U know that U my girl 너의 하루가 시작될 때 젤 먼저 생각할 너의 두 눈이 찾을 사람 나이기를 바래 너의 마음을 다 비워도 하나만 남아있을 꼭 한 사람 I just wanna be your love 내 맘이 말을 해 손 모아 기도해 내 모든 소원이 너라고 언제나 기억해 우리 둘 함께해 영원히 너만 바래 너의 하루가 끝나갈 때 잠드는 그 순간 너의 꿈 속에 머물 사람 나이기를 바래 니가 있을 곳 어디라도 늘 같이 하고 싶은 단 한 사람 I just wanna be your love 사랑의 시작은 너로 인해 빛나네 서로를 바라보는 식지 않은 눈빛에 다툰 후 어색했던 다정했던 포옹에 시간이 흘러가도 너를 위해 노래해 사랑의 시작은 너로 인해 빛나네 서로를 바라보는 식지 않은 눈빛에 다툰 후 어색했던 다정했던 포옹에 시간이 흘러가도 너를 위해 노래해 ye 널 위해 노래해 I just wanna be your love ye 키 작은 노래
2418,버릇처럼 (Feat. Mino In 프리스타일),지아,술 한 잔 하고 나면 괜찮겠지 까짓거 잠 한숨 자고 나면 금새 나지겠지 별 일도 아닌 듯이 끝나겠지 어차피 너에게 나 같은 건 별 거 아니니까 사랑했는데 그대 밖에 모르고 살아왔는데 모든 걸 다 주어도 행복했는데 우리 왜 헤어져요 날 울릴거면서 결국 버릴거면서 사랑했나요 왜 날 너 떠나고 일이고 뭐고 아무 것도 못해 너 없는 작은 일도 내 맘대로 못 해 옷을 사고 밥을 먹고 심지어 어딜가도 대답을 듣고 너를 보고 그래야하는데 참 나쁜 버릇이 됐어 이러고 사는거 혼자서 아무 것도 할 수 없다는거 남들처럼 환하게 웃고 살지 못해 미안해 잠 한숨 편하게 누워 잘 수 없다는게 사람이 사람답게 살아가야 하는데 지금 난 사랑에 눈이 멀어 앞을 못 봐 사랑했는데 그대 밖에 모르고 살아왔는데 모든 걸 다주어도 행복했는데 우리 왜 헤어져요 날 울릴거면서 결국 버릴거면서 사랑했나요 왜 날 그래서 그런거야 단지 그래서 떠난거야 니가 만든 그 버릇이 싫어져서 사랑해라고 말하는 버릇을 만들어놓고 단 하루도 살 수 없게 나를 바꿔놓고 이제는 그게 싫어 날 떠난데 어떻게 이제는 그게 싫어 날 버렸대 니가 모든 걸 바꿔버린 내가 싫어져서 니가 모두 가르쳐준 사랑 그게 싫증나서 멋대로 마음대로 나를 남겨뒀어 버텨보려는 방법조차 아직 모르는데 그대 이런 사람인가요 사랑할 땐 나 밖에 모른다면서 헤어지니까 나 따윈 상관없나요 나를 잊은 건가요 참 나쁜 사람 이제는 내 걱정도 안되나봐요 이렇게 밤새도록 울고 있는데 그댄 어디 있나요 난 그대 없으면 숨 조차 못 쉬는데 돌아와줘요 제발 다 끝났지 우리 아직 해줄게 너무 많이 남았는데 미안해서 어떡해 아무것도 못해줘서 너한테 이런 말하는 것도 웃기지 나같은 놈이 무슨 말을 하겠어  미안해
2419,커피숍 그 자리,먼데이 키즈 (Monday Kiz),맑은날에도 찌푸린 날에도 눈이오고 비가 내리는 날에도 화창한 날씨에도 니가 생각나서 혼자 멍하니 집에 갇혀있어 웃음을 잃고 눈물만이 늘어 밤새도록 잠을 아무리 청해도 잠들수가 없는데 매일 몇날 몇일을 아니 몇 년을 한 평생동안을 우리 같이 가던 커피숍 그 자리에 그리워서 매일 혼자 커피를 마시고 너를 기다리고 식어가는 커피잔을 보며 또 울어 너 돌아올 때 까지 이 커피숍에 니가 돌아올때까지 시간이 가도 아직 난 똑같아 밤새도록 너를 그리고 있는 걸 니가 앉던 그곳에 따사로왔던 불빛 커피향처럼 떠나질 않잖아 우리같이가던 커피숍 그자리에 그리워서 매일 혼자 커피를 마시고 너를 기다리고 식어가는 커피잔을 보며 또 울어 너 돌아올 때까지 이 커피숍에 니가 돌아올때까지 이 가게 한가득 네게 하지 못한말이 많이 남아서 미칠 듯 만큼 많아서 난 못가 너를 데려오라 소리친다 우리같이가던 커피숍 그 자리에 그리워서 매일 혼자 커피를 마시고 너를 기다리고 식어가는 커피잔을 보며 또 울어 너 돌아올 때 까지 이 커피숍에 니가 돌아올때까지 그리워서 매일 혼자 커피를 마시고 너를 기다리고 식어가는 커피잔을 보며 또 울어 너 돌아올 때 까지 이 커피숍에 니가 돌아올때까지 이 커피숍에 니가 돌아올때까지
2420,Lonely Night,HYNN (박혜원),이런 시간엔 더 그리워 홀로 남는 이 순간 떠난 줄 알면서도 자꾸 떠오르는 너 왜 넌 그때 날 떠났을까 너무 힘이든다던 그게 이유라면 이유일 수 있지만 나는 알 수 없는걸 Lonely Night Lonely Night 떠나던 그 모습이 남았던 Lonely Night so Lonely Night 기억 속에 남은 모습으로 왜 난 그때 널 보냈을까 견딜 수도 없을 걸 알며 마음으로 애원했었지만 그저 바라보았어 Lonely Night Lonely Night 떠나던 그 모습이 남았던 Lonely Night so Lonely Night 기억 속에 남은 모습으로 지금도 그리운걸 외로운 밤홀로 일 땐 떠나던 뒷 모습이 한 없이 그리운걸 Lonely Night Lonely Night 떠나던 그 모습이 남았던 Lonely Night so Lonely Night 기억 속에 남은 모습으로 Lonely Night Lonely Night 떠나던 그 모습이 남았던 Lonely Night so Lonely Night So Lonely Night So Lonely Night So Lonely Night So Lonely Night
2421,잊지마요 (Feat. 박지훈),하성운,나를 잊지마요 나를 기억해요 단 한 번의 사랑 또 잊지마요 나를 잊지마요 나를 기다려요 단 한 번의 사랑 잊지마요 짓궂게도 날씨는 좋아서 맘이 더 쓰리고 그래요 귀찮게도 친구는 자꾸 날 불러내 but but im so sorry yeah 이 시간에 알람 벨은 이 날씨에 내 옆에는 오직 너였고 당연히 너였어 시간이 모든 걸 해결해 줄 거란 그 말 따윈 대체 누가 그런건지 나를 잊지마요 나를 기억해요 단 한 번의 사랑 또 잊지마요 나를 잊지마요 나를 기다려요 단 한 번의 사랑 잊지마요 yeah 나를 잊지마요 나를 잊지마요 건드리면 툭 눈물 날 만큼 가득히도 담겨진 니 모습 한편이라도 잊어버릴까 난 두려워 또 혼잣말을 내뱉어 찬란하게도 눈부셨어 우리들의 빼곡한 기억 잊지마요 뜨겁게도 사랑했던 너와 나의 지난 추억들을 baby 늦은 밤의 공허함을 채워줬던 그 사람은 오직 너였고 당연히 너였어 시간이 모든 걸 해결해 줄 거란 그 말 따윈 누가 한건지 왜 누가 그런건지 yeah yeah 나를 잊지마요 나를 기억해요 단 한 번의 사랑 또 잊지마요 나를 잊지마요 나를 기다려요 단 한 번의 사랑 잊지마요 시간이 지나도 니가 보고싶다 시간이 지나도 니가 보고싶다 나를 잊지마요 나를 잊지마요 나를 잊지마요
2422,WHAT A FEELING,성시경,밤하늘의 별을 세어보고 눈 감아봐도 Only you 봄날의 꽃보다 예쁜 너의 미소 또 웃음이나 Love is you  내가 줄 수 있는 모든 걸 전해 주고 싶어 baby 넌 내게 선물이니까  눈을 뜨며 너를 생각해 내 하루의 시작을 행복하게 열어주니까 눈감으며 너를 그리면 힘겨웠던 오늘도 아름답게 저물어가  What a feeling What a feeling Feel so good I fall in love 너만 있으면 돼 내 세상은 전부 너 인걸  What a feeling What a feeling Feel so good I fall in love 너만 생각하면 온 세상이 다 내 것 같아  태어나줘서 곁에 있어서 사랑해줘서 고마워  맘이 아프거나 세상이 너를 괴롭힐 때 Baby 너의 우산이 돼 줄게  눈을 뜨며 너를 생각해 내 하루의 시작을 행복하게 열어주니까 눈감으며 너를 그리면 힘겨웠던 오늘도 아름답게 Good night  What a feeling What a feeling Feel so good I fall in love 너만 있으면 돼 내 세상은 전부 너인 걸  What a feeling What a feeling Feel so good I fall in love 너만 생각하면 온 세상이 다 내 것 같아  기적처럼 서로를 바로 알아봤던 그 순간에 심장이 너무 빨라졌던 잊을 수 없는 그 날이 계속 영원하 길 남아있는 모든 날들 전부 오늘처럼  What a feeling What a feeling Feel so good I fall in love 너만 있으면 돼 내 세상은 전부 너인 걸  What a feeling What a feeling Feel so good I fall in love 너만 생각하면 온 세상이 다 내 것 같아
2423,천애지아 (하늘 끝에 이르는 바람),장나라,저 하늘 위 눈물로 그린 바람의 속삭임 고운 그 빛 따라가 그 속에 잠든다 그리움 다가진 그 곳은 아련한 기억 속 그 곳은 들꽃처럼 사라져 버리는 하늘꽃 그리움들 노을아 노을아 하늘을 내려라 꿈길 가득 부르는 소리 노을아 노을아 별빛도 울려 날아라 그리움 닿는다 꿈길을 걷는다  저 하늘 위 눈물로 그린 바람의 속삭임 고운 그 빛 따라가 그 속에 잠든다 그리움 다 가진 그 곳은 아련한 기억 속 그 곳은 들꽃처럼 사라져 버리는 하늘꽃 그리움들 노을아 노을아 하늘을 내려라 꿈길 가득 부르는 소리 노을아 노을아 별빛도 울려 날아라 노을아 노을아 하늘을 내려라 꿈길 가득 부르는 소리 노을아 노을아 별빛도 울려 날아라 그리움 닿는다 꿈길을 걷는다
