,제목,가수,가사
154,Blue Rain,바다 (BADA),"['어딜 가면 볼 수 있는지', '알고 있어도 나 갈 수 없는 건', '아마 몰라보게 수척해진', '내 모습 보고', '놀란 가슴으로 걱정할까봐', '날 두고 떠나갈 때', '마지막 내게 했던', '그대 기억으로 울지 말라는 약속', '지킬 수 없을 까봐', '네 맘에 없던 그 모진 말도', '조금도 그댈 지울 수 없다는 걸', '난 알고 있어 언제나 그대', '내 곁에 와 잠드는 걸', '비가 오던 어느 날 밤에', '그대 싸늘하게 젖어 있었지', '이 밤 지나면', '날 못 볼 것만 같은 생각에', '지친 몸으로 날 기다린 거야', '더 이상 우산 속에', '날 그냥 둘 수 없어', '흘러내린 눈물 빗속에 감춰두고', '그대 품에 안겼지', '빗소리에 감추려 하는', '그대의 울먹임을 알고 있어', '내 어깨 위에 저 비가 아닌', '그대의 눈물인 것도', '한 번만 더 그대의 품에 안겨', '맘껏 울 수 있다면', '그대 잠든 곳에 언제나 찾아가서', '끝없는 얘기 할 텐데', '조금도 그댈 지울 수 없는걸', '알고 있어 언제나 그대', '내 곁에 와 잠드는 걸', '내 곁에 와 잠드는 걸']"
155,Faith,이준화,"['Looking back', 'on those days I worried', 'I’ve come this far', 'I never knew that I would make it', 'How I ended up here', 'Will this pain ever end', 'I still have faith in me', 'I still want to see the light', 'Hold me close hold me tight', 'Even when the sky comes', 'falling on me', 'Please don’t give up on me', 'I’ll make it ’til the end', 'I still have faith in me', 'I still want to see the light', 'Hold me close hold me tight', 'Even when the sky comes', 'falling on me', 'The sun will shine on me', 'And the lights will appear', 'I’ll fight it ’til the end', 'Gotta keep holding on', 'So keep holding on', 'I still have faith in me', 'I still want to see the light', 'Hold me close hold me tight', 'Even when the sky comes', 'falling on me']"
156,Last Goodbye,최진솔,"['뒤를 돌아 보지 않는', '그대의 발자국', '아무 소리 없이 멀리 사라져', '내 입술 사이에 맴돌았던', '따뜻한 한 마디', '흰눈이 내리는 이 길 위에', '널 볼 수 있을까', '오랜 기억 속에', '남아 있는 말', '나도 몰래 속삭여줘요', '멀어지는 기억', '그댈 품에 안고서', 'I’m ready to let you go', 'So I say', 'You and I', 'Good Bye', '우리 사라지는 꿈을', '꾸곤 했었죠', '이젠 그댈 기다리지 않아요', '내 입술 사이에 맴돌았던', '따뜻한 너의 한마디', '흰눈이 내리는 이 길위에', '그댈 볼 수 있을까', '오랜 기억 속에', '남아 있는 말', '나도 몰래 속삭여줘요', '멀어지는 기억', '그댈 품에 안고서', 'I’m ready to let you go', 'So I say', 'You and I', 'So I say', 'You and I', '우리 사라지는 꿈을', '꾸곤 했었죠']"
157,그때는 잘 몰랐었는데,송푸름,"['그때는 잘 몰랐었는데 나는', '이 맘이 얼마나 소중한지', '나밖에 모르고 사랑하는 법도 모르는', '바보였어요 후회가 되죠', '오늘 그대를 만난다면', '잘해준다고 말해줄텐데', '이제 나 많이 달라졌죠', '우리 만났던 그때보다', '훨씬 더 나은 사람이 됐는데 이제', '지나가니 이제야 알게 되었어요', '소중한 그대 소중했었던 그 시간', '그때로 돌아가 그댈 안아주고 싶네요', '그리워져요 그대 사랑이', '오늘 그대를 만난다면', '잘해준다고 말해줄텐데', '이제 나 많이 달라졌죠', '우리 만났던 그때보다', '훨씬 더 나은 사람이 됐는데', '보고싶어 가슴이 아파', '매일 그리워해요', '다시 그때로 가고싶어', '왜 이렇게도 그리울까요', '내가 사랑을 했던 사람', '그대 하난걸 알게됐죠', '미안했어요 보고싶어져요 오늘도']"
158,오늘보다 내일은 더 좋을거야,더 브릿지 (The Bridge),"['참 힘들었지 얼마나 아팠는지', '아물지 않을 상처가 난 듯 했지', '꼭 잡은 두손 서로만 바라 보며', '함께 걸어온 우리', '어두운 터널 끝에', '빛이 비추는 것처럼', '길고 긴 밤이 지나', '해 뜨는 것처럼', '이제부터는 슬픔보다', '행복 가득할거야', '오늘보다 내일은 더 좋을거야', '참 어려웠지 어떻게 버텼는지', '끝나지 않을 고통인줄 알았지', '하나된 마음 서로만 의지하며', '함께 이겨낸 우리', '어두운 터널 끝에', '빛이 비추는 것처럼', '길고 긴 밤이 지나', '해 뜨는 것처럼', '이제부터는 슬픔보다', '행복 가득할거야', '오늘보다 내일은 더 좋을거야', '웃으며 이 순간을', '떠올릴 수 있겠지', '더 많은 시간이 흐른 뒤에', '어두운 터널 끝에', '빛이 비추는 것처럼', '길고 긴 밤이 지나', '해 뜨는 것처럼', '이제부터는 슬픔보다', '행복 가득할거야', '오늘보다 내일은 더 좋을거야']"
159,끝이 없나 봐,정피트,"['새벽 공기가', '창에 닿을 때까지', '널 생각했어', '밤새 내 우주에', '빛나는 널 그리다', '잠 못 드는 나야', '널 떠나보내고', '달라졌던 공기의 결은', '날카로워 숨 쉴 때마다', '가슴이 아파와', '니가 그리워 그리워 그리워', '너를 그리다 그리다 그리다', '시간이 흐르고 수많은 계절이 와도', '난 이대로 널 잊지 못하고', '널 기다리나 봐', '내 그리움은 끝이 없나 봐', '어느 여름날', '비가 오는 것처럼', '추억에 잠기다', '눈을 뜨면 니가', '나타날 것 같아서', '불러보는 나야', '내 모든 세상은', '너의 흔적이 가득해서', '모든 순간에 틈 사이로', '네 모습이 보여', '니가 그리워 그리워 그리워', '너를 그리다 그리다 그리다', '시간이 흐르고 수많은 계절이 와도', '난 이대로 널 잊지 못하고', '널 기다리나 봐', '내 그리움은 끝이 없나 봐', '하루 가면 하루만큼', '더 보고 싶다', '니가 그리워 그리워 그리워', '너를 그리다 그리다 그리다', '시간이 흐르고 수많은 계절이 와도', '난 이대로 널 잊지 못하고', '널 기다리나 봐', '내 그리움은 끝이 없나 봐', '내 그리움은 끝이 없나 봐']"
160,망원경 (with 전철우),석홍,"['내 맘을 다 알아 멀리 있어도 항상 나를', '찬란히 비춰주는 너를 본다', '네 맘을 다 못 봐 알 수 없는 네 표정에 또', '가만히 바라본다 망원경을', 'Shiny star My everything 네 생각에', '뜬 눈으로 또 바래본다 아침이 오지 않길', '망원경 그 끝으로 널 바라본다', '밤 하늘에 다른 별은', '모두 널 위한 조명인걸', '별자리를 따라 알 수 없는 그 끝을 향해', '걸어가본다 너로 향하는 길', 'Shiny star My everything 네 생각에', '뜬 눈으로 또 바래본다 아침이 오지 않길', '망원경 그 끝으로 널 바라본다', '밤 하늘에 다른 별은', '모두 널 위한 조명인걸', '너는 닿는지도 모르는 별빛에 취해', '해가 뜨고 구름에 가려도 내가 널 찾을게', 'My shiny Star My everything 내 하루에', '널 채우다 넘쳐흐를 때 나를 바라 봐줄까', '망원경 그 끝에서 고백한다', '밤 하늘에 닿을 때', '너는 떨어지듯 내게 온다']"
161,꼬마별,유현국,"['까만 하늘 끝', '바라본 별 하나', '서늘한 바람에 취해', '문득 그대에게', '건네본 수줍은 고백', '그대여 나의 하늘이 되어주오', '나는 그대 별이 되어 주겠소', '캄캄한 밤 밝게 비춰 주겠소', '수많은 별들 중 하나일지라도', '영원히 그대를 비추겠소', '나는 그대 별이 되어 주겠소', '캄캄한 밤 밝게 비춰 주겠소', '수많은 별들 중 하나일지라도', '영원히 그대를 비추겠소', '영원히', '영원히', '그댈 비추겠소']"
162,좀 더 안아줄걸,길구봉구,"['노을 지는 밤이면 자꾸 네가 생각나', '덜컥 가슴이 내려앉는 기분이 들었어', '몰라줬었던 네 마음이', '이제야 이해가 되지만', '아무 소용 없는 거 알아', '그때 내가 널 좀 더 안아줄 걸 그랬나 봐', '그랬다면 우리 지금과는 다를 텐데', '잔소리 같던 말들이', '어느 때보다 그리워', '사랑을 두고 널 놓쳐버린 내가 싫어', '툭하면 바쁘다는 핑계로 널 피하고', '불안해지게 만들었던 그때가 생각나', '아무 말 없이 참아줬던', '소중함을 몰랐던 나는', '뒤늦은 후회만 남았어', '그때 내가 널 좀 더 안아줄 걸 그랬나 봐', '그랬다면 우리 지금과는 다를 텐데', '잔소리 같던 말들이 어느 때보다 그리워', '사랑을 두고 널 놓쳐버린', '내가 너무 싫어', '숨처럼 편하게만 생각했던 너라서', '언제라도 곁에 있을 줄 알았나 봐', '너를 보내고 나서야 깨달아서', '온몸이 아프도록 네가 보고 싶어져', '네가 날 떠나던 그날', '그때조차 난 몰랐어', '금방 다시 돌아올 줄만 알았어', '그때 내가 널 좀 더 안아줄 걸 그랬나 봐', '그랬다면 우리 지금과는 달라졌을까', '잔소리 같던 말들이 어느 때보다 그리워', '사랑을 두고 널 놓쳐버린 내가 싫어']"
163,또르르 (2022),지연,"['또르르 눈물이 흘러간다', '또르르 또르르르', '소리없는 아픔을 이기지도 못한 채', '파르르 손끝이 떨려온다', '파르르 파르르르', '따스했던 시간을 기억하나봐', '사랑을 하면 더 예뻐진대', '사랑을 하면 좀 달라진대', '어떻게 해야 내 안의 사랑이', '더 예뻐질까요', '생각을 하면 눈물이 나고', '눈물이 나면 또 생각나는', '그런 사람이 곁에 있다는 게', '다행이죠', '스르르 두 눈이 감겨온다', '스르르 스르르르', '고운 미소 향기에', '꿈을 꾸고 싶었나봐', '또르르 사랑이 흘러간다', '또르르 또르르르', '맘이 시려울만큼 좋아하나봐', '사랑을 하면 더 예뻐진대', '사랑을 하면 좀 달라진대', '어떻게 해야 내 안의 사랑이', '더 예뻐질까요', '생각을 하면 눈물이 나고', '눈물이 나면 또 생각나는', '그런 사람이 곁에 있다는 게', '다행이죠', '가슴에 차가운 네가 내리면', '못본 듯이 그저 웃어야 해요', '행여 네가 돌아볼까봐', '항상 그 자리를 맴도는', '어리석어도 행복한 사랑이 좋아서', '사랑을 하면 더 예뻐진대', '사랑을 하면 좀 달라진대', '어떻게 해야 내 안의 사랑이', '더 예뻐질까요', '생각을 하면 눈물이 나고', '눈물이 나면 또 생각나는', '그런 사람이 곁에 있다는 게', '다행이죠']"
164,고백해줘요,이민혁,"['아무 일 없는 하루가', '아무렇지도 않게 끝나요', '한 페이지에 담긴 일기처럼', '평범한 날이죠', '소설 속 주인공처럼', '영화 속 마지막 scene처럼', '운명을 믿는 건 내게 너무', '큰 욕심인 걸까요', '노란 별빛 조명 아래서', '나에게 고백해줄래요', '모두가 축하해주는 날', '내 마음이 누구보다 빛나게', '비밀스러운 그 마음이', '나를 위한 맘이길 바라요', '다정하게 바라본 눈빛은', '별 의미 없나요', '마음껏 웃게 될지도', '마음껏 울지도 몰라요', '어떤 엔딩이 될지는', '그대만이 알고 있어요', '노란 별빛 조명 아래서', '나에게 고백해줄래요', '그대와 내 맘 같다면', '불행들도 의미가 있어요', '내 표정들을 좋아한다고', '영원히 날 좋아한다고', '계속해서 말해줄래요', '말해줘도 믿을 수 없어요']"
165,바람기억,현신영,"['바람 불어와', '내 맘 흔들면', '지나간 세월에', '두 눈을 감아본다', '나를 스치는', '고요한 떨림', '그 작은 소리에', '난 귀를 기울여 본다', '내 안에 숨쉬는', '커버린 삶의 조각들이', '날 부딪혀 지날 때', '그 곳을 바라보리라', '우리의 믿음', '우리의 사랑', '그 영원한 약속들을', '나 추억한다면', '힘차게 걸으리라', '우리의 만남', '우리의 이별', '그 바래진 기억에', '나 사랑했다면', '미소를 띄우리라', '내 안에 있는', '모자란 삶의 기억들이', '날 부딪혀 지날 때', '그 곳을 바라보리라', '우리의 믿음', '우리의 사랑', '그 영원한 약속들을', '나 추억한다면', '힘차게 걸으리라', '우리의 만남', '우리의 이별', '그 바래진 기억에', '나 사랑했다면', '미소를 띄우리라']"
166,귀로,김동현,"['화려한 불빛으로', '그 뒷모습만 보이며', '안녕이란 말도 없이 사라진 그대', '쉽게 흘려진 눈물 눈가에 가득히 고여', '거리는 온통 투명한 유리알 속', '그대 따뜻한 손이라도', '잡아볼 수만 있었다면', '아직은 그대의 온기 남아있겠지만', '비바람이 부는 길가에', '홀로 애태우는 이 자리', '두 뺨엔 비바람만 차게 부는데', '사랑한단 말은 못 해도', '안녕이란 말은 해야지', '아무 말도 없이 떠나간', '그대가 정말 미워요', '그대 따뜻한 손이라도', '잡아볼 수만 있었다면', '아직은 그대의 온기 남아 있겠지만', '비바람이 부는 길가에', '홀로 애태우는 이 자리', '두 뺨엔 비바람만 차게 부는데', '사랑한단 말은 못 해도', '안녕이란 말은 해야지', '아무 말도 없이 떠나간', '그대가 정말 미워요', '사랑한단 말은 못해도', '안녕이란 말은 해야지', '아무 말도 없이 떠나간', '그대가 정말 미워요']"
167,바람이 분다,스테파니 (STEPHANIE),
168,낯선 하루,첸 (CHEN),"['얼마나 가야 빛이 보일까', '얼마나 더 가야만 끝날까', '끝도 없는 나의 걸음은', '이 길에 멈춰 서서 묻는다', '나는 언제쯤에야', '평범한 삶을 꿈꿔볼 수가 있을까', '헛된 바램 뿐이지만', '저 하늘에 빌어본다', '눈을 뜨면 무엇도 변한 게 없고', '두 눈을 감으면 눈물이 흐르고', '지옥 같은 매일을 살아내다가', '그 누구도 곁에 없단 걸 알게 된 나', '작은 행복조차도', '나에게는 왜 허락되지가 않을까', '희미한 빛 그 마저도', '저 멀리로 사라진다', '눈을 뜨면 무엇도 변한 게 없고', '두 눈을 감으면 눈물이 흐르고', '지옥 같은 매일을 살아내다가', '그 누구도 곁에 없단 걸 알아', '어둠 뿐인 내 하루는 매일 겪어도', '왜 이렇게 낯설기만 해', '아무것도 내 곁엔 남은 게 없고', '찢어질 듯 아픈데 어떡해야 해', '바보처럼 한참을 울고 울다가', '낯선 하루를 다시 한번 견뎌낸다']"
169,내 거라고 얘기해줄래,더 데이지 (The Daisy),"['왜 그리 바쁘니 연락도 없니', '자꾸 난 너만 기다리고 있어', '언제까지 날 힘들게 할거니', '신경쓰이잖아', '내 거라고 얘기해줄래', '누구보다 사랑해줄게', '날 사랑하고 있다고 말해줘', '반짝이는 나의 눈에 너만 너만 담고서', '너만 바라볼래', '이렇게 커지는 내 마음 달래도', '내 눈은 너만 따라다녀 종일', '어디갔니 또 너 없는 시간에', '시계만 보잖아', '내 거라고 얘기해줄래', '누구보다 사랑해줄게', '날 사랑하고 있다고 말해줘', '반짝이는 나의 눈에 너만 너만 담고서', '너만 바라볼래', '외롭게 하지말고 헷갈리게 하지마', '내 방은 딱 하나야 넌 어때', '내 거라고 얘기해줄래', '누구보다 사랑해줄게', '날 사랑하고 있다고 말해줘', '반짝이는 나의 눈에 너만 너만 담고서', '너만 바라볼래']"
170,조만간 (Feat. 8urp),그을,"['가끔 할 일 없던 날', '침대에서 뒹굴 거리다보면', '문득 떠오르는 네 생각에', '폰을잡고 ring ring ring', '요즘에는 어떻게 지내', '연락도 못 하고 참 오랜만이야', '그래 바쁘지 시간은 빠른데', '무뎌져만 가는 순간 속에만', '살아가는 게', '조만간 우리 만나', '한강에서 밤새 떠드는 거야', '그땐 아마 꽤나 지치는 일이', '쌓였겠지만', '그렇겠지만', '조만간 연락 할 게', '나는 뭐 여전히 열심히 살아', '그래 가끔 지치는 일이', '쌓이긴 하겠지만', '그렇겠지만', '괜찮은 척 하는 거 보여', '도대체 왜 나까지 속여', '너의 하늘엔 빗방울이 pouring', '조금만 참아 저 구름이 개이고 나면', '너는 걱정 안 해도 돼', '걍 너의 자신을 믿고', '쓸데없는 걱정들은 집어치워', '무엇을 하든 하다 보면', '너도 알게 될 거야 걱정 따윈', '하지 않아도 괜찮다는 걸', '보이는 것보다 세상은 더 밝다는 걸', '절대 거짓말이 아냐', '나는 그냥 너가 조금이라도', '더 행복했으면 좋겠어', '나는 계속 너의 곁에 있으니까', '친구야 보자 조만간', '아무도 모르는 시간 속에', '살아간다는 게', '좁은 이 방에서 하루를 견뎌낸다는 게', '어쩔 때는 나도 누가 알아주나 싶어', '이게 맞는 건지도 모르겠어', '바쁜 하루 지나갈수록', '주변 사람 지나쳐 가고', '익숙한 연락도 어색해져 가네', '어쩔수 없는 거겠지', '언젠간 나도 빛을 내려면', '날 믿어왔던 사람들에게', '가끔씩 나 걱정돼', '언젠가 우린 잊혀질까', '그래서 놓질 못하나 봐', '조만간 우리 만날땐', '하루종일 웃으면서 떠들자', '그때는 쌓인 일 다 잊고', '조만간 우리 만나', '한강에서 밤새 떠드는 거야', '그땐 아마', '꽤나 지치는 일이 쌓였겠지만', '그렇겠지만', '조만간 연락 할 게', '나는 뭐 여전히 열심히 살아', '그래 가끔 지치는 일이', '쌓이긴 하겠지만', '그렇겠지만']"
171,괜찮아,상규,"['괜찮아 조금 느려도', '때론 넘어져도 괜찮아', '가끔은 지친 맘 내려놓고', '내게 기대도 괜찮아', '네가 사랑했던 그 모든게 떠나가도', '항상 너의 곁에 서있을게', '네가 온전히 쉴 수 있는 곳', '마음 기댈 곳 이 되어 줄게', '네가 사랑했던 그 모든게 떠나가도', '항상 너의 곁에 서있을게', '네가 온전히 쉴 수 있는 곳', '마음 기댈 곳 이 되어 줄게', '괜찮아 끝이라 해도', '나만은 네 곁에 있으니', '오늘을 버텨온 너의 맘에', '따뜻한 봄이 내려 앉길']"
172,망우삼림 (feat. 장수현),박수주,"['버려야 하는 마음은 모두 던지고', '잊어야 하는 생각은 지워 버리고', '하아얀 안개로 나를 감춰', '빛 한 줄기 들지 못하게', '사라지고 싶어라', '날 맘대로 하지 못하게', '풀어헤치고 싶어라', '수많은 번뇌와 굴레를', '벗어나게 하소서', '버려야 하는 마음은 모두 던지고', '잊어야 하는 생각은 지워 버리고', '하아얀 안개로 나를 감춰', '빛 한 줄기 들지 못하게', '사라지고 싶어라', '날 맘대로 하지 못하게', '풀어헤치고 싶어라', '수많은 번뇌와 굴레를', '벗어나게 하소서']"
173,Together,강혁,"['나만 바라보는 너', '나를 살게 하는 꿈', '너와 함께 있다는 것만으로', '나는 그 누구보다 행복해', '아무것도 바라지 않아', '아무것도 두렵지 않아', '어떤 일이 있어도 너의 편이 되어', '아프지 않도록 내가 널 지켜줄게', '너와 나 함께 가는 길이', '때로는 힘들고 지칠 수도 있지만', '언제나 너의 곁에 나 서 있을 테니', '두 손 꼭 잡고 가는 거야', '사랑해(사랑해) 영원히', '아무것도 바라지 않아', '아무것도 두렵지 않아', '어떤 일이 있어도 너의 편이 되어', '아프지 않도록 내가 널 지켜줄게', '너와 나 함께 가는 길이', '때로는 힘들고 지칠 수도 있지만', '언제나 너의 곁에 나 서 있을 테니', '두 손 꼭 잡고 가는 거야', '사랑해(사랑해) 영원히', '너와 나 함께 가는 길이', '때로는 힘들고 지칠 수도 있지만', '언제나 너의 곁에 나 서 있을 테니', '두 손 꼭 잡고 가는 거야', '사랑해(사랑해) 영원히']"
174,Perfume (Feat. 천누리),Musist,"['찬 공길 머금고 내게 부딪혀', '넓게 퍼지며 얼굴에 맞닿는 향기', '코끝이 찡해 어질어질해', '비틀 비틀 술에 취한 사람 같아 난', '내게 다가와 좀 더 가까이', '그래 그렇게 저 멀리 나를 퍼트려', '흩날린다 점점 흩어진다 멀리', '너에게 날아가서 사뿐히', '안아 줄게 내 품을 줄래 네 손을', '그렇게 천천히 순간을 기억할래', '짙어진 향기 덮어진 숨결', '몸에 퍼져 터져 나에게로 뒤덮여', ""I can't catch anyone"", ""I'm an untouchable gem Umm"", ""I can't catch anyone"", ""I'm an untouchable gem"", '나를 느끼면 돼', '내 몸에 취해 나에게 빠져', '흔들리는 두 눈동자가 선명해져', '내게 다가와 좀 더 가까이', '그래 그렇게 꼭 안아 나를 감싸줘', '흩날린다 점점 흩어진다 멀리', '너에게 날아가서 사뿐히', '안아 줄게 내 품을 줄래 네 손을', '그렇게 천천히 순간을 기억할래', '짙어진 향기 덮어진 숨결', '몸에 퍼져 터져 나에게로 뒤덮여', ""I can't catch anyone"", ""I'm an untouchable gem Umm"", ""I can't catch anyone"", ""I'm an untouchable gem"", '나를 느끼면 돼', '나를 잊지 마 나를 기억해', '시간이 지날수록 난 점점 지워져가', '나를 흔들어 나를 깨워줘', '다시 한번 네게 퍼져 너를 뒤덮여', '안아 줄게 내 품을 줄래 네 손을', '그렇게 천천히 순간을 기억할래', '짙어진 향기 덮어진 숨결', '몸에 퍼져 터져 나에게로 뒤덮여', ""I can't catch anyone"", ""I'm an untouchable gem Umm"", ""I can't catch anyone"", ""I'm an untouchable gem"", '나를 느끼면 돼']"
175,내가 살던 별의 밤,말랑자두,"['나의 별의 밤은 검은색이었어', '여긴 푸르구나 매일', '혹시 어젯밤 너의 꿈은', '나의 색깔이었니', '어딘가에 있을 네 존재만으로', '외로움은 사라지고', '두 눈을 감는 게 두려운 순간이 와도', '슬퍼하지 않길 늘 함께일 테니', '기억은 손끝부터 물이 들어', '감각을 타고 올라와', '어느새 심장을 축축하게 적셔 Ooh', '사실은 숨이 차게 두려워', '끝이 나야 한다는 사실도', '나를 붙잡은 네가', '버려진 행성에', '혼자인 줄 알았는데', '왜 너는 내 손을 잡고 있을까', '어떤 세상의 우리 모르는 사람으로', '스쳐 가기를 어떤 흔적도 없이', '남지 않은 다음번엔 조금 아프더라도', '영원히 사라지는 것은 없도록', '시간은 손 틈새로 쏟아지고', '다시는 돌아갈 수 없어', '그래도 목이 메이도록 부를게', '어떤 세상의 우리', '모르는 사람으로', '스쳐 가기를 어떤 흔적도 없이', '남지 않은 다음번엔', '조금 아프더라도', '별이 홀로 사라지지 않도록', '옆에 있어 줘', '다음 세상의 우리', '이렇게 아프지 않아도', '어떤 것도 사라지지 않는 곳에서', '다시 만나', '다시 만나']"
176,그리워하면서,제이투(J2),"['하루가 가고 한 달 일 년이 지나도', '비우지 못한 내 마음속에 네가 남아있어', '아무리 봐도 넌 보이지 않는 기억에 남아', '잊은 채로 널 그리워하잖아', '떠나가는 널 붙잡지도 못하고', '흐려지는 너의 뒷모습을 바라본다', '지워지질 않아', '자꾸만 생각나 멀어져 가는', '너의 모습 너의 기억까지도', '잊혀지질 않아 자꾸만 생각나', '밝게 웃던 너의 모습을 그리워하면서', '멀어져 가는 널 붙잡지도 못하고', '흐려지는 너의 뒷모습을 바라본다', '지워지질 않아', '자꾸만 생각나 멀어져 가는', '너의 모습 너의 기억까지도', '잊혀지질 않아 자꾸만 생각나', '밝게 웃던 너의 모습을 그리워하면서', '널 아무리 불러도 돌아오지 않는 너를', '이렇게 그리워할 거면', '붙잡을 걸 그랬나 봐', '지워지질 않아', '자꾸만 생각나 멀어져 가는', '너의 모습 너의 기억까지도', '잊혀지질 않아 자꾸만 생각나', '밝게 웃던 너의 모습을 그리워하면서']"
177,멋진 표현도 너와 같으리 (feat.유니혼),테크락,"['멋진 표현도 너와 같으리', '멋진 표현도 너와 같으리', '멋진 표현도 너와 같으리', '멋진 표현도 너와 같으리', '비가 내려 어제 처럼 오늘도', '빗소리는 시계처럼 흐르고', '바람소린 바다처럼 오늘도', '구름위에 풍선은 내 손을 잡고', '너와 나의 시간들을 갖고파', '그때로 돌아가 널 보고 싶어', '크레파스로 지우고 싶은 걸', '날 위로 해줘 그대가', '널 보고싶은데 어떻게 나', '지금이라도 보고 싶은데', '멋진 표현도 너와 같으리', '멋진 표현도 너와 같으리', '멋진 표현도 너와 같으리', '멋진 표현도 너와 같으리']"
178,추억을 새기다 (Feat. 여빈),카스폴,"['어느덧 일년이 지나갔네', '떠나간 너는오지를 않고', '지나간 니생각에 잠못이뤄', '그때참 행복했는데', '괜스레 니모습이 생각이나', '날보며 밝게웃는 환한미소', '딴모습 생각해도 기억안나', '웃는게 참 예뻤는데', '혹시 날 찾을까', '너의 집앞을 서성거렸어', '함께간 카페에 가보고', '혹시나 마주칠까봐', '어떻게 인사를할까', '연습도 해보고', '함께산 가방을 메보고', '멍하니 바라보다가', '그렇게 너를 기다리며', '추억을 다시 새겨본다', '혹시나 다른남자 생겼을까', '날 잊고 행복한걸까', '물어볼 용긴 없지만', '함께간 식당에 가보고', '혹시나 마주칠까봐', '어떻게 말을 건낼까', '대사를 써보고', '함께산 티를 입어보고', '멍하니 바라보다가', '그렇게 너를 기다리며', '추억을 다시 새겨본다', '함께간 카페에 가보고', '혹시나 마주칠까봐', '어떻게 인사를할까', '연습도 해보고', '함께산 가방을 메보고', '멍하니 바라보다가', '그렇게 너를 기다리며', '추억을 다시 새겨본다', '바라만보다', '너를그리며', '추억을새겨']"
179,너만 몰라,제희 (JHee),"['당당한 표정에 그렇지 못한 말투', '나도 모르게 입가에 미소가 번져', '한 숨 두 숨 채워지는 너의 햇살에', '그만 나 너를 좋아했었나', '무심한 말투에 그렇지 못한 행동', '너만 모르게 네 그림자를 가려', '올라가는 따뜻한 온도를 탓하며', '빨개져버린 얼굴을 감춰', '주위 사람들은 모두 다 아는데', '너만 모르고 있는거야 바보야', '날 보며 배시시 웃는 네 모습이', '그저 바라보기만 해도 좋다고', '아무렇지 않은척 할래도', '너무 모르는 널 보면 또 애가 타', '그저 네가 좋다고 이렇게 말하고 싶어', '아마 모를거야 이런 내 맘 넌 몰라', '무심한 말투에 그렇지 못한 행동', '너만 모르게 네 그림자를 가려', '올라가는 따뜻한 온도를 탓하며', '빨개져버린 얼굴을 감춰', '주위 사람들은 모두 다 아는데', '너만 모르고 있는거야 바보야', '날 보며 배시시 웃는 네 모습이', '그저 바라보기만 해도 좋다고', '아무렇지 않은척 할래도', '너무 모르는 널 보면 또 애가 타', '그저 네가 좋다고 이렇게 말하고 싶어', '아마 모를거야 이런 내 맘 넌 몰라', '햇빛이 좋은날엔 함께 걷고싶어', '선선한 날에는 따뜻한 차 한잔에', '이런 내 맘을 아는지 모르는지', '네 이모티콘은 항상 해맑기만해', '그냥 말해버릴까', '주위 사람들은 모두 다 아는데', '모르는 척 하는거니 이 바보야', '널 보며 실없이 웃는 내 모습이', '그저 바보같아 보이겠지만', '아무렇지 않은척 할래도', '너무 모르는 널 보면 또 애가타', '그저 네가 좋다고 이렇게 말하고 싶어', '너도 나와 같은 마음일까', '넌 어때']"
180,잊혀질 그에게 (Feat.이예담),김나영,"['언제쯤이면 난 그대를 잊고', '가끔 괜찮은 사랑 한 적 있었지 하며', '그런 사랑했지 하며', '너를 지워갈 수 있을까요 나는', '드물게 들려오는 네 소식에', '잠 못 이루는 나날들', '사랑했던 사람아', '너와의 미래를 버리지 못한 나는', '쓸쓸한 이 시간마저도', '사랑하고 있어요', '내 맘이 다른 사람에게는', '머물지 못해', '또다시 너를 찾고', '너는 내게 말하겠지', '예쁜 나날을 슬프지 않게 보내라고', '난 똑같이 흘러갈 시간들을', '네게 쓰고 싶다 말해요', '잡은 손을 놓았던 순간에도', '난 널 사랑해왔었다고', '사진 속 그대에게', '난 또 혼잣말을 하네요', '내 맘이 다른 사람에게는', '머물지 못해', '또다시 너를 찾고', '너는 내게 말하겠지', '예쁜 나날을 슬프지 않게 보내라고', '그댄 지난 기억을 서서히 덮어가겠죠', '나는 흐릿해진 기억조차', '놓지 않으려 애쓸 텐데', '내 맘이 다른 사람에게는', '머물지 못해', '또다시 너를 찾고', '너는 내게 말하겠지', '예쁜 나날을 슬프지 않게 보내라고', '우리 그냥 이렇게 흘러가자고']"
181,달에게,권혜정,"['온종일 새하얀 형광등 난 눈이 부셔', '컴퓨터 모니터 휴대폰 질세라 빛나', '이렇게 깜빡깜빡 또 하루가 가고', '집으로 가는 길 까만 하늘에', '한 걸음 내가 걸을 때', '한 걸음 발맞춰 걷는', '다정한 나의 길동무 네게 말할게', '긴 하루 끝에 지친 발걸음', '혼자 걸어갈 때', '늘 그 자리에 말없이', '함께 걸음을 걸어주는', '네가 있어 난 외롭지 않다고', '오늘도 난 좀 더 힘을 낸다고', '우리는 추운 밤 손을 잡을 수도 없고', '소소한 농담에', '함께 웃을 수도 없지만', '숨었다 찾았다 숨바꼭질도 하고', '몰래 까꿍하고 눈 맞추며', '한 걸음 내가 걸을 때', '한 걸음 발맞춰 걷는', '다정한 나의 길동무 네게 말할게', '긴 하루 끝에 지친 발걸음', '혼자 걸어갈 때', '늘 그 자리에 말없이', '함께 걸음을 걸어주는', '네가 있어 난 외롭지 않다고', '오늘도 난 좀 더 힘을 낸다고']"
