,제목,가수,가사
20,소녀에게,김진희,"['아주 어렸던 소녀는', '나의 엄마가 되었죠', '한 치 앞도 몰랐던', '새로운 인생이', '두렵진 않았나요', '모든 이 들이 낯설고', '힘들지 않으셨나요', '엄마도 엄마가', '처음이었을 텐데', '그랬을 텐데', '사랑한다는 말', '그 흔한 한마디도', '난 해주지 못해', '이제야 후회 합니다', '항상 미안해요', '언제나 고마워요', '그저 받기만 했던 사랑이', '다시 태어난다 해도', '나의 엄마가 되어줘', '세상에 하나뿐인', '내겐 둘도 없는 그대', '그댈 사랑합니다']"
21,야간항해,임유정,"['짐을 가볍게 챙겨', '뭐든 좋으니 몇 가지', '가장 소중한 걸로', '아무도 없는 그곳', '우리 둘만 있는 곳', '가자 미지의 섬으로', '떠나보자', '이 밤의 별을 엮어 만든', '배를 같이 띄워보자', '우리는 젊은 항해사', '어디든 나아갈 수 있어', '우리는 낭만 항해사', '무엇도 방해할 수 없어', '잠들지 못하는 밤은', '우리의 출항지', '우리의 출항지', '길을 잃어도 좋아', '알 수 없는 바다는', '조용하게 흐르네', '달빛이 빛나는', '깊고 푸른 파도에', '몸을 맡겨도 좋아', '떠나보자', '이 밤의 꿈을 엮어 만든', '배를 같이 띄워보자', '우리는 젊은 항해사', '어디든 나아갈 수 있어', '우리는 낭만 항해사', '무엇도 방해할 수 없어', '잠들지 못하는 밤은', '우리의 출항지', '우리의 출항지', '우리의 출항지', '우리의 출항지', '짙은 새벽이 지나면', '도착하게 될 거야', '사랑이 가득한 그곳으로']"
22,그대의 계절에 이름을 남깁니다.,김규민,"['바람이 불어와', '한차례 계절이 피고 짐을 알리고', '이내 사그라진다', '어디에 피었고 무엇에 졌는지', '알지 못할 계절이 그저 있었다 한다', '바람이 불어와', '잡히지도 않고 보이지도 않는데', '간지러움이 남아', '마음에 남았고 한 켠에 적혔다', '끝내 저문 계절이 분명 있었다 한다', '지나간 것은 되돌아오지 못하고', '그 빈자리만 공허하게 남아', '찰나로 있다 스치어 꿈결 같은데', '피었던 시간이 눈에 담겼다', '지나간 계절이 남긴 흔적과', '그 글귀 하나', '책 한 켠에 고이 엮어 두어', '이름을 남겨두고선', '있지 않음에 피워낼 때', '찰나는 영원이 되어 흐른다', '바람이 불어와', '한차례 계절이 피고 짐을 알리고', '이내 사그라진다', '마음에 남았고 한 켠에 적혔다', '끝내 저문 계절이 분명 있었다']"
23,꿈을 잃은 친구에게,화연,"['넌 내게 울며 말했지', '앞이 보이지 않는다고', '어두운 골목길을 헤매이듯', '방황하고 있다고', '모르는 사람들과 모르는 낯선 곳에서', '매일 흔들리듯 하루하루를', '버티고 견딘다고', '너 가난해도 좌절해도 꿈이 있다면', '그래도 살아야 할 이유있다면', '자 이제 일어나', '내가 너의 손 잡아줄께', '조금씩 천천히', '꿈을 향해 걸어가길 바래', '현실에 벽에 부딪쳐', '시련이 너를 덮쳐도', '이 어둠의 터널을 지나', '끝이 보이겠지', '그 때 네게 빛이 비춰지기를 친구여', '가난해도 좌절해도 꿈이 있다면', '네 안에 반짝이는 꿈이 있다면', '자 이제 일어나', '내가 너의 손 잡아줄께', '조금씩 천천히', '꿈을 향해 걸어가길 바래', '가난해도 좌절해도 꿈이 있다면', '네 안에 반짝이는 꿈이 있다면', '자 이제 일어나', '내가 너의 손 잡아줄께', '조금씩 천천히', '꿈을 향해 걸어가길 바래', '너의 길 가길 바랄께']"
24,엄마되어 엄마에게,김동현,"['바위 같은 파도를 안고', '부서져 흩어지는 물결을', '깊은 가슴으로 감싸 안으시고', '우우우우우', '잠잠하던 날에는', '깊은 밤 별들까지 품으시며', '꿈길을 열어 주셨지 우우우우우', '나리 꽃밭 병아리 떼 같던', '동기들 보송보송하던 얼굴', '이슬 같은 눈물로 씻기시고', '우리를 감싸 주셨네', '찬송으로 여시던 새벽', '둘러앉은 상 머리엔', '언제나 사랑 웃음 넘쳤지', '천둥도 온몸으로 덮어', '침묵해 하시며', '깊은 가슴으로 감싸 안으시고', '우우우우우', '아픈 자녀 기도로', '안위를 간구하시며', '건강을 살펴 주셨지 우우우우우', '나리 꽃밭 병아리 떼 같던', '동기들 보송보송하던 얼굴', '이슬 같은 눈물로 씻기시고', '우리를 감싸 주셨네', '찬송으로 여시던 새벽', '둘러앉은 상 머리엔', '언제나 사랑 웃음 넘쳤지', '나 엄마 되어서야', '알게 되는 엄마 마음', '언제나 사랑 웃음 넘쳤지']"
25,일렁,한용희,"['다른 사람 품에 네 모습', '익숙치 않아서', '젖은 소매 감추어', '달리 서툴렀던 내 마음', '익숙치 않아서', '웃는 낯만 비추어', '잊혀지겠어 무뎌지겠지', '손 꼽으며 지새우다', '잠시나마 마주잡고 일렁였던 그 때', '이렇게 멀리라도', '다른 사람 품에서라도', '등지고서 일렁이자', '우리 머뭇하던 잘 지내', '괜찮지 않아서', '싫은 걸음 늦추어', '잊혀질 때쯤 무뎌진 걸까', '더 꼽을 손도 남지 않아', '잠시나마 마주잡고 일렁였던 그 때', '이렇게 멀리라도', '다른 사람 품에서라도', '등지고서 일렁이다', '혹시 어떤 날에', '밤 하늘 약속이 혹 떠오르면', '그 날 그 자리 그곳에 그대로 나', '잠시나마 마주잡고 일렁였던 그 때', '이렇게 멀리라도', '다른 사람 품에서라도', '등지고서 일렁이자', '잠시나마 마주보며 일렁이자 그대', '이렇게 멀리라도', '우리 품이 아니더라도', '내 품이 아니라', '다른 사람 품에서라도', '등지고서 일렁이자']"
26,두번째 후회 (Feat. 김가영),임완재,"['너가 울며 떠나는 모습 그뒤에', '내가 있었다는 걸 느꼈을거야', '하지만 널 보낼 수밖에 없었어', '그것이 사랑이라 믿었으니까', '이젠 널 볼 수 없음을 알아', '가려해도 갈 수 없는 그곳이니까', '보내지 말았어야 했는데', '이렇게 내가 미워 볼 수가 없어', '고개들면 내 눈속에 맺혀있는', '너의 상을 지우지 못하고', '머리를 숙여 생각지 않으려해도', '자꾸만 떠오르는 너와의 추억', '이젠 잊을거야 널 위해 내사랑아', '그리고 아직 남아있는 나의 날들을 위해', '모든 걸 운명이라고 탓했지', '하루하루 무겁게 내리는 마음도', '돌릴 수 없는 아련한 시절이', '이제는 눈물속에 희미해져가네', '고개들면 내 눈속에 맺혀있는', '너의 상을 지우지 못하고', '머리를 숙여 생각지 않으려해도', '자꾸만 떠오르는 너와의 추억', '이젠 잊을거야 널 위해 내사랑아', '그리고 아직 남아있는 나의 날들을 위해']"
27,반딧불(이제나만바라봐) (feat.주니퍼),환해,"['늘곁에있어도 내것이아닌너', '내가다가갈수록 더힘겨워하는너', '하지만 잘알고있잖아', '널사랑하고있는날 언제까지', '더기다려야하는지', '이미떠나가버린 그사람때문에', '눈물흘리는 너를 더는볼수없는나', '이젠 그만모두 잊어요', '다시시작하는거야', '난충분히 더사랑할수있어', '하늘이널 내게 주려고 그사람을', '데려간거야 이제 나만바라봐', '사랑해널 세상누구보다', '그아픔까지 모두난 사랑할수있어', '하늘이널 내게 주려고 그사람을', '데려간거야 이제 나만바라봐', '사랑해널 세상누구보다', '그아픔까지 모두난 사랑할수있어', '오랜시간을 견뎌왔어 허어', '니옆에항상 내가 있었다는걸', '너도잘알잖아', '이제그만해 세상누구보다', '그아픔까지 모두 난 사랑할수있어', '하늘이널 내게 주려고 그사람을', '데려간거야 이제 나만바라봐', '사랑해널 세상누구보다', '그아픔까지 모두 난사랑할수있어']"
28,From짝꿍 (feat.신진영),다해,"['자꾸 웃음이 나 괜히 아침이면', '거울 앞에서도 생각나 널 좋아해', '난 매일 꿈에서도', '너를 찾아 보고싶어', '오늘밤도 너의 행복을 난 기도해', '넌 나에게 나보다 특별한 존재', '너의 걱정 고민이 내몫이면 좋겠어', 'You are my sunshine', 'you are my crush', '세상 예쁜말은 다 모두', '너에게만 주고싶어', '설레이는 바람품은 가을날을 기억해', '니가 더 높은 곳에 밝게 자리하길', '더 넓은 세상에서 맘껏 거닐다', '니가 편히 돌아올 집이 되어줄게', 'Only One 내사랑은 너 하나야', ""lookin' 4 love"", 'Jasmin 향길 품은 너에게', '그대로 love dive', '할수만 있다면 은하수도 너에게 줄게', '넌 내게 봄을 깨우는 빛 보다 눈부셔', '믿을 수 없이 너에게 푹빠진 걸', '내게 무슨 주문이라도 걸었니', 'You are my sunshine', 'you are my crush', '이젠 leave it to me', '내가 너의 가장 친한 best friend', '먼 곳에서 와 seoulite로 만난 우리', '그깟 시간은 좀 보내버리자', '그리고 웃으며 만나', '이젠 다 됐어라고 대답해', '불꽃처럼 뜨거웠던 여름날을 기억해', '니가 더 높은 곳에 밝게 자리하길', '더 넓은 세상에서 맘껏 거닐다', '니가 편히 돌아올 집이 되어줄게']"
29,네 슬픔이 붙들어,조재찬,"['떠나려는 나에게 니 슬픔이 다가와', '우리 함께 했던 시간들이', '그리워했던 나날들이', '가슴속으로 사무치며', '스쳐가듯 지나가네', '돌이켜보면 바람같던 세월속에', '항상 너는 그 자리에 늘 있어왔는데', '이별속에서 우린 서로 그리워했지', '떠나가도 지울 수 없는데', '언제나 너를 사랑했는데', '아무것도 해 줄게 없어', '날 만나 힘든 널 보는게 아팠어', '그래서 너를 놓았는데', '너는 잡고 있어서', '너의 슬픔이 나를 붙들어', '내 아픔도 너를 붙잡네', '너의 슬픔이 나의 아픔이 되고', '내 아픔이 너의 슬픔이 되네', '내 발걸음 끝에서 니 슬픔이 다가와', '우리 시린 가슴 감싸 안고', '나를 막고서 나를 잡고서', '돌아오라고 떠나가면', '안된다고 말을 하네', '뒤돌아보면 오랜 시간', '구름속을 떠돌듯이 흘러가도', '너를 잊지못해 늘 그리움속에', '살아왔어 지쳐가면서', '그 무엇도 널 대신할 수 없단 걸', '알면서 너를 사랑했는데', '아무것도 해 줄게 없어', '날 만나 힘든 널 보는게 아팠어', '그래서 너를 놓았는데', '너는 잡고 있어서', '너의 슬픔이 나를 붙들어', '내 아픔도 너를 붙잡네', '너의 슬픔이 나의 아픔이 되고', '내 아픔이 너의 슬픔이 되네', '너의 슬픔이 나를 붙들어', '내 아픔도 너를 붙잡네', '너의 슬픔이 나의 아픔이 되고', '내 아픔이 너의 슬픔이 되네']"
30,인연 되기,손석민,"['서로 다른 생각과', '마음 씀씀이', '그냥 지났쳤을지도', '모르는 순간', '모든 것들을 인내하고', '자라나고', '성숙한 생각을 가져 가면서', '우린 만났지', '내 기억 속에 너는', '그렇게 내 앞에 서있었지', '어쩌면 모든 것을', '맞춰가야 할지도', '모르는 인연 되기', '연습할 시간도 없이', '서로의 이기심을', '조금씩 내려가며', '퍼즐 맞추듯 완성해가는', '너와 나의 인연 되기', '운명처럼 우리는', '만났었고', '모든 성가신 밀고 당기기', '하나도 없이', '서로를 무조건 마음에', '담았었고', '망설임도 없이 서로를', '인연으로 만들었지', '내 기억 속에 우린', '그렇게 서로를 사랑했지', '어쩌면 모든 것을', '맞춰가야 할지도', '모르는 인연 되기', '연습할 시간도 없이', '서로의 이기심을', '조금씩 내려가며', '퍼즐 맞추듯 완성해가는', '너와 나의 인연 되기', '우리 이런 인연 됨을', '서로 후회 없이 어우르고', '아무 의심 가질 것도', '없이 모든 것이 사랑으로', '어쩌면 모든 것을', '맞춰가야 할지도', '모르는 인연 되기', '연습할 시간도 없이', '서로의 이기심을', '조금씩 내려가며', '퍼즐 맞추듯 완성해가는', '너와 나의 인연 되기']"
31,너에게 배워,리제(이지혜),"['익숙한 공간 불편한 말들', '따뜻한건 오늘 날씨뿐', '더 이상 내게 너의 햇살이', '포근하게 느껴지지가 않아', '이게 이유야 우리가 헤어지는', '이별이 별거 없지', '여기까지 이제 선을 넘지 말아 줘', 'Stay with me forever', '그 말은 없던 거야', '너 하나로 웃고 울던 많은 날들이었어', '고마워 다음엔 잘할 거야', '너에게 배워', '우리는 닮은게 참 많아서', '운명이라면 그건 너일 거라고', '내 어리석은 기대와 서툰 맘이 널', '내게서 멀게했지', '여기까지 이제 선을 넘지 말아 줘', 'Stay with me forever', '그 말은 없던거야', '너 하나로 웃고 울던 많은 날들이었어', '고마워 다음엔 잘할 거야', '넌 나를 사랑했지 내가 더 사랑했을뿐', '짙은 새벽 홀로 견딘 날들도', '너를 만나 참 고마웠어', '여기까지 이제 서로 잊기로 해', '못났던 말들도 지우기로 해', '너 하나로 버틸수 있었던 날들이었어', '너에게 배워']"
32,RACE,달리(DALIE),"['숨이 차올라 달리기엔', '조금은 버거운듯해', '너의 걸음이 너무 빨라', '이제 더 못 갈 것 같애', '내 손을 잡고선 같이 가자 하지만', '안될 것 같아 힘들 것 같아', '너의 방식이 너의 사랑이 너의 마음이', '너무나 넘쳐흘러서', '나를 잃어가는 것 같아', 'Oh stop no more', 'I don’t think I can do this anymore', 'I can’t do this anymore', 'Oh please that’s it', 'I don’t think it’s gonna work anymore', 'There is no we no more', '가끔은 너와 보내는 시간들이', '밀려버린 숙제 같아', '애써 해결하고 싶지 않아', '난 널 외면하고 있는가 봐', '억지로 웃고 있잖아', '서로를 놓지 못하고 선', 'Oh I don’t want you 도망가고 싶어', '우린 조금씩 하루 하루 더 한 발자국 씩', '계속 더 멀어지다가', '다른 길로 걸어가나 봐', 'Oh stop no more', 'I don’t think I can do this anymore', 'I can’t do this anymore', 'Oh please that’s it', 'I don’t think it’s gonna work anymore', 'There is no we no more', '결말을 알잖아', '우리 여기서 그만 벗어나는 건 어떨까', '왔던 길로 (왔던 길로)', '제자리로 (제자리로)', '다시 돌아가자', 'Oh stop no more', 'I don’t think I can do this anymore', 'I can’t do this anymore', 'Oh please that’s it', 'I don’t think It’s gonna work anymore', 'There is no we no more']"
33,그대 떠난뒤,Kio장기호,"['온종일 비가 온 날은', '하얀 얼굴로 그대를 만나리', '오랜 허물 모두 비우고', '그대를 내 맘에 담으리', '언젠가 그대와 나는', '비를 맞으며 이 길을 걸었지', '우리 서로 의지하면서', '한없이 이 길을 걸었지', '나 이제 외로움을 알아요', '그대 나를 떠난 뒤', '스쳐가는 지난 일들은', '비처럼 내 마음을 적시네', '나 지울 수 없는 지난 추억을', '이제 와 생각해 보네', '이 비를 맞으며 걷던 이 길을', '나 홀로 걸어가 보네', '그대 떠난 뒤', '나 이제 외로움을 알아요', '혼자라고 느낄 때', '스쳐가는 지난 일들은', '비처럼 내 마음을 적시네', '나 지울 수 없는 지난 추억을', '이제 와 생각해 보네', '이 비를 맞으며 걷던 이 길을', '나 홀로 걸어가 보네', '그대 떠난 뒤', '그대 떠난 뒤', '그대 떠난 뒤', '그대 떠난 뒤', '그대 떠난 뒤']"
34,너의 곁에,김연대,"['언젠가 너와의 처음을 떠올리면', '마냥 밝고 풋풋한 참 아이 같던 너', '생각이 나고', '또 언젠가 너의 집 앞 공원을 걸을 때면', '우린 언제나 함께 웃자던 너 생각나', '가끔 우울한 날에도 모두 다 괜찮을 거야', '어둔 밤이 지나고 아침이 오면', '잊혀질 순간일 뿐이니', '수많은 우리의 날', '하루가 선물 같아 소중했던', '돌아보면 모두 반짝인 날들', '지나갈 나의 유년 다 안아줄', '나의 너를 사랑해', '저 끝까지 나는 너의 곁에', '삶이 우릴 흔들 때도 늘 너의 편이 돼줄게', '어둔 밤이 지나고 아침이 오면', '잊혀질 찰나일 뿐이니', '수많은 우리의 날', '하루가 선물 같아 소중했던', '돌아보면 모두 반짝인 날들', '지나갈 나의 유년 다 안아줄', '나의 너를 사랑해', '저 끝까지 나는 너의 곁에']"
35,느낌표,김태훈,"['내게 남은 미련이란 게', '결코 잊지 못할 그리운 것들이야', '너에 대한 사랑 같은 건', '멈출 수가 없다는 말이야', '시간이 필요해 보이는 말들과', '저 빛나는 별처럼 반짝이는', '너를 내 맘에 담아두면은', '언젠가 우리 온 점 위에다', '세로선을 그을 때가 오겠지', '그런 때가 오겠지', '오겠지', '이제 내게 남은 거라곤', '받아들여야 한단 거야', '내가 채워 줄 수 있는 게', '아무것도 없다는 거야', '시간이 필요해 보이는 말들과', '저 빛나는 별처럼 반짝이는', '너를 내 맘에 담아두면은', '언젠가 우리 온 점 위에다', '세로선을 그을 때가 오겠지', '내가 채울만한 너의 외로움', '같은 거라도 하나 생겨난다면', '실낱같은 세로선을 아주 짧게라도', '그어볼 순 있진 않을까', '엉키지도 못할 다른 것이 아니라고', '나 믿는다면 그건 욕심일까', '욕심일까', '욕심일까', '저 빛나는 별처럼 반짝이는', '너를 내 맘에 담아두면은', '담아두면은', '담아두면은', '담아두면은', '담아두면은', '담아두면은', '담아두면은', '담아두면은', '담아두면은', '담아두면은', '담아두면은', '담아두면은', '담아두면은', '담아두면은', '담아두면은', '담아두면은', '언젠가 우리 온 점 위에다', '세로선을 그을 때가 오겠지', '담아두면은']"
36,Everyday (Feat. 프리든 (FR:EDEN)),빌리언 (Billion),"[""I'll take care of you everyday"", '네가 아프지 않게', '그러니 내 손을 꼭 잡아줄래', 'Will you take my hand', '그러니 넌 내 옆에 있어줄래', '내 모든 걸 너에게 보여줄게', '나도 사실 모자란 게 많지만', '하지만', '너의 곁에 있는 만큼 난 너와', '아무래도 아마 나도', '사랑인 것 같아', 'everyday', 'You always my love', 'Till morning into dawn', '아무래도 이게 사랑인가 봐', 'everyday', 'You always my love', 'So Stick by my side', '아무래도 이게 사랑인가 봐', '자연스레 내게 마음을 열어', '전부 알아봐 줬으면 해', '아마 다툴 일도 서로 바쁠 일도', '우린 겪겠지만 것조차 사랑해', '참 세상 뻔하단 낯부끄런 낱말', '사랑이라 하잖아', '너에겐 내가 난 네가 항상', 'everyday', 'You always my love', 'Till morning into dawn', '아무래도 이게 사랑인가 봐', 'everyday', 'You always my love', 'So Stick by my side', '아무래도 이게 사랑인가 봐']"
37,나만의 길(feat.히양),신주동,"['나는 강한사람이 아니에요', '단단한 사람도 아니에요', '그저 하루를', '열심히 살아가는 사람들 중에', '한사람 이에요', '나는 나만의 빛이 있고', '너는 너만의 빛이 있어', '힘들면 손을 빌려주고', '넘어지면 일으켜주고', '서로의 빛을 존중하자', '숨을 쉬고 소리를 내봐', '나를 찾을수 있게', '나는 멀리 있지 않아', '잠깐 돌아가고 있는거야', '세상은 그리 살기가', '싫지 않을거야', '작은 행복부터 찾아보자', '점점 마음을 쌓아보자', '숨을 쉬고 소리를 내봐', '나를 찾을수 있게', '나는 멀리 있지 않아', '잠깐 돌아가고 있는거야']"
38,전쟁은,큐한 (Q-Han),"['누군가에게는 목숨이고', '누군가에게는 돈이다', '누군가에게는 잠깐의 고집일 뿐이고', '누군가에게는 지옥이다', '누군가에게는 고통이고', '누군가에게는 기회다', '누군가에게는 몇 장의 사진일 뿐이고', '누군가에게는 잿더미다', '누군가에게는 조국이고', '누군가에게는 권력이다', '누군가에게는 신문의 논설일 뿐이고', '누군가에게는 죽음이다', '누군가에게는 가족이고', '누군가에게는 땅이다', '누군가에게는 일상의 잡담일 뿐이고', '누군가에게는 ‘피’다', '그 누군가에게는 믿을 수 없을 만큼', '무너지고 버려지는 것', '이제 두 눈을 감고 사람을 본다면', '그대와 다를 것 없네', '누군가에게는']"
39,작은 눈으로,더 브릿지 (The Bridge),"['키작은 어린아이였을 때', '세상을 품겠다던', '다짐을 기억하고 있어', '작은 눈으로 바라보았던', '험난한 세상속에서 사는 일', '하루하루가 고된 일상이지만', '그 속에 언젠가 가야할 길', '오늘도 나는 가야하는 운명이야', '나의 하루가 보잘 것 없어보여', '때론 비참하게 쓰러진대도 일어나', '다시 시작해 시간이 지나가면', '지난 날들 위로가 될거야', '당당하게 걸어가', '나의 하루가 보잘 것 없어보여', '때론 비참하게 쓰러진대도 일어나', '다시 시작해 시간이 지나가면', '지난 날들 위로가 될거야', '당당하게 걸어가']"
40,행복하자 우리 (feat. 태준),HanSoloRidin' (한솔로라이딩),"['처음 본 너의 표정', '좀 괜찮니', '우리 바람좀 쐴까', '말없이 걸어도 괜찮아', '해맑게 웃고 있는', '너의 가족사진', '빛 바랜 사진 들고', '무거운 한숨', '작은 소파에 앉아', '네가 늘 내게', '말해왔던 노랠 듣자', '잠시나마', '괜찮아지길 잠시라도', '곤히 잠든 니 얼굴', '아이같아', '예쁜 꿈만 꾸기를', '떠나지 않을 테니', '남들 보다 많이', '슬퍼해도', '유난스러운게 아니야', '그 사랑이', '너에게', '특별했던거지', '우리 행복하자', '아프지 않았으면', '우리 행복하자', '아프지 않았으면', '우리 행복하자', '아프지 않았으면', '우리 행복하자', '아프지 않았으면', '우리 행복하자', '아프지 않았으면', '우리 행복하자', '아프지 않았으면', '네가 자주 들었던', '그 노래 이젠', '너를 위해 불러줄게']"
41,"그대맘에 꽃을 (Feat. 김용기, 전한별)",0140,"['사랑하기에 짊어야 했던', '무거운 삶의 짐들', '나는 아직 어려서 바라볼 수밖에', '내가 할 수 있는 건', '그대에게 행복을 선물해 주는 것', '내가 할 수 있는 건', '그저 사랑을 가득 채우는 것', '그대 맘에 웃음꽃을 가득 피울래요', '어두운 밤이어도 괜찮아', '그대 맘에 예쁘게 색을 입혀줄게요', '사랑해요 많이 정말 많이', '사랑하기에 이겨야 했던', '어려운 삶의 날들', '철이 없는 나라서 바라기만 했네', '내가 할 수 있는 건', '그대에게 행복을 선물해 주는 것', '내가 할 수 있는 건', '그저 사랑을 가득 채우는 것', '그대 맘에 웃음꽃을 가득 피울래요', '어두운 밤이어도 괜찮아', '그대 맘에 예쁘게 색을 입혀줄게요', '사랑해요 많이 정말 많이', '세상을 선물해 준 그대', '이제 당신의 삶을 비출게요', '그대에게 아름다운 꽃을 피울게요', '그대 맘에 웃음꽃을 가득 피울래요', '어두운 밤이어도 괜찮아', '그대 맘에 예쁘게 색을 입혀줄게요', '고마워요 많이 정말 많이']"
