,가수,노래 제목,노래 가사
203,"더 리슨 (솔지, 김나영, 케이시(Kassy), 승희(오마이걸), HYNN(박혜원))",느린 이별,행복했던 나의 추억이 아직 내게 가지 말라고 한참 동안 서서 기다리네요 다시 되돌리지 못하는 너란 걸 너무 잘 알고 있죠 어떤 누구보다도 미처 말하지 못했던 말들은 이제는 변명으로 남아 누구보다 후회하고 있죠 아직도 거기 서 있어요 나는 잠시라도 뒤돌아서 나를 봐줄까 봐 그래요 아직 이별 중인 나예요 끝내 너를 잊지 못한 나예요 조금 느린 이별이라 아직도 너를 지우지 못한 채 여기 서 있죠 느린 이별 중인 나예요 점점 희미해질 때도 됐는데 여전히 진하게 남아서 숱한 밤을 지새우고 있죠 아직도 거기 서 있어요 나는 잠시라도 뒤돌아서 나를 봐 줄까 봐 그래요 아직 이별 중인 나예요 끝내 너를 잊지 못한 나예요 조금 느린 이별이라 아직도 너를 지우지 못한 채 여기 서 있죠 흘러내린 눈물 속에 우린 누구보다 행복해 보여서 이젠 어떻게도 할 수 없어 눈물은 계속 흘러나와 내겐 아직은 벅찬가 봐요 Uh 그래요 결국 못 잊을 것 같아요 나란 사람 여기까진가 봐요 아픈 이별이라 이 자리에서 한 걸음도 가지 못한 나예요 천천히 이렇게 또 그대가 떠난 그날부터 느린 이별 중인 나예요
204,"지아, 이현",비가 내려와,나는 아직 비가 오는 날이면 널 생각해 너는 좀 어때 우리 같이 아침을 기다리던 그 땔 기억해 너는 좀 어때 하지 말았어야 했었던 말로 상처받지 않을 것처럼 서로를 할퀴고 아파했던 우리 그렇게 헤어지고 나서 시간이 꽤 지난 지금의 넌 어때 뚝 뚝 뚝 넌 괜찮니 아직도 내가 밉니 네게 닿지 못할 말이 넘쳐 비가 오는 날엔 또 또 니 생각에 아직도 그 시절에 이렇게 살고 있는데 넌 좀 어때 밖에 비가 내려와 자꾸 너를 데려와 지금 넌 빗소릴 듣고 있을까 밖에 비가 내려와 자꾸 너를 데려와 지금 너도 혹시 날 생각할까 하지 말았어야 했었던 말로 서로를 안았던 가슴에 잔인하게 아픔만 준 우리 그렇게 헤어지고 나서 시간이 꽤 지난 지금의 넌 어때 뚝 뚝 뚝 넌 괜찮니 아직도 내가 밉니 네게 닿지 못할 말이 넘쳐 비가 오는 날엔 또 또 니 생각에 아직도 그 시절에 이렇게 살고 있는데 넌 좀 어때 밖에 비가 내려와 자꾸 너를 데려와 지금 넌 빗소릴 듣고 있을까 밖에 비가 내려와 자꾸 너를 데려와 지금 너도 혹시 날 생각할까 밖에 비가 내려와 자꾸 너를 데려와 지금 넌 빗소릴 듣고 있을까 밖에 비가 내려와 자꾸 너를 데려와 지금 너도 혹시 날 생각할까
205,선우정아,휘파람 (입술위에 츄~ 내노래에 츄~ 레드마우스),넌 너무 아름다워 널 잊을 수가 없어 그 눈빛이 아직 나를 이렇게 설레게 해 Boom Boom 24 365 오직 너와 같이 하고파 낮에도 이 밤에도 이렇게 너를 원해 모든 남자들이 날 매일 check out 대부분이 날 가질 수 있다 착각 절대 많은 걸 원치 않아 맘을 원해 난 넌 심장을 도려내 보여 봐 아주 씩씩하게 때론 Chic Chic 하게 So hot So hot 내가 어쩔 줄 모르게 해 나지막이 불러줘 내 귓가에 도는 휘파람처럼 이대로 지나치지 마요 너도 나처럼 날 잊을 수가 없다면 널 향한 이 마음은 Fire 내 심장이 빠르게 뛰잖아 점점 가까이 들리잖아 휘파람 휘파람파람파람 Can you hear that 휘 파라파라 파라밤 휘파람 휘파람파람파람 Can you hear that 휘 파라파라 파라밤 아무 말 하지 마 Just whistle to my heart 그 소리가 지금 나를 이렇게 설레게 해 Boom Boom 생각은 지루해 느낌이 쉿 Every day All day 내 곁에만 있어 줘 Zoom Zoom 이대로 지나치지 마요 너도 나처럼 날 잊을 수가 없다면 널 향한 이 마음은 Fire 내 심장이 빠르게 뛰잖아 점점 가까이 들리잖아 휘파람 휘파람파람파람 Can you hear that 휘 파라파라 파라밤 휘파람 휘파람파람파람 Can you hear that 휘 파라파라 파라밤 바람처럼 스쳐가는 흔한 인연이 아니길 많은 말은 필요 없어 지금 너의 곁에 나를 데려가 줘 휘파람 휘파람파람파람 Can you hear that 휘 파라파라 파라밤 휘파람 휘파람파람파람 Can you hear that 휘파람 휘 파라파라 파라밤
206,먼데이 키즈 (Monday Kiz),부르고 불러도,순간 너란 걸 알았어 내겐 부족했던 단 하나 아무 일 없는 듯 나 잘해 왔는데 미련 했었나봐 한참 힘들게 버티고 너를 잊었다 믿었지만 이제껏 숨쉬고 나 살아 온 이유 그건 바로 너였나봐 너 뿐인데 난 그 뿐인데 목놓아 울어 보고 소리쳐 불러 봐도 돌아 오지 않는 메아리 너의 이름인데 사랑했던 그 기억들도 니 몸에 파고드는 너의 그 숨소리도 하나 같이 넌 내안에 남아 있는걸 느꼈어 너를 지우려 했어도 달라 지는건 하나 뿐야 조금씩 천천히 내 눈물만 늘어 이젠 웃을 수 없나봐 너 뿐인데 난 그 뿐인데 목놓아 울어 보고 소리쳐 불러 봐도 돌아오지 않는 메아리 너의 이름인데 사랑했던 그 기억들도 니 몸에 파고드는 너의 그 숨소리도 하나같이 넌 내안에 남아 있는걸 느꼈어 한걸음 조차 옮기지 못한 채로 내 몸이 굳어도 괜찮아  기다리고 또 기다릴께 내눈에 차오르는 눈물도 삼켜 내고 가슴으로 우는 내곁에 돌아 올 때까지 미련하게 널 사랑할께 너 없이 살아가는 방법도 모르니까 혹시라도 날 또 다시 사랑할지도 모르니
207,"한석규, 이제훈",행복을 주는 사람,내가 가는 길이 험하고 멀지라도 그대 함께 간다면 좋겠네 우리 가는 길에 아침 햇살 비치면 행복하다고 말해주겠네 이리저리 둘러봐도 제일 좋은 건 그대와 함께 있는 것 그대 내게 행복을 주는 사람 내가 가는 길이 험하고 멀지라도 그대 내게 행복을 주는 사람 그대 내게 행복을 주는 사람 내가 가는 길이 험하고 멀지라도 그대 내게 행복을 주는 사람 그대 때론 지루하고 외로운 길이라도 그대 함께 간다면 좋겠네 때론 즐거움에 웃음짓는 나날이어서 행복하다고 말해주겠네 이리저리 둘러봐도 제일 좋은 건 그대와 함께 있는 것 그대 내게 행복을 주는 사람 내가 가는 길이 험하고 멀지라도 그대 내게 행복을 주는 사람 그대 내게 행복을 주는 사람 내가 가는 길이 험하고 멀지라도 그대 내게 행복을 주는 사람 그대 내게 행복을 주는 사람 내가 가는 길이 험하고 멀지라도 그대 내게 행복을 주는 사람
208,마크툽 (MAKTUB),너에게 닿기를,그런가 봐 아직은 아닌가 봐 너무 멀리 있는 너에게 닿질 않아 지켜볼 수 밖에 없어서 애써 어르고 달래 봤던 나의 맘은 어느새 너만 원해 바람이 날 너에게 데려가네 사랑 그 사랑이 아픈 줄도 모르고 지친 너에게 모자랐던 내게는 더 많이 아팠던 그때처럼 널 눈빛 속에 담는다 미련스런 고집이 날 막아서 모두 알면서도 어쩔 수가 없나 봐 지켜 보는 것뿐이라서 텅 빈 가슴을 버려봐도 나의 맘은 어느새 너만 원해 바람이 날 너에게 데려가네 사랑 그 사랑이 아픈 줄도 모르고 지친 너에게 모자랐던 내게는 더 많이 아팠던 그때처럼 널 눈빛 속에 담는다 모든 순간들 속에 네가 없음 안돼 너를 놓지 않으려 해 헛된 바램일지라도 바람이 날 너에게 데려가네 사랑 그 사랑이 아픈 줄도 모르고 그런 너에게 달아나도 아직은 아니라고 해도 습관처럼 널 눈빛 속에 담는다 습관처럼 내 눈빛 속에 그린다
209,소수빈,쉿,쉿 조용한 너의 속삭임 쉿 눈이 마주치면 웃어 우리 둘만의 비밀 말할 수 없는 느낌 함께라면 어디든지 다 좋아 내가 부른 노래로 네가 흘린 눈물들 모두 닦아 불러 줄게 뚝 그쳐 우리 둘만의 비밀 말할 수 없는 느낌 함께 라면 어디든지 다 좋아 내가 부른 노래로 네가 흘린 눈물들 뒤에 활짝 웃음 필 거야 활짝 미소 지을 거야 메마른 땅에 내린 비처럼 내 마음속에 너가 필요한 사람 내가 부른 노래로 네가 흘린 눈물들 뒤에 활짝 웃음 필 거야
210,잔나비 최정훈,사랑 그 쓸쓸함에 대하여 (생강이 있어 없어? 진저맨),다시 또 누군가를 만나서 사랑을 하게 될 수 있을까 그럴 수는 없을 것 같아 도무지 알 수 없는 한가지 사람을 사랑하게 되는 일 참 쓸쓸한 일인 것 같아 사랑이 끝나고 난 뒤에는 이 세상도 끝나고 날 위해 빛나던 모든 것도 그 빛을 잃어버려 누구나 사는 동안에 한 번 잊지 못할 사람을 만나고 잊지 못할 이별도 하지 도무지 알 수 없는 한가지 사람을 사랑한다는 그 일 참 쓸쓸한 일인 것 같아 사랑이 끝나고 난 뒤에는 이 세상도 끝나고 날 위해 빛나던 모든 것도 그 빛을 잃어버려 누구나 사는 동안에 한 번 잊지 못할 사람을 만나고 잊지 못할 이별도 하지 도무지 알 수 없는 한 가지 사람을 사랑한다는 그 일 참 쓸쓸한 일인 것 같아
211,신지훈,밤의 창가에서,밤의 창가에서 삶의 의미를 찾다 슬그머니 들어온 바람이 넌지시 다독여주네 그러지 않았더라면 하는 자책 속의 밤들 다시는 되감을 수 없는 시간이 깊은 밤에 더 선명해지네 내 방 한켠에 별빛이 들어와 그리움으로 쌓여갑니다 난 잊으려 애쓴 줄 알았는데 되려 밤하늘에 새겼나봐요 오늘도 여전히 난 사랑한 모든 걸 기억하고 애원하여도 져가는 하루에게 나는 잊혀져 가는가 내 방 한켠에 별빛이 들어와 그리움으로 쌓여갑니다 난 잊으려 애쓴 줄 알았는데 되려 밤하늘에 새겼나봐요 온 세상이 밤의 기차처럼 한껏 찬바람을 일으키며 날 떠나가요 그 여정을 함께했던 옛사랑 떠올라 그저 시린 눈을 감습니다
212,김태영,오랜 방황의 끝,그대 두 손을 잡고 고개를 숙인채로 나를 용서해달라면서 난 많이 울었지 나의 긴 방황 끝에 결국 내가 찾은건 아직도 날 기다리고 있는 그대였었어 알아 그 동안 많이 들었어 그대가 나땜에 무척 힘들어 했었다는 걸 알아 순간의 나의 잘못이 얼마나 많은 상처로 그대를 괴롭혔는지 이젠 되돌려줄께 못다한 내 사랑이 오직 나 하나만 믿고 기다린 그대에게 내 모든 걸 다바쳐 나의 사랑속에서 이젠 그댈 편히 쉬게 할꺼야 그대 내 손을 잡고 날 감싸주면서 돌아왔으면 됐다면서 날 위로했지 수척해진 얼굴로 미소를 띄운채 내 두눈에 고인 눈물을 닦아주었지 알아 그 동안 많이 들었어 그대가 나땜에 무척 힘들어 했었다는 걸 알아 순간의 나의 잘못이 얼마나 많은 상처로 그대를 괴롭혔는지 이젠 되돌려줄께 못다한 내 사랑을 오직 나 하나만 믿고 기다린 그대에게 내 모든 걸 다바쳐 나의 사랑속에서 이젠 그댈 편히 쉬게 할꺼야 이젠 되돌려줄께 못다한 내 사랑을 오직 나 하나만 믿고 기다린 그대에게 내 모든 걸 다바쳐 나의 사랑속에서 이젠 그댈 편히 쉬게 할꺼야
213,이수영,빚,하루하루 변해가는 거울속 나의 모습 만일 지금 나를 봐도 넌 사랑해줄까 다들 그랬어 사랑은 사랑으로만 잊혀지고 여자에겐 지금의 사랑만이 첫사랑인거라고 하지만 나에게 사랑은 하난데 아직 가슴에 남았는데 또 다른 인연이 올수록 니가 더 보고 싶어 한없이 너에게 받았던 그 사랑 나는 주지도 못했잖아 그때에 너에게 진 빚을 제발 나 갚게 해줘 다들 그랬어 세월은 모든 상처를 잊게 하고 늘 여자는 지난날 추억보단 사랑으로 산다고 하지만 나에게 사랑은 하난데 아직 가슴에 남았는데 또다른 인연이 올수록 니가 더 보고싶어 한없이 너에게 받았던 그 사랑 나는 주지도 못했잖아 그때에 너에게 진 빚을 제발 나 갚게 해줘 하루만이라도 한번만이라도 그때로 돌아가 너와 나 함께 할 수 있다면 그렇게 허락된 하루라면 내일이 나에겐 없다해도 웃으며 눈 감을게
214,강수지,흩어진 나날들,아무일 없이 흔들리듯 거리를 서성이지 우연히 널 만날 수 있을까 견딜 수가 없는 날 붙들고 울고 싶어 어두운 마음에 불을 켠 듯한 이름 하나 이젠 무너져 버린거야 힘겨운 나날들 그래 이제 우리는 스치고 지나가는 사람들처럼 그렇게 모른 채 살아가야지 아무런 상관없는 그런 사람들에겐 이별이란 없을 테니까 어두운 마음에 불을 켠 듯한 이름 하나 이젠 무너져 버린거야 힘겨운 나날들 그래 이제 우리는 스치고 지나가는 사람들처럼 그렇게 모른 채 살아가야지 아무런 상관없는 그런 사람들에겐 이별이란 없을 테니까 그래 이제 우리는 스치고 지나가는 사람들처럼 그렇게 모른 채 살아가야지 아무런 상관없는 그런 사람들에겐 이별이란 없을 테니까
215,이수영,이런 여자,니가 미워 니가 싫어 다 귀찮아 이젠 사랑한다는 말 더는 못하겠어 미안한데 부탁인데 우리 헤어지자 날 행복하게 해주는 사람 있어 우연히라도 우연히라도 마주친다 해도 모르는 사람처럼 그냥 스쳐 지나가줘 나는 이런 여자야 참 못된 여자야 차라리 날 욕해 미워해 왜 붙잡으려 해 난 이런 니가 이래서 니가 미워 정말 더 싫어 끝까지 날 울려서  우연히라도 우연히라도 내 생각이 나도 널 떠나던 나처럼 깨끗히 날 지워줘 나는 이런 여자야 참 못된 여자야 차라리 날 욕해 미워해 왜 붙잡으려 해 난 이런 니가 이래서 니가 미워 정말 더 싫어 얼마나 더 독하게 해야하니 나 같은게 왜 좋아 지겹지도 않아 투정에 고집에 이렇게 널 버리려 하잖아 미안해 내 맘 다칠까봐 돌아서 울던 널 이토록 아프게 해서 니 가슴을 뜯은 죄 그 벌 다 받을게 어쩌면 죽어도 죽어도 못 갚겠지만 미안해
216,EXO,"December, 2014 (The Winter's Tale)",거리에 하나 둘 늘어가는 불빛처럼 다가온 하얀 겨울 Woo 참 좋았던 계절 지나 때론 지쳤던 계절 지나 그리운 너를 만나 깊숙이 넣어뒀던 상자 조심스레 열어 지난 겨울 만든 우리의 추억 꺼내 밤새도록 반짝인 불빛에 살며시 웃음을 지으며 나무 그 아래 아무도 몰래 내 맘을 숨기고 네 손을 잡아 지구 몇 바퀴쯤 돌아 다시 너를 만나 나를 따스하게 안아준 너 하나 너를 닮은 하얀 눈이 내려 더 포근하게 쌓여 더는 시린 겨울 눈 녹듯 사라져 Ah baby 서리 낀 창문 틈 너머로 비치는 번져가는 불빛 그리고 너의 미소 또 하나의 추억이 소복이 쌓여가 이번 겨울 만큼 더욱 특별해진 Christmas Tree 긴 겨울이 가고 하나씩 불이 꺼져도 밤 인 듯 어둠 찾아와도 난 상관없어 네 미소가 선명해 지구 몇 바퀴쯤 돌아 다시 너를 만나 나를 따스하게 안아준 너 하나 너를 닮은 하얀 눈이 내려 더 포근하게 쌓여 더는 시린 겨울 눈 녹듯 사라져 너는 하늘에서 내려온 듯 빛나 저기 멀리 어둠 속 그림처럼 머리 위로 떨어진 별 하나 시간 지나 다시 계절 흘러도 우리 계속 이렇게 변하지 않기를 끝나지 않기를 소원을 빌어봐 지구 몇 바퀴쯤 돌아 다시 너를 만나 나를 따스하게 안아준 너 하나 너를 닮은 하얀 눈이 내려 더 포근하게 쌓여 더는 시린 겨울 눈 녹듯 사라져 지구 몇 바퀴쯤 돌아 다시 너를 만나 나를 따스하게 안아준 너 하나 너를 닮은 하얀 눈이 내려 더 포근하게 쌓여 더는 시린 겨울 눈 녹듯 사라져
217,핑클 (Fin.K.L),Waiting For You,넌 항상 신경쓰고 있지만 니 마음 모두 알고 있어 아직 그녀를 잊지 못한 사랑에 넌 힘들어 한다는걸 멍한 너의 눈빛 볼때면 슬퍼지는 나를 아니 너의 눈 속에 그녀 생각 뿐인걸 난 알면서 감출뿐야 becouse of falling for you there`s nothing else i can do becouse of falling for you for you still waiting for you 나만을 사랑한단 너의 말 거짓인 걸 알고있어 그냥 나에게 상처주기 싫었던 네 미안한 위로인걸 언젠가 취한밤 나에게 전화를 걸어 자꾸만 그녀 이름 부르던 너였지 그래도 너를 미워 할 수가 없었나봐 가질수 없는 사랑 그 맘을 알기에 이해해 하지만 기다릴게 내사랑 알 때까지 언젠가 니 맘속에 나 있을 그날까지 네가 원하는 그 사랑 내가 아니란 걸 알지만 너를 사랑해 그저 바라보고 있을뿐야 언젠가 취한밤 나에게 전화를 걸어 자꾸만 그녀 이름 부르던 너였지 그래도 너를 미워할 수가 없었나봐 가질 수 없는 사랑 그 맘을 알기에 이해해 becouse of falling for you there`s nothing else i can do becouse of falling for you for you still waiting for you becouse of falling for you there`s nothing else i can do becouse of falling for you
218,서후,내가 아는 그대,긴 꿈에서 깬 아침에 예전처럼 그대가 와 있겠죠 오늘은 그대 없네요 내일 오려고 그러나봐요  늘 내가 외로울까봐 혼자두면 보고싶어 할까봐 하루도 멀리 못가던 그대잖아요 돌아오겠죠  날 떠나간다고 다신 안올거라고 그대 거짓말 믿지 않아요  난 울지 않아요 그럴일은 없겠죠 내가 울면 항상 더 아파한 그대니까요 떠나는건 귀한 사랑 내게 알게 하려고 내게로 아주 오려고 다니러 갔죠  난 그대에게 언제나 우- 사랑 받기만 했나봐요 그래도 후회 안해요 사랑할시간 많이 있겠죠  나 싫어졌다고 이젠 끝인거라고 괜히 놀리는 거짓말이죠  난 울지않아요 그럴일은 없겠죠 내가울면 항상 더 아파한 그대니까요 떠나는건 귀한 사랑 내게 알게 하려고 내게로 아주 오려고 다니러 갔죠  착하게 기다린다면 서둘러와 안아줄거죠 그대여-  날 잊지말아요 그럴일은 없겠죠 단 한번도 나를 울게 한적 없었잖아요 너무 오래 나를 혼자두진 않을거란걸 믿어요 나의 그대는 그럴리 없죠  우 내가 아는 그대는 -
219,채은옥,빗물,조용히 비가 내리네 추억을 말해주듯이 이렇게 비가 내리면 그날이 생각이 나네 옷깃을 세워주면서 우산을 받쳐준 사람 오늘도 잊지 못하고 빗속을 혼자서 가네 어디에선가 나를 부르며 다가오고 있는 것 같아 돌아보며는 아무도 없고 쓸쓸하게 내리는 빗물 빗물 조용히 비가 내리네 추억을 말해주듯이 이렇게 비가 내리면 그 날이 생각이 나네  어디에선가 나를 부르며 다가오고 있는 것 같아 돌아보며는 아무도 없고 쓸쓸하게 내리는 빗물 빗물 조용히 비가 내리네 추억을 말해주듯이 이렇게 비가 내리면 그 사람 생각이 나네
220,엠씨더맥스 (M.C the MAX),눈물,마지못해 살던 하루가 또 일년이되고 또 너 하나만 가슴에 가득 안은채  말라버린 눈물 또 다시 너로 채우고 또 다시 채운 눈물에 너를 지워 내  난 다 잊었다고 널 다 잊었다고 다른 사람 찾아 너를 미워하려 했지만  너를 보는 나의 슬픈 두눈이 눈물 한방울 한방울 너를 닮고 마음 약한 나의 아픈 가슴이 너 하나만 너 하나만 담고 살아가나봐  마지못해 웃는 하늘에 또 비가 내리고 다 비워버린 내 안에 눈물 채우고  기억하기 싫은 그 날을 어제 일처럼 또 흘러내린 기억에 너를 그리네  널 미워하려고 또 지워내려고 다른 이름 애써 내 안에 새기려 했지만  너를 보는 나의 슬픈 두눈이 눈물 한방울 한방울 너를 닮고 마음 약한 나의 아픈 가슴이 너 하나만 너 하나만 안고 살아가나봐  널 미워하려고 또 지워내려고 다른 이름 애써 내 안에 새기려 했지만  너를 보는 나의 슬픈 두눈이 눈물 한방울 한방울 너를 닮고 마음 약한 나의 처진 입가에 니 이름만 그 이름만 다시 되뇌이나봐  마음 약해 지지 않으려해도 돌아서면 또 한숨이 날 흐르고 마음 약해지는 내가 싫어도 너 하나만 누구보다 바라고 또 바라네
221,강인한,거짓말,세상엔 안되는게 있다죠 한 사람 사랑하는 마음과 미워하는 마음 깊이 숨길 순 없나봐요  그대가 지금 다가오네요 난 그저 외면하려 하네요 내 마음은 이미 그대 안에 있는데  많이 모자란 내게 넘치는 사랑을 주고  어설픈 나의 농담에 너무 큰 소리로 웃어주네요  그대 잠시 쉬어가도 되요 그대 그냥 스쳐가도 되요  지금 그대의 그 자린 항상 비였었기에 난 괜찮아요  많이 모자란 내게 넘치는 사랑을 주고  어설픈 나의 농담에 너무 큰 소리로 웃어주네요  그대 잠시 쉬어가도 되요 그대 그냥 스쳐가도 되요  지금 그대의 그 자린 항상 비였었기에 난 괜찮아요  그래요 나는 거짓말을하네요 그대없이 난 ..  그대 잠시 쉬어가지 말아요 그대 그냥 스쳐가지 말아요  지금 그대의 그자릴 비우지 말아줘요 언제까지나  세상엔 너무 힘든게 있죠 한 사람 깊이 사랑 할 수록 날 위해서 항상 이별을 준비해야 한다는걸
222,별,눈물샘,안녕 만날 땐 아름다운 말 우리 사랑이 시작되는 말 안녕 헤어질 때는 슬픈 말 무책임하게 끝맺는 말 참 나쁜 사람 넌 참 잔인한 사람 또 누굴 안을 수도 없게 해  아파 행복했던 날만큼 아파 참으려 해도 막으려고 해도 니가 날 흘러 나의 눈물샘엔 니가 사나봐 내 가슴 타고 다시 날 울리나봐  사랑 니 곁에선 눈부신 말 나 혼자선 눈물 나는 말 참 미운데도 넌 참 보고픈 사람 또 누굴 안을 수도 없게 해  아파 행복했던 날만큼 아파 참으려 해도 막으려고 해도 니가 날 흘러 나의 눈물샘엔 니가 사나봐 내 가슴 타고 다시 날 울리나봐  왜 사랑이 내게만 남겨진거니 더 많이 사랑한 사람만 왜 아프니 더 아픈 줄 알면서 못 올 줄 알면서 기다리니  돌아서도 다시 돌아서잖아 훔쳐도 이내 닦아내도 가슴에 맺힌 이름 나의 그리움엔 니가 사나봐 오늘도 내겐 이별보다 사랑이 쉬워 미워도 널 사랑해
223,마이 앤트 메리,우리 사랑하지만 (Feat. 지선),"닫혀있던 내 마음,차가웠던 내 마음 그댈 향해 열리고, 멈춰버린 나의 심장 전체는 점점 심하게 뛰어와. 꿈속의 키스, 깨고 나면 슬픔만 남아, 널 그리고 그릴수록 나를 울리는 너무 두려운 이 말. 나 그대를 사랑해. 알수없는 이 마음 터질듯한 이 마음 거짓말로 감춰도 뜨거워진 나의 가슴속에서 온통 그대로 가득해. 깊숙히 패인 상처뿐인 너의 가슴은 널 바라면 바랄수록 차마 아프란 말도 하지 못한채 네 등뒤로 눈물만  꿈속의 키스, 깨고나면 슬픔만 남아 널 그리고 그릴수록 나를 울리는 너무 두려운 이 말 나 그대를 사랑해. 미안하다는 이 말 고맙다는 이 말 사랑 한단 이말도... 가슴속에 묻고 너의 앞에서 그저 멋쩍은 웃음만 너를 사랑하지만.. 우리 사랑하지만......"
224,브라운 아이드 소울,폭풍속의 주 (The Lord In The Storm) (Feat. Heritage),잔잔하던 내 바다 거센 바람 불어와 지친 내 몸을 흔드네 고요하던 내맘은 쓸쓸한 밤 홀로 헤메이고 거센 파도 나를 덮쳐도 오직 주님만 바라봅니다 if you wanna go if you wanna know you gatta find the real light 내 모든걸 아시는 주님 모든 짐을 주께 맡기네 이끄소서 만왕의 주 날 붙드소서 전능의 주여 잡으소서 생명의 주 날 건지소서 폭풍 걷히고 비추리라  작고 약한 나의 맘 오늘도 안으시는 내겐 한없는 그 사랑 메마른 가지처럼 한 없이 지쳐만 가던 삶에 빛이 되신 주님 오셔서 상한 나의 맘 감싸주시네 if you wanna go if you wanna know you gatta find the real light 내 모든걸 받으신 주님 폭풍 속에 구원 되시네 이끄소서 만왕의 주 날 붙드소서 전능의 주여 잡으소서 생명의 주 날 건지소서 폭풍 걷히고 비추리라 나 이제 주의 이름 높여 노래하리 you know I may just fall again but I believe I can do it everything Gonna walk with you my Jesus stay with me with me Pour rain on me greatest of all Down on my knees I pray to you Lord Love is so real feel it so strong Lord in the rain storm shining upon me Pour rain on me greatest of all Down on my knees I pray to you Lord Love is so real feel it so strong Lord in the rain storm shining upon me down on my knees Down on my knees I get Down on my knees Down on my knees Down on my knees Thangk you love I pray again I pray again to you Lord Down on my knees your name above all
225,이선희,청춘,어떻게 여길 온 건지 세월이 유수 같다더니 그러네 정말 빨리 가는구나 고운 모습이 사진에 담겨져 있다 풋풋한 웃음을 안고 청춘 노랠 불러본다 겁 없이 뛰어 들어도 웃던 어리던 날들 봄과 여름 사이 어디쯤에 있을 아 아 그 시절 노래 부른다 청춘 노랠 불러본다 아낌없이 태워도 좋던 시절을 본다 혼돈과 열정 사이 어디쯤 이였을 청춘 눈부신 그날들 어쩌다 어른이 되고 그렇게 사랑을 하고 자연스레 내 가정을 갖고 애들 키우며 정신없이 지내다 어느새 오늘이 됐네 청춘 노랠 불러본다 철없이 부푼 꿈 가득하던 시절을 본다 봄과 여름 사이 어디쯤에 있을 아 아 그 시절 노래 부른다 사랑 노랠 불러본다 보석처럼 빛나던 나의 꽃다운 날들 혼돈과 열정 사이 어디쯤 이었을 청춘 노랠 불러본다
226,씨야,슬픈 발걸음,울어요 한 방울씩 한 방울씩 추억을 흘리며 아직도 내게 묻어있는 그리움이 눈물따라 떠날까 봐 한없이 걸어요 한 걸음씩 한 걸음씩 슬픔을 밟으며 내게는 아프기만했던 세상에서 이대로 나 멀어질 수 있다면 어디로든 가고싶어 그대가 기억나지 않는 곳으로 이 구두에 날 맡기며 상처도 눈물도 없는 곳에 혹시 날 데려다 줄까 떠나요 잊으려고 지우려고 나조차 버리며 초라한 내 모습이 싫어 슬프도록 높디 높은 구두를 신고 더는 사랑에 속지 않아 울지 않아 내게 사랑은 그댈 끝으로 다신 없을테니 어디로든 가고싶어 그대가 기억나지 않는 곳으로 이 구두에 날 맡기며 상처도 눈물도 없는 곳에 혹시 날 데려다 줄까 떠나요 안녕이라 행복하라 인사도 못하고 서러운 내 눈물을 닮아 슬프도록 반짝이는 구두를 신고
227,양다일,너만 너만 너만,아무렇지 않은 얼굴로 아닌척해 보려고 해도 커져버린 맘 숨길 수 없어 불어오는 시린 바람도 그저 위로받던 하루하루도 it’s a beautiful it’s a beautiful 너만 너만 너만 너만 너 하나만 바래서 If i feel alright if I feel alright 네가 나의 곁에 있기 때문이야 네가 나를 살게 하기 때문이야 If I feel alone If I feel alone 그대란 위로 하나 때문인걸 I feel live I feel love With you 애써 참아보려고 해도 참아지지 않는 감정은 어떻게 해도 숨길 수 없어 밤 하늘에 별이 빛나듯 너를 향한 나의 맘은 빛이나 It’s a beautiful It’s a beautiful 너만 너만 너만 너만 너 하나만 바래서 If i feel alright if I feel alright 네가 나의 곁에 있기 때문이야 네가 나를 살게 하기 때문이야 If I feel alone If I feel alone 그대란 그 위로 하나 때문인걸 I feel live 슬픈 날들이 찾아와도 때론 시련이 다가와도 너와 함께면 두 사람이라면 다 이겨낼 수 있을 거야 매일매일이 행복하게 너의 미소가 지켜지게 나 너의 곁에서 늘 항상 있을게 너를 웃게 할 수 있다면 If i feel alright if I feel alright 내가 너를 바라보기 때문이야 내가 너와 함께 있기 때문이야 If I feel alone If I feel alone 날 떠날 거란 생각 하나 때문인걸 나의 곁에서 영원히 함께 해줘
228,예리 (YERI),It's You (예리 of Red Velvet Ver.),기분 좋은 날에 약속이 없어도 Yeah 무작정 거리로 발걸음을 옮겨가 Woah 난 혼자 걷고 있는데 사람들은 왜 이렇게 많아 반대편에 서 있는 널 마주친 그 순간 Alright right alright 꿈 속에서 본 듯한 너와 나 So many things around by my side 그 중에서도 너만 뭔가 달라 If you come to me baby 다른 것은 필요없지 있고싶어 하루종일 난 너와 그저 그렇게 I’ll be waiting for you 여기서 널 만나려구 하필 나 오늘 이 거리를 지나가게 됐나봐 우린 하나의 원에 둘러싸인 채 Yeah 끝이 안 보이는 선을 잡고 있어 너의 온기가 내게 닿을 때 떠오르는 나의 마음 너에게 모두 줄게 Alright right alright 꿈 속에서 본 듯한 너와 나 So many things around by my side 그 중에서도 너만 뭔가 달라 If you come to me baby 다른 것은 필요없지 있고싶어 하루종일 난 너와 그저 그렇게 I’ll be waiting for you 여기서 널 만나려구 하필 나 오늘 이 거리를 지나가게 됐나봐 it's you it's you it's you it's you 꿈에 그리던 시간들이 나를 찾아온거야
