,가수,노래 제목,노래 가사
446,다비치,사랑하지 말아요,맘 졸이다 그댈 기다리다 혼자 그렇게 지새운 많은 날 오랜 시간을 나만 그랬네요 전부를 주고 바라만 봤어요 우 지쳐가는 날 느낄 때마다 우 변해가는 널 이해할 때마다 사랑하기 싫어요 달라질 것 없는 그대가 힘이 들어서 자꾸 나만 다쳐서 이제 그만 해요 나 외로웠잖아요 이렇게 멀어져요 더 사랑하지 말아요 우리 우리 여기 딱 여기까지죠 알고 있겠죠 난 남은 게 없어요 잦은 거짓말 부질없는 약속 더는 아프게 기대하지 않아요 사랑하기 싫어요 달라질 것 없는 그대가 힘이 들어서 자꾸 나만 다쳐서 이제 그만 해요 나 외로웠잖아요 이렇게 멀어져요 더 사랑하지 말아요 우리 참 많이 노력한다는 말 더 아파요 이젠 더 흔들지 말아줘요 제발 내 곁을 떠나줘요 사랑하지 말아요 달라질 것 없는 우리가 힘이 들어서 자꾸 나만 다쳐서 이제 그만 해요 나 외로웠잖아요 이렇게 멀어져요 더 사랑하지 말아요 우리
447,김재환,랄라 (Melodrama),랄라 랄랄랄라 랄라 랄라 랄랄랄라 어느새 또 안 보여 한눈판 사이 찾아야 해 Hurry 누가 또 맘에 들어 웃는 걸까 점점 내 맘 Worry Okay 아직도 내 맘 몰라 애쓰지 않으면 널 놓쳐버릴 것 같아 혹시 시간 좀 아 말이 또 실망하는 친구들의 Sign 안녕하고 인사 건네는 게 어려워 멜로드라마 같은 멘튼 절대 어려워 그때 거짓말처럼 오 그녀가 다가와서 건네는 두 손잡아 줄래 랄라 랄랄랄라 랄라 랄라 랄랄랄라 첨이야 이런 기분 I’m falling love oh 걱정 마 Don’t worry Oh yeah 왜 매일 바보같이 앞에선 빨개지고 입술은 말라가고 서툰 내 맘을 들키지 않게 괜찮은 척 무심한 듯 Fine 안녕하고 인사 건네는 게 어려워 멜로드라마 같은 멘튼 절대 어려워 그때 거짓말처럼 오 그녀가 다가와서 건네는 두 손잡아 줄래 내 삶에 없을 것 같던 사랑이 왔어 그래 아직 너흰 세상이 아름답다는 걸 모르겠지만 안녕 우리 매일 만나는 게 부러워 멜로드라마 같은 사랑 너무 부러워 그때 내 모습처럼 어디엔가 운명처럼 건네는 두 손잡아 볼래 Oh yeah 서툴지만 진짜 사랑을 알아 Oh yeah 매일 꿈같지 꿈같지만 oh oh Oh no 뻔한 너네랑 태생부터 달라 Oh yeah 매일 꿈같지 꿈같지 난 랄라 랄랄랄라 랄라 랄라 랄랄랄라
448,타이푼,그리울 사랑 (Remix),그대 떠나간 후 시커먼 멍이 되어 그대 남겨진 이 내 가슴에 다시 돌이킬 수 없는 아픔이 고통되어 밤새 울고 또 울고 술을 마셔봐도 이제 지워지지 않는 그대 그댈 만질 수도 볼 수도 없단걸 이제야 깨닫게 되었어 나의 사랑 단 하나뿐인 사랑 나의 사랑아 이젠 슬퍼마요 아파와도 나 그대가 생각이 나도 이제는 난 항상 웃을게요 나의 그대 단 하나뿐인 그대 그리울 사랑아 모질게 떠나요 그댈 보고파도 정말 그리워도 그대를 지울 수 있을테니 외로워서 또 괴로워서 너와 함께했던 날들이 머릿속을 채워 애태워 너를 기다리고 그리워해도 아무 소용없어 매번 울리지 않는 전화기가 어서 니 목소리를 전하기만 바라고 바래 니 하나뿐인 바램 너뿐이야 나의 사랑 단 하나뿐인 사랑 나의 사랑아 이제 슬퍼마요 아파와도 나 그대가 생각이 나도 이제는 난 항상 웃을께요 나의 그대 단 하나뿐인 그대 그리울 사랑아 모질게 떠나요 그댈 보고파도 정말 그리워도 그대를 지울 수 있을테니 잘 살아야 해 행복해야만 해 그대 나 없이 살다 지쳐도 정말 힘이 들때 웃자 그래 웃자 그리울 내 사람아 나의 사랑 단 하나뿐인 사랑 나의 사랑아 이제 슬퍼마요 아파와도 나 그대가 생각이 나도 이제는 난 항상 웃을께요 나의 그대 단 하나뿐인 그대 그리울 사랑아 모질게 떠나요 그댈 보고파도 정말 그리워도 그대를 지울 수 있을테니 정말 미치도록 맘이 아파와도 그대를 지울 수 있을테니
449,커피소년,너여서 너라서 너니까,너여서 너라서 너니까 왜 사랑이냐 묻지 말아요 너여서 너라서 너니까 내 사랑에는 이유 없어요 수많은 사람 중에 그대를 만난 건 분명 행운이죠 노력할 필요 없어요 그저 바라만 봐도 끌려요 너여서 너라서 너니까 왜 사랑이냐 묻지 말아요 너여서 너라서 너니까 내 사랑에는 이유 없어요 수많은 감정 중에 그댈 향한 건 분명 사랑이죠 노력해 본적 없어요 그저 바라만 봐도 끌려요 너여서 너라서 너니까 왜 사랑이냐 묻지 말아요 너여서 너라서 너니까 내 사랑에는 이유 없어요 내 하루는 온통 너니까
450,Various Artists,바다에 누워 ('85 제9회 MBC대학가요제 대상),나 하나의 모습으로 태어나 바다에 누워 해 저문 노을을 바라다 본다 설익은 햇살에 젖은 파도는 눈물인듯 씻기워 간다 일말의 눈부심이 가라앉고 밀물의 움직임 속에 뭇 별도 제각기 누워 잠잔다 마음은 물결처럼 흘러만 간다 저 바다에 누워 외로운 물새 될까 물살의 깊은 속을 항구는 알까 저 바다에 누워 외로운 물새 될까 물살의 깊은 속을 항구는 알까 나 하나의 모습으로 태어나 바다에 누워 해 저문 노을을 바라다 본다 설익은 햇살에 젖은 파도는 눈물인듯 씻기워 간다 일말의 눈부심이 가라앉고 밀물의 움직임 속에 뭇 별도 제각기 누워 잠잔다 마음은 물결처럼 흘러만 간다 저 바다에 누워 외로운 물새 될까 물살의 깊은 속을 항구는 알까 저 바다에 누워 외로운 물새 될까
451,김인호,술만 마시면 노래방,오늘도 친구와 술을 한잔하고서 돌아오는 길에 들어갔던 노래방 그냥 옆방 노래 들었어 10분이 지난후 마이크를 들고서 노래를 불렀어 근데 눈물이 나서 눈감고 흐느끼듯 부르는 노래가 바로 너야 이 노래 추억이 있어서 술만 마시면 내가 불러주면 좋아했었던 그 노래를 부르고 또 부르잖아 알지만 더는 볼 수 없는 너라는 것을 알아 혹시 니가 들을 수도 있어서 아무도 없는 곳 혼자서 울고싶어 그래서 찾아온 이곳 노래방에서 몇곡을 반복해서 부르고 부르며 너를 찾아 술취해 눈물로 부른다 술만 마시면 내가 불러주면 좋아했었던 그 노래를 부르고 또 부르잖아 알지만 더는 볼 수 없는 너라는 것을 알아 혹시 니가 들을 수도 있어서 조금씩 술이 깬듯해 거울속 헝클어진 나 이렇게 살아야하니 너를 놓을 수가 없어 술만 마시면 내가 불러주면 좋아했었던 그 노래를 부르고 또 부르잖아 알지만 더는 볼 수 없는 너라는 것을 알아 혹시 니가 들을 수도 있어서
452,김유하&이솔로몬,난 너에게,난 네가 기뻐하는 일이라면 뭐든지 할 수 있어  난 네가 좋아하는 일이라면 뭐든지 할 수 있어  별보다 예쁘고 꽃보다 더 고운 나의 친구야 이 세상 다 주어도 바꿀 수 없는 나의 친구야  네 곁에 있으면 사랑은 내꺼 네 곁에 있으면 세상도 내꺼  난 네가 기뻐하는 일이라면 뭐든지 할 수 있어  난 네가 좋아하는 일이라면 뭐든지 할 수 있어 난 네가 기뻐하는 일이라면 뭐든지 할 수 있어  난 네가 좋아하는 일이라면 뭐든지 할 수 있어  별보다 예쁘고 꽃보다 더 고운 나의 친구야 이 세상 다 주어도 바꿀 수 없는 나의 친구야  네 곁에 있으면 사랑은 내꺼 네 곁에 있으면 세상도 내꺼  난 네가 기뻐하는 일이라면 뭐든지 할 수 있어  난 네가 좋아하는 일이라면 뭐든지 할 수 있어  난 네가 좋아하는 일이라면 뭐든지 할 수 있어
453,박창근,이미 나에게로,이 꿈이 멎어버린 순간에 난 깨닫고 널 생각해 어쩜 난 너에 힘겨움을 함께 짊어지고 갈 수 있어 할 말이 많기도 하고 목소리도 그리워 전화를 했어 씁쓸한 목소리가 들리고 난 미안함에 당황도 했어 난 너무 힘들어서 그런 이유로 만나기 미안해 둘이 할 때는 너만을 생각하려 했는데 문득 어떤 고민에 널 앞에 두고 뭐가 그리 힘들어 내 미래에 완성속에 있는 너인데 이미 나에게로하여 집착하게 만든 넌 방황에 지쳐 쓰러져 버린 내가 다시 일어서는 모습 생각하며 날 찾을 수 있니 이미 나에게로하여 집착하게 만든 넌 실패에 주저앉은 처참한 날 본 후 다시 용기 얻는 모습 생각하며 날 사랑해 줄 수 있겠니 이미 나에게로하여 집착하게 만든 넌 방황에 지쳐 쓰러져 버린 내가 다시 일어서는 모습 생각하며 날 찾을 수 있니 이미 나에게로하여 집착하게 만든 넌 실패에 주저앉은 처참한 날 본 후 다시 용기 얻는 모습 생각하며 날 사랑해 줄 수 있겠니
454,박효신,이름 모를 새,어느 늦은 밤 버릇처럼 나 고갤 들고서 저 하늘에 울어 달이 밝아서 눈이 부셔서 오늘따라 유난히 슬퍼 어슴푸레 찾아온 새벽에 조심스레 우는 이름 모를 새처럼 지저귀듯 그대를 부르다 기억으로 날갯짓을 해 하나도 버릴게 없는 우리의 사랑 아까워도 끝내 잊혀진다는 이별 하지만 못 다한 말이 너무나 내 안에 남아서 걸음을 묶어 기다려 그대 사진에 그때 웃음에 얼룩이 늘어 내 눈물 때문에 너무 흘러서 또 닦고 닦아서 해져버린 그대 그리워 선명하게 모두 다 생각나 세상 어떤 것보다 더 예쁜 기억들 시간 속에 먼지가 되는 날 사라질까 봐 두려워져 정말 하나도 버릴게 없는 우리의 사랑 아까워도 끝내 잊혀진다는 이별 하지만 못 다한 말이 너무나 내 안에 남아서 걸음을 묶어  하나도 버릴게 없는 우리의 사랑 아까워도 끝내 잊혀진다는 이별 하지만 못 다한 말이 너무나 내 안에 남아서 걸음을 묶어 기다려
455,헨,푹,사랑할 수 없는 이유가 있을까 이렇게 눈앞에 있는데도 사랑할 수 없는 이유가 있을까 같은 하늘을 볼 수 있는데도 무지개가 좋은 이유를 생각한적 있나 은하수가 좋은 이유를 생각한적 있나 그냥 그렇게 푹 빠져버렸나 봐 너에게 이렇게 푹 빠져버렸나 봐 너에게 음 무지개가 좋은 이유를 생각한적 있나 은하수가 좋은 이유를 생각한적 있나 그냥 그렇게 푹 아 빠져버렸나 봐 너에게 이렇게 푹 우 빠져버렸나 봐 너에게 말로는 설명할 수 없는 너무 커버린 내 맘은 그냥 이렇게 푹 우 아 빠져버렸나 봐 푹 우 우 푹
456,혜은이,새벽비,새벽비가 주룩주룩 철길을 적시네 새벽비가 주룩주룩 지붕을 적시네 삑삑삑삑 기적이 울리면 이제 정말 나는 갑니다 새벽비가 주룩주룩 창문을 적시네 새벽비가 주룩주룩 얼굴을 적시네 삑삑삑삑 여음을 남기고 새벽차는 떠나갑니다 아 사랑하고 있는데 아 내 마음 어디로 가나 비를 뚫고 칙칙칙칙 기차는 달려가네 정을 두고 칙칙칙칙 한없이 달려가네 삑삑삑삑 메아리를 남기고 이제 정말 나는 갑니다  아아 아아아 사랑하고 있는데 아아 아아아 내 마음 어디로 가나 비를 뚫고 칙칙칙칙 기차는 달려가네 정을 두고 칙칙칙칙 한없이 달려가네 삑삑삑삑 메아리를 남기고 이제 정말 나는 갑니다 이제 정말 나는 갑니다 이제 정말 나는 갑니다 이제 정말 나는 갑니다 이제 정말 나는 갑니다
457,윤종신,즉흥여행 (Feat. MC몽),Yo 넌 영원한 슈퍼스타 불을 붙인 가슴에 뜨거운 내 가슴에 날 안아줘 꽉 안아줘 넌 영원한 슈퍼스타 No way But crazy my heart You make me crazy my girl 날 사랑한다고 말해줘 느끼고 싶어 모든 걸 불을 붙인 가슴에 뜨거운 내 가슴에 날 안아줘 꽉 안아줘 넌 영원한 슈퍼스타 날 사랑한다고 해줘 그리고 떠나는 거야 어디가 되던 너만 있으면 돼 서둘러 날 믿는다고 말해줘 숨 막히는 세상 잠깐 등질 수 있니 내 손 잡고 달려 맞바람을 마셔보자 오랜 나의 고민 다 날려본다 우리 사랑이면 준비 끝 무슨 짐이 또 필요해 세상 어디든 떠날 곳 달려 가슴이 벅차오르게 생각만 해도 떨리는 출발의 이 느낌 아무것도 필요 없어 나와 떠나줘 아침에 일어나 커피 한잔 만 해줘 평생을 내 옆에서 그냥 웃어줘 모든 걸 다 줄게 사랑한다고 말해줘 날 사랑한다고 해줘 그리고 만드는 거야 시간이 흘러 돌아보면 짜릿한 추억 날 최고라고 말해줘 숨 막히는 세상 움츠려든 나에게 크게 소리 질러 맞바람을 마셔보자 오랜 나의 고민 다 날려본다 우리 사랑이면 준비 끝 무슨 짐이 또 필요해 세상 어디든 떠날 곳 달려 가슴이 벅차오르게 생각만 해도 떨리는 출발의 이 느낌 돌아올 땐 피곤해 의자 모두 젖힌 채 세상모르게 잠들지 몰라도 너와 나의 두 손은 살며시 포개진 채 아직도 꿈 속에선 그 곳이야 Yo 넌 영원한 슈퍼스타 아무것도 필요 없어 나와 떠나줘 아침에 일어나 커피 한잔 만 해줘 평생을 내 옆에서 그냥 웃어줘 모든 걸 다 줄게 넌 영원한 슈퍼스타 달려 가슴이 벅차오르게 생각만 해도 떨리는 출발의 이 느낌 생각만 해도 떨리는 이 느낌
458,박보영,나의 왕자님 (My Prince),밤새도록 창밖에 햇님이 뜨길 기다려요 아침이오면 그사람은 만날 수 있으니까요 고마워요 내 손 잡아줘서 고마워요 내 눈 바라봐서 고마워요 내가 그리던 왕자님 이렇게 내 앞에 나타나줘서 하루종일 하늘에 달님이 뜨길 기다려요 한밤이 오면 당신과 이야길 할 수 있으니까요 잊지마요 우리의 약속들을 잊지마요 우리의 비밀들을 잊지마요 내가 당신의 눈빛에 얼마나 가슴이 뛰었었는지
459,시적화자,우린 조심스러울 필요가 있죠,괜히 부담 줘서 미안해요 글쎄 마음이 제멋대로예요 아녜요 내가 바보인 걸요 그대 마음을 몰라주니까요 우린 조심스러울 필요가 있죠 서로 가진 상처가 참 많아서 본의 아니게 그대 마음을 아프게 할까 봐요 우리가 아닌 모든 사람들도 이런 과정을 모두 거쳤겠죠 그래서 사랑은 어려운가 봐요 다시금 고민하고 또 고민해 봐도 혼자 주책이라고 또 웃어봐도 나도 모르는 사이에 마음이 당신에게 기울어 있죠 아무도 내 마음 알아주지 않을 때 고민하지 않은 채로 날 따뜻하게 안아주었던 그대에게 굳이 나 특별해지고 싶나 봐요 우린 조심스러울 필요가 있죠 서로 가진 상처가 참 많아서 본의 아니게 그대 마음을 아프게 할까 봐요 우리가 아닌 모든 사람들도 이런 과정을 모두 거쳤겠죠 그래서 사랑은 어려운가 봐요 너무 이르진 않겠죠 또 아프고 싶지 않아요 억지스러울 필욘 없죠 그래서 힘든가 봐요 우린 조심스러울 필요가 있죠 서로 가진 상처가 참 많아서 본의 아니게 그대 마음을 아프게 할까 봐요 우리가 아닌 모든 사람들도 이런 과정을 모두 거쳤겠죠 그래서 사랑은 어려운가 봐요
