,가수,노래 제목,노래 가사
20,처진 달팽이 (유재석 & 이적),말하는 대로 (2020 Live Ver.),나 스무살 적에 하루를 견디고 불안한 잠자리에 누울 때면 내일 뭐하지 내일 뭐하지 걱정을 했지 두 눈을 감아도 통 잠은 안 오고 가슴은 아프도록 답답할 때 난 왜 안 되지 왜 난 안 되지 되뇌었지 말하는 대로 말하는 대로 될 수 있다곤 믿지 않았지 믿을 수 없었지 마음먹은 대로 생각한 대로 할 수 있단 건 거짓말 같았지 고개를 저었지 그러던 어느 날 내 맘에 찾아온 작지만 놀라운 깨달음이 내일 뭘 할지 내일 뭘 할지 꿈꾸게 했지 사실은 한 번도 미친 듯 그렇게 달려든 적이 없었다는 것을 생각해 봤지 일으켜 세웠지 내 자신을 말하는 대로 말하는 대로 될 수 있단 걸 눈으로 본 순간 믿어보기로 했지 마음먹은 대로 생각한 대로 할 수 있단 걸 알게 된 순간 고갤 끄덕였지 마음먹은 대로 생각한 대로 말하는 대로 될 수 있단 걸 알지 못했지 그 땐 몰랐지 이젠 올 수도 없고 갈 수도 없는 힘들었던 나의 시절 나의 20대 멈추지 말고 쓰러지지 말고 앞만 보고 달려 너의 길을 가 주변에서 하는 수많은 이야기 그러나 정말 들어야 하는 건 내 마음 속 작은 이야기 지금 바로 내 마음속에서 말하는 대로 말하는 대로 말하는 대로 될 수 있다고 될 수 있다고 그대 믿는다면 마음먹은 대로 내가 마음먹은 대로 생각한 대로 그대 생각한 대로 도전은 무한히 인생은 영원히 말하는 대로 말하는 대로 말하는 대로
21,정동원,날이 좋아서,다시 봄바람이 불어 내겐 너무도 아픈 날 온통 너였던 순간에 잠 못 이루던 그 밤 혹시 너도 나와 같을까 내 생각에 잠 못 이룰까 참 그림 같았던 이 계절 끝에 선 네 모습 아직까지 너무 또렷한데 날이 너무 좋아서 바람이 참 설레서 우리가 사랑했던 그날들 같아서 나 가슴이 메어와서 텅 빈 내 하루엔 또 너라서 지겹도록 너만 그리워해서 아직 너를 잊지 못하는 내 모습을 들키기 싫어 혼자 눈물짓는 나를 안쓰럽게 볼까 봐 아무도 모르게 널 생각해 날이 너무 좋아서 바람이 참 설레서 우리가 사랑했던 그날들 같아서 나 가슴이 메어와서 텅 빈 내 하루엔 또 너라서 지겹도록 너만 그리워해서 다 잊은 듯 살아봤지만 습관처럼 매일 널 찾고 있잖아 지나간 얘기처럼 덤덤한 척 말하는 내가 싫어 네가 너무 좋아서 웃음이 참 설레서 너 하나만 있다면 모든 걸 잃어도 나 더 바랄 게 없어서 그토록 바래온 사랑이라서 미치도록 너를 그리워해서
22,최도영(CANDO),니 말이면 다 믿을게,요리도 해줄게 쉐픈 아니지만 예쁜 카페서 사진도 찍어줄게 비오면 가끔 옛사랑 생각이 나도 그 허전함 내가 채워줄게 일을 하는 시간 빼고 잠을 자는 시간 빼고 외로울 틈 조차 없도록 내가 잘할게 니 말이면 다 믿을게 아이처럼 부족한게 내가 싫은게 있다면 말해 고칠게 니 말이면 다 믿을게 바보처럼 세상이 멈춘것만 같았어 널 처음 만났던 그날부터 일을 하는 시간 빼고 잠을 자는 시간 빼고 외로울 틈 조차 없도록 내가 잘할게 니 말이면 다 믿을게 아이처럼 부족한게 내가 싫은게 있다면 말해 고칠게 니 말이면 다 믿을게 바보처럼 너와난 운명인 걸 느꼈어 널 처음만났던 그날부터 난 니가 없으면 하루도 안돼 모든게 그모든게 다 무의미해 그렁거리는 너의 눈을 보는 일 한숨 쉬면서 가슴 치는 일 없을거야 니 말이면 다 믿을게 아이처럼 부족한게 내가 싫은게 있다면 말해 고칠게 oh 세상이 멈춘것만 같았어 널 처음만났던 그날부터
23,김온정,야상곡,바람이 부는 것은 더운 내 맘 삭여주려 계절이 다 가도록 나는 애만 태우네 꽃잎 흩날리던 늦봄의 밤 아직 남은 님의 향기 이제나 오시려나 나는 애만 태우네 애달피 지는 저 꽃잎처럼 속절없는 늦봄의 밤 이제나 오시려나 나는 애만 태우네 구름이 애써 전하는 말 그 사람은 널 잊었다 살아서 맺은 사람의 연 실낱 같아 부질없다 꽃 지네 꽃이 지네 부는 바람에 꽃 지네 이제 님 오시려나 나는 그저 애만 태우네 바람이 부는 것은 더운 내 맘 삭여주려 계절이 다 가도록 나는 애만 태우네 꽃잎 흩날리던 늦봄의 밤 아직 남은 님의 향기 이제나 오시려나 나는 애만 태우네
24,MJ (ASTRO),봄날애(愛),별나 좀 달라 남들과 다른 너 정말 모르겠어 이상한 말투 알 수 없는 표정 너의 그 모습 문득 생각나 나도 모르게 니가 하루하루 나를 채워가는데 지우려해도 이미 너는 나의 All that I'm with you I want to feel your love 내 맘이 자꾸 네게 빠져버릴 것 같아 I need your love 솔직 해도 돼 너의 맘을 말해봐 봄날 벚꽃과 겨울 첫눈같은 사랑일까 내 마음과 다르지 않은 너의 맘일까 I fell in love 내가 다가갈께 All that I'm with you I want to feel your love 내 맘이 자꾸 네게 빠져버릴 것 같아 I need your love 솔직 해도 돼 너의 맘을 말해봐 아침햇살 같은 너 알다가도 모를 니 맘이 궁금할뿐야 너도 나와 같은지 이제는 말해줘 내게 애매하게 말고 내게 와 BaBy 지금 너의 모습 그대로 okay 여기 이 자리에 있을께 BaBy 이대로 영원히 Oh I will love with you I want to feel your love 내 곁에 있는 네게 행복을 선물해줄께 I need your love 너도 같다면 이제 I will love with you
25,서영은,봄은 어딜까,한참을 걸어 너와 걷던 이 길 바람이 차갑다 오늘 따라 봄은 어딜까 너의 손처럼 따뜻했던 그 온기 느끼고 싶어 머물고만 싶던 그 날의 그 길 위에서 너의 모습이 떠올라 멈춘다 괜찮다고 괜찮다고 이제는 다 괜찮다고 소리내어 말해봐도 아무 소용이 없어 보고싶어 보고싶어 자꾸만 더 보고싶어 하지 못 할 그 말만 가슴깊이 머물고 있는 바보 머물고만 싶던 그 날의 그 길 위에서 너의 모습이 떠올라 멈춘다 괜찮다고 괜찮다고 이제는 다 괜찮다고 소리내어 말해봐도 아무 소용이 없어 보고싶어 보고싶어 자꾸만 더 보고싶어 하지 못 할 그 말만 가슴깊이 머물고있어 너와의 기억들 모두가 나에겐 이렇게 선명한 걸 어떡해 괜찮다고 괜찮다고 이제는 다 괜찮다고 소리내어 말해봐도 아무 소용이 없어 보고싶어 보고싶어 자꾸만 더 보고싶어 하지 못 할 그 말만 가슴깊이 머물고 있는 바보
26,규현 (KYUHYUN),화려하지 않은 고백,언젠가 그대에게 준 눈부신 꽃다발 그 빛도 향기도 머지않아 슬프게 시들고 꽃보다 예쁜 지금 그대도 힘없이 지겠지만 그때엔 꽃과 다른 우리만의 정이 숨을 쉴거야 사랑하는 나의 사람아 말없이 약속할게 그대 눈물이 마를때까지 내가 지켜준다고 멀고 먼 훗날 지금을 회상하며 작은 입맞춤을 할 수 있다면 이 넓은 세상위에 그 길고 긴 시간속에 그 수많은 사람들중에 오직 그대만을 사랑해 사랑하는 나의 사람아 말없이 약속할게 그대 눈물이 마를때까지 내가 지켜 준다고 멀고 먼 훗날 지금을 회상하며 작은 입맞춤을 할 수 있다면 이 넓은 세상위에 그 길고 긴 시간 속에 그 수많은 사람들중에 오직 그대만을 사랑해 이 넓은 세상위에 그 길고긴 시간 속에 그 수많은 사람들중에 그댈 만난걸 감사해
27,이우,고백,내 오래된 친구인 널 좋아하게 됐나봐 아무렇지 않은듯 널 대해도 마음은 늘 떨렸어 미소 짓는 너를 보면 우리 사이가 어색할까 두려워 아무런 말 하지 못한 채 돌아서면 눈물만 흘렸어 말해야 하는데 네 앞에 서면 아무 말 못하는 내가 미워져 용기를 내야 해 후회하지 않게 조금씩 너에게 다가가 날 고백해야 해 처음 너를 만났던 난 기억할 순 없지만 그저 그런 친구로 생각했고 지금과는 달랐어 미소 짓는 너를 보면 우리 사이가 어색할까 두려워 하루종일 망설이다 헤어지면 눈물만 흘렸어 말하고 싶은데 사랑한다고 아무 말 못하는 내가 너무 미워 용기를 내야 해 후회하지 않게 조금씩 너에게 다가가 날 고백할거야 사랑한다고 아무 말 못하는 내가 너무 미워 용기를 내야해 후회하지 않게 조금씩 너에게 다가가 날 고백할거야
28,사뮈 (Samui),그럴 때가 있지,이상하게 가끔 이유 없이 눈물이 날 때가 있지 후회 때문인지 다신 볼 수 없어서인지 이상하게 가끔 이유 없이 눈물이 날 때가 있지 보고픈 맘인지 아직도 떠나 보낼 게 많아서인지 가끔 생각이 나면 잊혀지지가 않는 걸 어떡해 이상하게 가끔 이유 없이 눈물이 날 때가 있지 후회 때문인지 다신 볼 수 없어서인지 가끔 생각이 나면 잊혀지지가 않는 걸 어떡해 가끔 생각이 나면 미쳐버릴 것 같은데 어떡해 이상하게 가끔 이유 없이 눈물이 날 때가 있지 후회 때문인지 다신 볼 수 없어서인지
29,만쥬한봉지,소녀의 봄,두 손을 호 불던 추운 겨울 모진 바람 서리꽃은 피어나고 머리 위 포개진 시린 공기 지나가면 풀내음 이는네 소녀의 봄은 오려나요 잊혀진 그 봄은 올 수 있나요 소녀를 기억해주세요 부디 늦지 않아주길 어여쁜 손으로 썼던 글씨 두 볼 위에 피어냈던 진달래꽃 바람을 타고 온 엄마 목소리 머리에서 멀어져가는데 소녀의 봄은 오려나요 봄이 더 지각하지 않을까요 소녀를 기억해주세요 부디 늦지 않아주길 소녀의 봄은 오려나요 잊혀진 그 봄은 올 수 있나요 소녀를 기억해주세요 부디 늦지 않아주길
30,OLIVER (올리버),Love is a wonderful thing (Unplugged remix),Go to sleep 두 눈을 감고 꿈을 봐봐 오로지 너만을 위한 하늘 위를 날아 드넓은 세상의 문이 열려있어 숨겨둔 날개를 활짝 펴고 날아올라 힘들 때면 내게로 기대 지칠 때면 좀 쉬어도 돼 난 항상 이곳에 있을게 너만의 쉼터가 돼 줄게 Because you are beautiful to me Because you are wonderful to me 아름다운 모습 순수한 네 얼굴 언제나 이대로 지켜줄래 영원히 한가득 사랑을 담아 네게 줄게 이 세상 아름다운 것들만 눈에 담아 눈물 흘러내려도 다시 웃음 짓게 해줄게 너를 넘어져 울어도 괜찮아 다시 일어나면 되니까 Because you are beautiful to me Because you are wonderful to me 아름다운 모습 순수한 네 얼굴 언제나 이대로 한 그루 나무처럼 너의 뒤에 oh yeah 항상 버티고 있을게 아무런 걱정 말아 Because you are beautiful to me Because you are wonderful to me 세상 무엇보다 소중히 네 곁에서 너를 지킬게 Because you’re incredible to me Because you are wonderful to me 아름다운 모습 순수한 네 얼굴 언제나 이대로 지켜줄래 영원히
31,Babymoon (베이비문),Blue,눈을 감고 잠에 빠져들면 꿈엔 온통 물빛 바닷속 고요함이 포근하게 날 감싸 안아 춤추는 돌고래야 나의 두 손을 잡아주련 춤추는 물결 속에 나를 데려가 줄 순 없니 파란 색깔 아래 짙어져 가는 곳으로 나의 blue 나만의 blue 너의 blue 귓가에 울려 퍼지는 노래 공허한 날 가득 채워줘 투명하진 않다 해도 아름다워 춤추는 파도들아 가야 할 길을 알려주련 춤추는 달빛 아래 사라져도 외롭지 않아 파란 색깔 아래 짙어져 가는 곳으로 나의 blue 나만의 blue 너의 blue 파란 색깔 그 아래선 이 밤에 너와 나 이 밤에 너와 나
32,이경운,사랑한후에,가사준비중
33,장우림,나를 만나고 싶다면,나를 만나고 싶다면 아침 8시 지하철 4번 출구에서 10분만 기다려줘 가끔은 엄마가 화가 나서 날 깨워주지 않아 늦잠을 자서 지각할 수도 있으니까 면도를 못했을 수도 있고 젖은 머리일 수도 있어 좋은 상태일 거란 기대하지 말아줘 날 보고 싶은 마음은 견딜 수 없다면 퇴근 시간에 회사 앞에서 날 기다려줘 천천히 걸어가고 있어 널 고생시킬까 봐 뒤를 돌아보지도 못하고 걷고 있어 날 깜짝 놀라게 하려는 장난은 그만해줘 어서 내게 다가와 날 사랑한다고 고백해 줘 난 삐치기 직전이야 지치기 직전이야 미쳐 돌아버리기 일보 직전이야 날 보고 싶은 마음은 이제 참지 않아도 돼 집에 들어가기 전에 어서 나를 붙잡아줘 천천히 걸어가고 있어 널 고생시킬까 봐 뒤를 돌아보지도 못하고 걷고 있어 날 깜짝 놀라게 하려는 장난은 그만해줘 어서 내게 다가와 날 사랑한다고 천천히 걸어가고 있어 널 고생시킬까 봐 뒤를 돌아보지도 못하고 걷고 있어 날 깜짝 놀라게 하려는 장난은 그만해줘 어서 내게 다가와 날 사랑한다고 고백해 줘
34,정태양,사랑한다는 말,사랑한다는 말 아직 하고 싶지 않아요 당신이 매일 밤 생각나도 당신이 매일 밤 떠올라도 좋아한다는 말 쉽게 하고 싶지 않아요 내가 정말 좋아하고 있는지 그대에게 부끄럽지 않을때까지 기다리고 있을까 떠올리고 있을까 나를 조금만 기다려주세요 사랑한다는 한 마디 좋아한다는 한 마디 당신이 느낄수 있을 만큼 내마음 가득 채워 전해 줄게요 어떻게 말해야 그대에게 와닿게 할지 어떤말도 쉽게 할 수 없는데 그대 혹시 이런 내맘 알고 있나요 기다리고 있을까 떠올리고 있을까 나를 조금만 기다려 주세요 사랑한다는 한마디 좋아한다는 한마디 당신이 느낄수 있을 만큼 내마음 가득 채워 전해 줄게요 그리 멀지 않을꺼에요 당신에게 이 말을 전하기까지 조금만 기다려 주세요 사랑한다는 한마디 좋아한다는 한마디 당신이 느낄수 있을 만큼 내마음 가득 채워 전해 줄게요
35,멜로틱,바람결에(with이예지),구름이 달을 가리듯 왜 자꾸만 어긋날까요 운명의 장난은 어디까지 괜찮다가도 가슴 시려오고 아파 바람결에 스치듯이 흩날려봅니다 나는 잘 지내 잘 살고 있다고 사랑한다 사랑한다고 불러봅니다 그대 가슴에 닿을 것 같아서 하나둘 세본 꽃잎점 하염없이 기다리다가 언제나 오실까 먼발치서 바라보다가 그대가 생각나 운다 바람결에 스치듯이 흩날려봅니다 나는 잘 지내 잘 살고 있다고 사랑한다 사랑한다고 불러봅니다 그대 가슴에 닿을 것 같아서 하루만 울고 그만 할게요 하루만 그댈 불러볼게요 그대 없이 나는 갈 곳 잃어서 제자릴 맴돌고 맴돌아 긴긴밤이 지나고 나면 닿게 될까요 운명처럼 돌고 돌아서 닿게 된다면 두 손 꼭 잡고 절대 놓지 않아 슬픈 바람 이 마음 담아 외쳐봅니다 사랑한다고 사랑해요 그대
36,Talk to Her,Come Away with Me (Feat. Nina),앞이 보이지 않아 하지만 가고 있네 한 발짝 걸음마다 보일 듯 보이지 않네 내 맘은 스쳐 가는 기억들 속에 갇혀있기만 해 우리 함께 떠나요 이제 그대 앞에 나아갈게요 Come away with me Come away with me 날 붙드는 시선들 날 붙드는 상념들 조금만 달리 보면 아무것도 아닌데 눈 감으면 내가 꿈꾸던 곳에 도착했으면 좋겠네 이제 Come away with me 나와 같이 함께 그 꿈속으로 Come away with me Come away with me
37,"정주현, ITM (I&Together, Music)","조금 빠른 나, 조금 느린 너",Waiting for you 난 여기서 Waiting for you 널 기다려 Take your time and time come to me 항상 먼 곳만 보는 너 생각이 많은 너 왜 그리 답답해 조금만 돌아보면 내가 서 있는데 you never see me now 오늘 말할 수 있다면 널 마주 본다면 생각만으로도 가슴 벅차올라와 넌 내 맘 모르지 you never know my love 가끔은 너의 눈빛이 느껴져 나 혼자만의 생각은 아닌지 이런 내 맘 너도 알고 있다면 조금만 다가와줘 한 걸음 다가서면 너와 함께 또 한 걸음 다가서면 넌 멀어져 아직 우린 먼 곳에서 서로를 바라볼까 조금은 내 마음이 빨랐던거지 아직은 망설이고 있는 너에겐 나 여기서 좀 더 기다릴게 워 한 걸음 더 서로에게 가는 시간이 조금은 다른걸까 워우워 나 여기서 좀 더 기다릴게 어쩌면 한숨과 기다림의 시간에 애타고 아파해야 할지도 몰라 그래도 난 여기 서 있을게
38,소이버튼,SandLight (New Ver.),두손 모아 담은 모래들 손가락 사이로 흘러내리듯 반짝이며 흩날리는 지나간 기억들 힘든 기억 저 바다에 던져 바닥에 가득 깔아놓고 눈부신 햇살 받으며 잔잔한 파도에 마음의 배를 띄워봐 애써 담아내려 하지말자 꼭 아름다울 필요 없잖아 우리는 충분히 사랑했고 그 누구보다 서로 지키려했어 두눈 가득 펼쳐진 밤하늘 수 놓인 별빛 쏟아져 내릴 듯 반짝이며 비춰지는 지나간 시간들 힘든 시간 밤 하늘에 던져 저 반달 끝에 걸어놓고 찬란한 별빛 받으며 쓸쓸한 공기에 마음의 한숨 쉬어봐 애써 참아내려 하지말자 꼭 아름다울 필요 없잖아 우리는 충분히 사랑했고 그 누구보다 서로 지키려했어 애써 지워내려 하지말자 꼭 잊어야 할 필요 없잖아 우리는 충분히 사랑했고 그 누구보다 서로 지키려했어
39,ONZ,추방 (With 김영일 of 감성돔),바다 나를 감싸 안는 듯한 파도 어두운 이불 속에 숨은듯한 안도 날 지켜준다 나에게 약속했잖아 눈물로 날 위한 세상을 준비해 뒀다고 내게 묻지도 넌 울지도 않고 지웠어 나를 지웠어 약속보다 더 빨리 찾아온 눈이 멀 듯한 섬광이 비춰 비명 삼켜버린 저주의 말 들을 네게 토해내는 방법조차 몰라 목이 조여와 내 폐는 숨 쉴 줄 몰라 내게는 고막을 찢기는 기계 소리만 들려 내게 묻지도 넌 울지도 않고 지웠어 나를 지웠어 약속 보다 더 빨리 찾아온 눈이 멀 듯한 섬광이 비춰 왜 날 만났어 왜 가졌어 품지도 못할 넌 줄 알면서 약속된 만남 그건 거짓말 눈이 멀 듯한 섬광이 비춰
40,"양구범, 진석곤",Red Swan (feat. 이다희),슬픈 밤은 길어 함께 별을 바라볼 사람 없다면 둘이면 밤은 잠시 지나는 휴식이었어 거친 낮은 길어 함께 길을 걸어줄 사람 없다면 둘이면 낮은 따뜻한 여행이 돼 언젠가는 오겠지 너와 다시 함께 웃을 수 있는 그날이 믿고 싶어 세상엔 내가 지켜온 소중한 니가 어딘가 살고 있는 걸 세상의 끝에서 모든 게 사라진대도 난 볼 수 있을 거야 너의 빛을 다시 찾은 길엔 작은 일상이 보석처럼 빛나고 운명은 다른 길을 말해도 그땐 좋았어 그대 앞의 길은 보랏빛 불행과 오해에 지쳐도 날개를 펴요 내가 곁에 있으니 언젠가는 오겠지 너와 다시 함께 웃을 수 있는 그날이 믿고 싶어 세상엔 내가 지켜온 소중한 니가 어딘가 살고 있는 걸 세상의 끝에서 모든 게 사라진대도 난 볼 수 있을 거야 너의 빛을
41,아띠 (Ahtty),산책,몇 발자국 쯤 떼었을까 멀고 긴 긴 밤에서 날 웃게 하겠지 언젠간 한 발 한 발 어지럽게 쌓인 걸음들이 저 멀리 내가 가야 할 곳 안개벽이 드리워지면 버티고 붙잡던 한 맘 한 맘 희미하게 흩어져 날아가 눈물로 물든 달 그 속에 비친 나 끝없는 여행 속에 그 흔한 단 한번의 기적이 없었을까 차오르는 꿈 두 손 가득 모아 되뇌이며 아픈 마음을 달래야 했어 아물지 못한 채 그대로 아득히 남겨진 짙은 흔적 따뜻한 바람에 실어 보내주길 눈물로 물든 달 그 속에 비친 나 끝없는 여행 속에 그 흔한 단 한번의 기적이 없었을까 차오르는 꿈 두 손 가득 모아 되뇌이며 아픈 마음을 달래야 했어 아물지 못한 채 그대로 아득히 남겨진 짙은 흔적 따뜻한 바람에 실어 보내주길 몇 발자국 쯤 떼었을까 멀고 긴긴 밤에서 날 웃게 하겠지 언젠간 한 발 한 발 가지런히 쌓인 걸음들이
42,김시은,"다시, 오늘로 (Feat. Inn)",오늘 좀 힘들었어 뜻대로 되지 않아 흠 해가 지네 똑같은 밤 노을은 깊고 왠지 좀 울적해 오래 꾹 참아 왔어 혼자서 버티는 게 참 어렵다 더딘 하루 떠나고 싶어 바다로 갈까 노을 진 파도 너머에 무언가 날 보는 듯 해 찬 바람에 밀려오는 작은 한숨 자꾸 반복되는 날 정답은 없는 걸까 그냥 쉬어 갈까 근데 괜히 미소를 지어본다 잘 버틴 것 같아 우산도 없는 내 맘 빗소리 가득한데 그냥 젖어볼까 흠 익숙한 밤 눈을 감고서 발길 닿는 대로 밤이 저물어 가는 새벽 따뜻한 별빛 날 비춰 잘해왔다 토닥이는 손길 같아 흠 텅 빈 메아리는 잠시 머물다 간 지친 하루의 목소리 움츠린 낡은 한숨들은 아득하기만 한 순간으로 남아 이제 다시 돌아가려 해 예전에 그렸던 내일로 제자리로 돌려놓고 다시 또 하루
43,밴드온,나의 사랑 그대 곁으로,가사준비중
44,밴드온,먼지가 되어,가사준비중
45,WhyM,가지마 (Feat. 강기륜),처음 본 너는 미소로 나를 반겼고 눈 녹듯 나를 녹여준 네 품이 이젠 날 얼어붙게 하는 눈이 되고 있어 넌 알고 있을까 무심코 걸었던 널 깨우려는 전화는 내 맘을 깨웠고 이젠 알게 됐어 혼자였던 내게 곁에 있을 사람이 필요하단 걸 혹시 이런 나를 넌 알고 있을지 한 번 쯤은 꼭 내게 말해줘 Good Night 잘 자란 말도 Good Bye 잘 가란 말도 이 모든 말들이 나는 쉽지 않아서 네게 말도 못 하는 난데 Good Day 좋은 날이야 Good Bye 너 잘 지내야 해 너 얼마 남지 않은 너와 지낼 날들이 하루 앞으로 왔어 부디 잘 지내야 해 안녕 안지 얼마 안 된 내 마음 네게 전할 수 있을까 멀어지는 너에게 말야 혹시 이런 내 마음 알고 있다면 조금은 더 내게 다가와 줄래 Good Night 잘 자란 말도 Good Bye 잘 가란 말도 이 모든 말들이 나는 쉽지 않아서 네게 말도 못 하는 난데 Good Day 좋은 날이야 Good Bye 너 잘 지내야 해 너 얼마 남지 않은 너와 지낼 날들이 하루 앞으로 왔어 부디 잘 지내야 해 안녕
46,남영우,마침표(feat. 이진석),우리의 이야기는 여기서 끝나지만 그리 슬픈 기억들만은 아니었습니다 처음 봤던 날 설렘도 헤어지던 날 펑펑 울던 기억들 마저 모두 다 소중했습니다 내가 좋은 어른이 되길 바란다며 밝게 빛나는 눈으로 말했었죠 나는 분명 좋은 어른이 꼭 되어서 언젠가 다시 만날 그날 기다릴 겁니다 아쉬운 마음 하나 내 사랑도 하나 고이 담아서 내 맘을 전해볼게요 행복해요 그냥 나도 잘 지낼게요 조금 많이 늦은 것도 같지만 부디 잘 지내요 누가 뭐래도 그대가 원하는 삶을 살아요 또 좋은 사람을 만나요 아쉬운 마음 하나 내 사랑도 하나 고이 담아서 내 맘을 전해볼게요 행복해요 그냥 나도 잘 지낼게요 조금 많이 늦은 것도 같지만 부디 잘 지내요
