,가수,제목,가사
332,이소라,"겨울, 이별","겨울 눈이 투명하게 춤추네
너무 평화로운 오후
초라한 얼굴로
나는 기다리고 있네
너는 얼은 발걸음을 멈추네
살을 파고드는 바람
차가운 소리로
난 시린 손을 흔들며 인사해
안녕 떠난다며
여전히 알 수 없는
말들로 슬프게해
안녕 떠난다는
조용히 눈을 감고
너를 보내줄게
겨울 눈이 투명하게 춤추네
너무 평화로운 오후
초라한 얼굴로
난 시린 눈을 감추며 이별해
안녕 떠난다며
여전히 알 수 없는
말들로 슬프게 해
안녕 떠난다면
조용히 눈을 감아줄게
나를 너무 아프게 만드네

영원히 묻어 둘게 겨울위에"
333,김장훈,"사노라면 (Feat. 이승환, 이소라, 윤도현, 리아)","사노라면 언젠가는
밝은 날도 오겠지
흐린 날도 날이 새면
해가 뜨지 않더냐
새파랗게 젊다는게 한밑천인데
째째하게 굴지말고
가슴을 쫙펴라
내일은 해가 뜬다
내일은 해가 뜬다

비가 새는 작은 방에
새우잠을 잔데도
고운 님 함께라면
즐거웁지 않더냐
오손도손 속삭이는
밤이 있는 한
째째하게 굴지 말고
가슴을 쫙펴라
내일은 해가 뜬다
내일은 해가 뜬다

사노라면 언젠가는
밝은 날도 오겠지
흐린 날도 날이 새면
해가 뜨지 않더냐
새파랗게 젊다는게 한밑천인데
한숨일랑 쉬지말고
가슴을 쫙펴라
내일은 해가 뜬다
내일은 해가 뜬다
내일은 해가 뜬다
내일은 해가 뜬다"
334,윤건,몇번을 헤어져도,"나머지 삶을 다 쓸게
오래된 확신 말할께
몇번을 헤어져도 다시 볼거야

운명은 잊지 않고서
우리를 데려 갈텐데
같은날 같은곳에 묶어줄텐데

따라온 이별은 끊고
너에게 무릎을 꿇고
처음부터 오직 너였어
나에 모든 사랑을 

운명은 잊지 않고서
우리를 데려 갈텐데
같은날 같은곳에 묶어줄텐데

따라온 이별은 끊고
너에게 무릎을 꿇고
처음부터 오직 너였어
나에 모든 사랑을 

운명은 잊지 않고서
우리를 데려 갈텐데
같은날 같은곳에 묶어줄텐데

아는지 병든 슬픔을 아는지
언제나 너를 가졌다 믿어도
갖지못한 사랑을



 "
335,유엔,희망사항,"청바지가 잘 어울리는 여자
밥을 많이 먹어도
배 안나오는 여자
내 얘기가 재미 없어도
웃어주는 여자
난 그런 여자가 좋더라
머리에 무스를 바르지 않아도
윤기가 흐르는 여자
내 고요한 눈빛을 보면서
시력을 맞추는 여자
김치볶음밥을 잘 만드는 여자
웃을때 목젖이 보이는 여자
내가 돈이 없을 때에도
마음 편하게 만날수 있는 여자
멋내지 않아도
멋이 나는 여자
껌을 씹어도
소리가 안나는 여자
뚱뚱해도 다리가 예뻐서
짧은 치마가 어울리는 여자

청바지가 잘어울리는 여자
밥을 많이 먹어도
배 안나오는 여자
내 얘기가 재미없어도
웃어주는 여자
난 그런 여자가 좋더라
머리에 무스를 바르지 않아도
윤기가 흐르는 여자
내 고요한 눈빛을 보면서
시력을 맞추는 여자
김치볶음밥을 잘 만드는 여자
웃을때 목젖이 보이는 여자
내가 돈이 없을 때에도
마음 편하게
만날수 있는 여자
멋내지 않아도
멋이 나는 여자
껌을 씹어도
소리가 안나는 여자
뚱뚱해도 다리가 예뻐서
짧은 치마가 어울리는 여자
여보세요 날 좀 잠깐보세요
희망사항이 정말 거창하군요
그런 여자한테
너무 잘 어울리는
난 그런 남자가 좋더라
나나나나나나나나나나
나나나나나나나나나나나나나
나나나나 나나나나나나나나
나나나나나나나
난 그런 여자가 좋더라
난 그런 여자가 좋더라"
336,쿄,서른번쯤,"한 하루 그날은 너를
멍하니 볼 수 밖엔 없었어
그때는 너무아파 휴- 말조차
할 수가 없었거든

제발 가지말라고
해봤지만 소용없는 거잖아
보는 거 그거라도 해야 했었어
마지막 일 테니까

나 없이 정말 어떤 거니
너 하는 일조차 귀찮아하면서
아파하며 살진 않는 거니
나 정말 니가 걱정이 돼

아냐 내가 못됐지 사실은 그랬으면 좋겠어
열 번쯤 스무 번쯤 또 서른 번쯤 너를 미워했어

나 없이 정말 어떤 거니
너 하는 일조차 귀찮아하면서
아파하며 살진 않는 거니
나 정말 니가 걱정이 돼

아냐 내가 못됐지 사실은 그랬으면 좋겠어
열 번쯤 스무 번쯤 또 서른 번쯤 너를 미워했어 -"
337,이승기,그래서 어쩌라고,"남자답지 못하게
우는 모습 싫다고
웃는 나만 기억할 수 있도록
눈물 참으라고
먼저 떠나게 되서 정말 미안하지만
시간 흘러 희미해질 때까지
조금만 견디라고
그래서 뭘 나보고 어쩌라고
이렇게 가는 걸 그냥 두라고
아무것도 난 변한게 없는데
아직 사랑하는데
너만 이렇게 혼자 변해버렸는데
셀 수 없는 기억들
니가 남긴 모든 흔적들
사진 가득 웃고있는 니 얼굴
이젠 다 잊으라고
그래서 뭘 나보고 어쩌라고
이렇게 가는 걸 그냥 두라고
아무것도 난 변한게 없는데
아직 사랑하는데
너만 이렇게 혼자 변해버렸는데
차라리 모든 내 사랑이 식도록
일부러 나에게 차갑지 그랬니
서로 아프지 않게
조금이라도 예감할 수 있게
준비할 수 있게
너 정말 이런 사람 아니잖아
이렇게 헤어질 우리 아니야
남자답지 못해 미안하지만
어서 그 발길 돌려
울고 있는 날 일으켜 주렴
너 없인 무엇도 할 수 없게 되버린 나"
338,이문세,옛사랑,"남들도 모르게 서성이다 울었지
지나온 일들이 가슴에 사무쳐
텅빈 하늘밑 불빛들 켜져가면
옛사랑 그이름 아껴 불러보네

찬바람 불어와 옷깃을 여미우다
후회가 또 화가 나 눈물이 흐르네
누가 물어도 아플것같지 않던
지나온 내모습 모두 거짓인가

이제 그리운것은 그리운대로 내맘에 둘거야
그대 생각이나면 생각난대로 내버려 두듯이

흰눈나리면 들판에 서성이다
옛사랑 생각에 그길 찾아가지
광화문거리 흰눈에 덮혀가고
하얀눈 하늘높이 자꾸 올라가네

이제 그리운 것은 그리운대로 내맘에 둘거야
그대 생각이나면 생각난대로 내버려 두듯이

사랑이란게 지겨울때가 있지
내맘에 고독이 너무 흘러 넘쳐
눈녹은 봄날 푸르른 잎새위에
옛사랑 그대모습 영원속에 있네"
339,엠씨더맥스 (M.C the MAX),Hope,"잠시 눈을 감아
저 마다 지닌 창을 닫고
시선들을 내 안으로 되돌려
삶의 무게들의
빛이 바래진 희망들의
마른 손을 용기내어 잡고서
잊지 않길 넘어져도
그저 잠시 뿐인 걸
내가 원한 세상을
가질수 있다면 기억하길
오래전 빛나던 꿈을
이 눈부심들을
입안에서 맴돌았던 그 말들 모두
가슴에서 참을 수 없이
또 터져 나오는
끝이 없는 소리들에
귀 기울이기를
나의 시작들이
아무 욕심도 없었듯이
나의 끝도 그 처음과 같기를
모자라서 행복하길
그저 비워가기를
치열했던 시절을
찾을 수 있도록 기억하길
오래전 빛나던 꿈을
이 눈부심들을
입안에서 맴돌았던 그 말들 모두
가슴에서 참을 수 없이
또 터져 나오는
끝이 없는 소리들에
귀 기울이기를
가슴에서 참을 수 없이
또 터져 나오는
끝이 없는 희망의 노래를
다시 부르며
저 하늘로 나는 새처럼
아무 미련 없이
멀리 보일 세상들 속에서
나 살아가기를"
340,터보,회상 (Acoustic Ver.),"보이지 않니 나의 뒤에 숨어서
바람을 피해 잠을 자고 있잖아
따뜻한 햇살 내려오면 깰거야
조금만 기다려
겨울 오면은 우리 둘이서
항상 왔었던 바닷가
시린 바람과 하얀 파도는
예전 그대로였지만
나의 곁에서 재잘거리던
너의 해맑던 그 모습
이젠 찾을 수 없게 되었어
아무도 없는 겨울의 바닷가
너무나 슬퍼보인다고
우리가 바다 곁에서
친구가 되자고
내 등에 숨어 바람을 피할 때
네 작은 기도를 들었지
언제나 너의 곁에
우리 항상 함께 해 달라고
거친 파도가 나에게 물었지
왜 혼자만 온 거냐고
넌 어딜 갔냐고
보이지 않니 나의 뒤에 숨어서
바람을 피해 잠을 자고 있잖아
따뜻한 햇살 내려오면 깰거야
조금만 기다려
다시는 너를 볼 수 없을거라는
얘기를 차마 할 순 없었어
하지만 나도 몰래
흘린 눈물 들킨거야
그녈 절대로 찾을 수 없다고
나를 스쳐갔던 바람이 말했나봐
어딜가도 그녀 모습
볼 수가 없다고
내게 말했나봐 어딜갔냐고
말을 하라고
자꾸만 재촉하던 바다가
결국엔 나처럼
눈물이 되고야 말았어
하얗게 내린 바다의 눈물로
니 모습 만들어 그 곁에
서 누워 네 이름을 불러봤어
혹시 너 볼까봐
녹아버릴까 걱정이 됐나봐
햇살을 가린 구름
떠나지 않잖아
너 없는 바다 눈물로만 살겠지
거칠은 파도 나를 원망 하면서
너 없이 혼자 찾아오지 말라고
널 데려오라고
니 모습 볼 수
없다 해도 난 알아
내 볼에 닿은 하얀 함박 눈
촉촉한 너의 입맞춤과
눈물 이라는 걸
그녈 절대로 찾을 수 없다고
나를 스쳐갔던
바람이 말했나봐
어딜가도 그녀 모습 볼 수가
없다고 내게 말했나봐
어딜 갔냐고 말을 하라고
자꾸만 재촉하던 바다가
결국엔 나처럼
눈물이 되고야 말았어
니 모습 볼 수
없다 해도 난 알아
내 볼에 닿은 하얀 함박 눈
촉촉한 너의 입맞춤과
눈물 이라는 걸"
341,이승기,암연,"내겐 너무나 슬픈
이별을 말할 때
그댄 아니 슬픈 듯
웃음을 보이다
정작 내가 일어나
집으로 가려 할 때는
그땐 꼭 잡은 손을 놓지 않았어

울음을 참으려고
하늘만 보다가
끝내 참지 못하고
내 품에 안겨와
마주 댄 그대 볼에
눈물이 느껴질 때는
나도 참지 못하고 울어버렸어
사랑이란 것은
나에게 아픔만 주고
내 마음 속에는
멍울로 다가와
우리가 잡으려 하면
이미 먼 곳에
그땐 때가 너무 늦었다는데
차마 어서 가라는
그 말은 못하고
나도 뒤돌아서서
눈물만 흘리다
이젠 갔겠지 하고
뒤를 돌아보면
아직도 그대는 그 자리에

사랑이란 것은
나에게 아픔만 주고
내 마음 속에는
멍울로 다가와
우리가 잡으려 하면
이미 먼 곳에
그땐 때가 너무 늦었다는데
차마 어서 가라는
그 말은 못하고
나도 뒤돌아서서
눈물만 흘리다
이젠 갔겠지 하고
뒤를 돌아보면
아직도 그대는 그 자리에
아직도 그대는 그 자리에"
342,브라운 아이즈,한걸음,"한걸음 두걸음
내게서 멀어져만 가는 널
바라만 보는 걸
어제도 오늘도 그렇게
니 전화만 기다려
한참을 기다려 이젠
여전히 니 맘에 닿지못한
이 노래가 메아리처럼
되돌아와도
나의 노래는
언제나 널 위한 선물
내 맘을 울렸던 그 멜로디
오늘도 그저 웃으며
노래 부르네
한걸음 뒤에서
멀어지는 널 보며
한걸음 두걸음
조금씩 멀어져만 가는 널
바라만 보는 걸
어제도 오늘도 그렇게
돌아오길 기다려
한참을 기다려 이젠
여전히 니 곁에 가지못한
내 사랑이 메아리처럼
되돌아와도
나의 노래는
언제나 널 위한 선물
내 맘을 울렸던 그 멜로디
오늘도 그저 웃으며 노래부르네
한걸음 뒤에서
멀어지는 널 보며

이런 날 아는지 무심한 너인데
그래도 오늘도 내 마음 너에게
나의 노래는 언제나
널 위한 선물
내 맘을 울렸던 그 멜로디
오늘도 그저 웃으며 노래부르네
한걸음 뒤에서
멀어지는 널
나의 노래는 언제나
널 위한 선물
내 맘을 울렸던 그 멜로디
오늘도 그저 웃으며 노래부르네
한걸음 뒤에서
멀어지는 널 보며"
343,SHINee (샤이니),마지막 선물 (Last Gift) (In My Room - Prelude),"눈을 뜨기 조차 싫었어
솔직히 믿기지 않았어
마지막 헤어지잔 인사는
낯설기만 하니까
터지는 한숨만 자꾸 뱉어
두려워 가슴이 맺혀
한마디 예고 없이 이별
건네는 널 어떻게 믿어
I don't know why I can't move on
발걸음이 떨어지질 않아
거짓말 같아 오늘 하루가
가슴 한쪽이 아파와
너에게 끼워준 반지가
내 손에 차갑게 돌아와
내 마음도 같이 돌려받은
마지막 선물
이별인 걸

나만의 추억들일까
영화 한 장면처럼 널 만났던
기억이 날 놓질 않는지
나만 아픈 건지
I don't know why I can't move on
니가 다시 돌아올 것 같아
혹시 지금쯤 후회 중일까
난 아직도 움직일 수 없어
너에게 끼워준 반지가
내 손에 차갑게 돌아와
내 마음도 같이 돌려받은
마지막 선물
언제부터 어긋난 건지
어디부터 잘못된 건지
내 마음이 너를 놓지 않아
정말 끝인지
이별인 걸
난 쉽지 않아 내 인사처럼
내 마음이 내 맘처럼 되질 않아
널 잊으려 다짐을
독하게 해봐야겠지
잘 견딜 수 있게

너에게 끼워준 반지가
내 손에 차갑게 돌아와
내 마음도 같이 돌려받은
마지막 선물
이별인 걸
언제부터 어긋난 건지
어디부터 잘못된 건지
내 마음이 너를 놓지 않아
정말 끝인지
나에겐 one last love"
344,동방신기 (TVXQ!),넌 나의 노래 (You're My Melody),"눈을 감으면 들려오는 소리들
그대의 마음을 그대의 작은 생각들을
내 맘의 많은 잡음 때문에
듣지 못했었나봐 미안해 미안해
눈물의 시간이 이젠 history
걱정하지마 Because
You're my melody 너를 연주할께
On&On 넌 나의 노래 내 삶의 사운드트랙
인생의 무댈 밝혀주는 너를 사랑해
또 불러줄래 넌 나의 노래
I'm sorry란 말을 하기 싫었던
자존심 많았던 너무도 맘이 가난했던
내 영혼이 말라가고 있을 때
모든게 무너질때 내게 와줄래
슬픔의 시간도 노래처럼
꼭 끝이 있는걸 Because
It's your love your love
내게 사랑을 들려주던
그댄 나의 리듬 내 삶의 선물
늘 항상 곁에서 아름다운 꿈이 되어줘
또 불러줄래 넌 나의 노래
수 없이도 많은 sad love songs
우릴 노래하는 것 같아도
이 순간 내 곁을 지켜주는
그댄 무엇보다 소중한걸요
눈을 감으면 들려오는 소리들
그대의 마음을 이젠 불러요
You're my melody 너를 연주할께
On&On 넌 나의 노래 내 삶의 사운드트랙
인생의 무댈 밝혀주는 너를 사랑해
또 불러줄래 넌 나의 노래
It's your love your love
내게 사랑을 들려주던
그댄 나의 리듬 내 삶의 선물
늘 항상 곁에서 아름다운 꿈이 되어줘
또 불러줄래 넌 나의 노래
It's your love your love
내게 사랑을 들려주던
그댄 나의 리듬 내 삶의 선물
늘 항상 곁에서 아름다운 꿈이 되어줘
또 불러줄래 넌 나의 노래"
345,SG 워너비,사랑하고 싶어,"눈에 비춰지는 세상 풍경 속에
우리 사랑했던 추억들은
어디 쯤에있나
늦은 아침에 일어나 초라한
내 얼굴 단장하고 묻곤 해
잘 지내는지
좁은 방안 선명한 시계소리
흔들리는 초침마저 가시처럼
찌르고
그틈새로 흘러내리는 추억
다시 담아보려고 해도
사랑하고 싶어 되돌리고만 싶어
멈춰버린 운명을 움직일수
있다면
눈물을 쏟아내다 텅빈
공간속에 울리는 너의 이름
쓰린 기억 내 손에 움켜쥐고
흐르는 저 강물 위로 던질수만
있다면
거리마다 네가 묻어있는데
어떻게 지워낼수 있어
사랑하고 싶어 되돌리고만 싶어
멈춰버린 운명을 움직일 수
있다면
눈물을 쏟아내다 텅빈
공간속에 울리는 너의 이름
헤어지고 싶어 너와의 추억모두
그래야 살수있는 내 가난한
사랑도
버리고만 싶은데 자꾸 붙잡게돼
살고싶은 날 위해"
346,썸데이,알고 있나요 (Duet Ver.) (Feat.제아 브라운아이드걸스),"아나요 그대는 느끼죠 그대도
가슴이 말하고 있는 사랑이란걸요
들려요 그대는 보아요 그대도
꽃처럼 피어나는 수줍은 내 맘을
난 햇살에 눈이 부신
싱그런 아침이 오면
사랑에 눈을 뜨며 노랠하죠
오직 그대 하나만 위해서
For you I love only you
설레이는 마음 가득해
향기로운 커피처럼 부드러운
내 숨결을 그대만 보네요
안겨요 그대가 내품에 잠들죠
등뒤에 기대고 싶은걸 사랑이란걸요
달콤한 그대의 입술과 손길은
모든걸 감싸고 행복을 주네요
서로만 바라봐요 우리손을 꼭 잡아요
행복한 기분이죠 눈부신 운명이죠
사랑의 향기에 취해보아요
그대 내 눈을 보아요
설레이는 마음 가득해
마법같은 키스처럼 따사로운
이 마음을 그대는 알까요
아나요 그대는 느끼죠 그대도
심장이 두근거리는걸 잡을수 없어요
숨어도 보이죠 그대는 화려한
꽃보다 더 아름다운 사람이랍니다
서로만 바라봐요 우리 손을 꼭 잡아요
행복한 기분이죠 눈부신 운명이죠
사랑의 향기에 취해보아요 영원히
아나요 그대는 느끼죠 그대도
가슴이 말하고 있는건 사랑이란거죠
우리를 비추는 밤하늘 별들도
소중한 내 기억으로 사랑을 만들죠
고백해 난 그대만을 사랑합니다"
347,Ignite,Good Memories (Feat. 하늘) (Full Ver.),"우리 둘의 Love story
잊지 못할 Memories
너와 나 우리였을
그때로 돌아가려 해봐도
끝나버린 Sad story
하지만 이것 하나만 약속해줘
행복한 기억만 간직해줘
바람결에 눈을 감아봤어
내 옷에 베인 너의 그 향기가
너를 기억해 마지막까지
냉정하게 돌아섰던 너였지만
가끔은 문득 너의 생각에
알 수 없이 미소를 지으며
흘러가는 시간에 너를 맡기며
하루를 보내곤 해
우리 둘의 Love story
잊지 못할 Memories
너와 나 우리였을
그때로 돌아가려 해봐도
끝나버린 Sad story
하지만 이것 하나만 약속해줘
행복한 기억만 간직해줘

이렇게 난 잊혀지는 거니
그렇게 넌 무뎌져만 가니
아직도 나는 너를 그리고
너에 취해서 잠들며 널 생각해
가끔은 문득 너의 생각에
알 수 없이 미소를 지으며
흘러가는 시간에 너를 맡기며
하루를 보내곤 해
간절했던 꿈들도
시간에 맡겨두고
너와 나 우리였을
그때로 돌아가려 해봐도
이것만 기억해줘 우리에게는
버릴 추억은 없다고
아팠던 기억 내게 묻어줘

우리 둘의 Love story
잊지 못할 Memories
너와 나 우리였을
그때로 돌아가려 해봐도
끝나버린 Sad story
그 웃음까지 잊진 못하겠지만
널 잊어볼께
나 그래볼께"
348,조덕배,나의 옛날이야기,"쓸쓸하던 그 골목을
당신은 기억하십니까
지금도 난 기억합니다
사랑한단 말 못하고
애태우던 그 날들을
당신은 알고 있었습니까
철 없었던 지난 날의
아름답던 그 밤들을
아직도 난 사랑합니다
철없던 사람아
그대는 나의 모든 것을
앗으려 하나
무정한 사람아
수줍어서 말 못했나
내가 싫어 말 안했나
지금도 난 알 수 없어요
이 노래를 듣는다면
나에게로 와주오
그대여 난 기다립니다
무정한 사람아
이 밤도 나의 모든 것을
앗으려 하나
철 없던 사람아
오늘밤도 내일 밤도
그리고 그 다음 밤도
영원히 난 기다립니다"
349,웅산,지독한 사랑,"잊혀진건 아닌가봐요
자꾸 나는 눈물이 나요
정말 그대 그대란 사람
정말 모질기도 하네요
그대가 내게 남겨준 사랑때문에
잠시 잊고 지낸 눈물이 나네요
내 맘을 다해서 지우려 해도
숨쉴때마다 늘 가슴에 있는데
들리나요 내사랑
내 슬픈 목소리가 불러도 불러도
못 본척 나를 외면하고 가네요
왜이리 아픈가요
내 지친 작은 영혼이 잠시 머물다가
내 못난 슬픈 사랑의 죄가

나 바보같은 사랑은 눈이 멀어서
보이지 않아요 그대만 보여요
내 바보같은 사랑은 귀가 멀어서
들리지 않아요 그대만 보여요
들리나요 내사랑 내 슬픈 목소리가
버려도 버려도 비워지지 않는 그대라는
사람아 왜이리 아픈가요
내 지친 작은 영혼이 잠시 머물다가
내 못난 슬픈 사랑이
알았어요 우린 너무 다르죠
어디서 잘못된건 알 수 없지만
가져가요 이 사랑도
들리나요 내 사랑 내 아픈 목소리가
그렇게 안다면 떠난다면
다시 돌아보지 말아요 왜이리 아픈가요
내 가슴을 도려낸 비난도 참아야만
했던 내 못난 슬픈 사랑의 죄가"
350,디아,울어도 울어도,"아무말 없이 그냥 보냈어
내 눈에 눈물이 미처 마르기 전에
이럴거였니 버릴거였니 제발
덜컥 겁이나 아니라 믿었어
차라리 사랑했단 그런 미련조차
남기지마 비참하게 이렇게
떠날꺼면 왜 내 맘 가져가
울어도 웃어도 떠날 너일테니까
차마 돌아보지말고 떠나
죽어도 살아도 잊지못할테지만
우리 이제 이대로 헤어져
잊혀지겠니 지울 수 있니 설마
버려두기엔 내 맘이 너무 커
처음부터 꿈이라고 나를 미친듯이
괴롭혀도 어차피 넌 멀어져 모르잖아
내 맘 못보잖아
울어도 웃어도 떠날 너일테니까
차마 돌아보지말고 떠나
죽어도 살아도 잊지 못할테지만
우리 이제 이대로 헤어져
울어도 울어도 울어도 울어도
울어도 울어도 이제
헤어져야만 하는거니
울어도 웃어도 떠날 너일테니까
차마 붙잡지 못하고 떠나
죽어도 살아도 잊지 못할 테지만
우리 이제 이대로 헤어져
울어도 울어도 울어도 울어도"
351,마야,흔들려요,"요즘 한사람이
나를 좋아한데요
아직 내맘속에
그대 있는줄 모르고
너무 미안해서 그냥 받아줬는데
이젠 그사람이 자꾸 기다려져요
흔들려요 흔들려요
자꾸 맘이 흔들거려요
바로옆에서 좋은사람이
나를 사랑한다하는데
미안해요 미안해요
내 마음 말해야하는데
어떻게요 어떻게요
내가 돌아설수 있게 놓아줘요
서로 알고있죠 우리 여기까진걸
차마 미안해서
서로 말을 못한거죠
이별 한 것 만도
벌써 열 번이넘죠
익숙 해진사랑
이젠 끝내야하죠
흔들려요 흔들려요
자꾸 맘이 흔들거려요
바로옆에서 좋은사람이
나를 사랑한다하는데
미안해요 미안해요
내 마음 말해야하는데
어떻게요 어떻게요
내가 돌아설수 있게 놓아줘요
우리의 추억들이 있던 그 자리에
다시 우연히 만나도
서로 모른척해요
혹시 내가먼저
그대를 붙잡더라도
차갑게 돌아서
나를 울리면돼요
흔들려요 흔들려요
자꾸 맘이 흔들거려요
바로옆에서 좋은사람이
나를 사랑한다하는데
미안해요 미안해요
내 마음 말해야하는데
어떻게요 어떻게요
내가 돌아설 수 있게 놓아줘요
이제 우리 사랑은 끝난거죠"
352,성시경,한번의 사랑,"첨부터 널 사랑할 걸
이렇게 될 것을 알았더라면
우리의 지난 행복 너무 짧았는데
아니 그래도 내겐 충분했어
사라지는 걸 잡으려 애쓰진 마
나의 사랑은 어제의 네가 아닌 걸
오늘의 너를 지금의 너를
난 사랑하고 있어
내일의 너도 그 어떤 너도
나는 사랑할 테니
잠시 널 버렸던 그 시간이
아직도 나는 너무 아파
날 위해 조금 더 머물러줘
이렇게 너를 보낼 수는 없어
마지막까지 함께 갈 수 있다면
나의 무엇도 네게 줄 수만 있다면
눈부신 햇살 눈부신 하늘
너와 나누고 싶어
세상 모든 것 아름다운 것
모두 다 너에게만
하지만 널 위해
아무것도 할 수가 없어 너무 아파
이젠 그만 놓아 달라는 널 위해
한 번의 사랑 수 많은 눈물
그게 내 몫이라면
한 번의 사랑 그게 너라면
후회는 없을 테니
변해가는 너를 지켜보는
슬픔을 내게 허락해줘
날 위해 조금 더 머물러줘
이렇게 너를 보낼 수는 없어"
353,어쿠스틱 콜라보,고백,"그대 내겐 너무나 소중한 사랑
나를 따뜻하게 감싸준
그대에게 나도 말하고 싶어
나도 그댈 사랑한다고
그대는 내겐 너무나 소중한 사랑
그대는 내게 따뜻함을 느끼게 해
처음엔 너를 낯설어하고
내 사랑인줄 몰랐지만
내안에 깊숙이 들어와 이제는
그대없이 살수없는데
그대 내겐 너무나 소중한
사랑 나를 따뜻하게 감싸준
그대에게 나도 말하고 싶어
나도 그댈 사랑한다고
처음엔 너를 낯설어하고
내 사랑인줄 몰랐지만
내안에 깊숙이 들어와 이제는
그대없이 살수없는데
그대는 내겐 너무나 소중한
사랑 나를 따뜻하게 감싸준
그대에게 나도 말하고 싶어
나도 그댈 사랑한다고
내겐 너무나 소중한 사랑
나를 따뜻하게 감싸준
그대에게 나도 말하고 싶어
내가 더 그댈 사랑한다고
내가 더 그댈 사랑한다고
내가 더 그대에게 고마운걸요"
354,신화,Hurts,"살며시 옆에 누워
니 얼굴 가슴에 새겨
너 역시 힘들텐데
곤히 잠든 얼굴로
행복한 꿈을 꾸는 너
웃어도 웃어지지 않아
추억에 사로잡힐 때
아침이 오지 않았으면
널 보낼 수 없게
and it hurts and it hurts so bad
우리 마음과 입술은
서로 다른 말을 하는데
아파할텐데
and it hurts and it hurts so bad
영원히 내 가슴엔
너밖에 없어
왜 모르니 넌 왜 모르니
and it hurts
Let it hurt Let it hurt
Let it hurt so bad
Let it hurt Let it hurt
Let it hurt so bad
약해지지 말자
생각과 말은 다르게
가슴에 번진 잉크와 눈물이 마르게
한 줌의 재처럼 잡을 수 없는 새처럼
날 깨뜨려 그 속에서 널 떠나 보내게
차갑게 고갤 돌려
함부로 던진 말들에 난
진심이 아니면서
서로의 맘을 찢어놔
주워 담을 수 없는 말
더 이상 사랑하지 않아
그 사람과 행복했으면 해
마지막 부탁이야 제발 그냥 가줘
and it hurts and it hurts so bad
우리 마음과 입술은
서로 다른 말을 하는데 아파할텐데
and it hurts and it hurts so bad
영원히 내 가슴엔
너밖에 없어
왜 모르니 넌 왜 모르니
and it hurts
이제 겨우나 배웠어
널 사랑하는 법
갈피 조차 못 잡겠어
너와 이별하는 법
모두 변해가는 것에
길들여져 가는 것 사는 것
많은 것을 다 포기해 가는 것
가슴 높이까지 쌓인
밤새 내린 눈을 치워
웃는 삐에로 화장을 나는 지워
복구 할 수 없는 휴지통을 비워
미로 위로 날 건져주길 기도
아침이 오면
달콤한 꿈에서 깨서 떠나겠지
I don't want Nobody else but you
보내야 하는데
and it hurts and it hurts so bad
우리 마음과 입술은
서로 다른 말을 하는데 아파할텐데
and it hurts and it hurts so bad
영원히 내 가슴엔
너밖에 없어
왜 모르니 넌 왜 모르니
and it hurts
아무것도 안보여
눈물이 차올라서
어디부터 잘못됐는지
머리 속에 맴돌았어
몰랐어 I was wrong
내 욕심 때매 now you're gone
And I want you back
baby girl I want you back"
355,윤하 (YOUNHA),눈물이 한방울,"내 가슴이 이렇게
아픈건지 몰랐어
내 붉어진 이 두눈에
이렇게 눈물이
넘칠지 몰랐어
내 입술이 널 찾고
애태우고 불러도
넌 대답하지 않아 오지 않아
죽을것만 같은데
사랑한다고 말했어
가지말라고 말했어
니가 없이는 니가 없이는
난 자신이 없어 없어
가슴에 멍이 들었어
마음의 병이 들어버렸어
날 사랑해줘 너 돌아와줘
내 품으로
내 눈물이 한방울씩
떨어질때마다
널 지우고 싶은데 잊고픈데
나는 그게 잘안돼
사랑한다고 말했어
가지말라고 말했어
니가 없이는 니가 없이는
난 자신이 없어 없어
가슴에 멍이 들었어
마음의 병이 들어버렸어
날 사랑해줘 너 돌아와줘
내 품으로
가슴 아프게 왜 날 울려
사랑했던 날 니가 왜 버려
자꾸 생각나 너무 그리워져
너 때문에 나 미칠것만 같은데
날 사랑하면 안되니
너 돌아오면 안되니
참 좋았는데행복했는데
난 잊을수 없어없어
가슴에 멍이 들었어
마음의 병이 들어버렸어
날 사랑해줘 너 돌아와줘
내 품으로
나를 안아줘 꼭 돌아와줘
널 사랑해"
356,포지션,I Love You (2013 New Ver.),"I love you
사랑한다는
이 말 밖에는
해줄 말이
없네요
I love you
의미 없는 말이
되었지만
사랑
해요
이제와서
무슨 소용
있겠어요
다신 볼 수 없는
이별인데
돌이킬 수 없는 걸
잘 알고 있지만
어떻게든
그대 잡아
두고 싶은걸
우
이 세상
아니라도
언젠가
우리 다시
만날텐데
눈물
한방울도
보여선
안되겠죠
사랑에
빠지게
만들었던
미소로
날 떠나요
그 미소
하나로
언제라도
그대를
찾아낼 수
있게
I love you
기억하나요
처음 그대에게
느낀
그 떨림
I love you
오랜 후에서야
내게 해준
그대 그
한마디
우리사랑
안될거라
생각했죠
너무나도
아름다웠기에
돌아서려
했었던
내 앞의
그대는
꿈만같은
사랑으로
다가 왔었죠
우
이 세상
아니라도
언젠가
우리 다시
만날텐데
눈물
한방울도
보여선
안되겠죠
사랑에
빠지게
만들었던
미소로
날 떠나요
그 미소
하나로
언제라도
그대를
찾아낼 수
있게
언젠가
우리 다시
만나면
약속 하나만
해요
이렇게
아프게
너무 쉽게
헤어질
사랑하진
마요"
