,제목,가수,가사
1399,프로포즈,길구봉구,"이렇게 바라보면
자꾸만 또 가슴이 뛰잖아
내 맘에 별이 되어 줄래
나의 전부인 사람
언제나 나의 옆에 서 있어 줘
어둠 속의 촛불이 돼 줘
내 눈을 보며 웃어 줘
이렇게 고백할게
너는 거기에 있어 줘
언제까지나
그 모습 그대로 있어 줄래
세상의 단 한 사람
가로등 비추던 그 거리에 서서
난 고백할게요
이젠 나를 바라봐 줘
나의 곁에서
이 밤이 다 지나기 전에
오랜 시간이 지나 옆에 있어 줄
사람이 너였으면
비 오는 거리에 우산을 들고
너를 기다리고 있을게
내리는 비를 막아 줄 사람이
되어 줄게
너는 거기에 있어 줘
언제까지나
그 모습 그대로 있어 줄래
세상의 단 한 사람
가로등 비추던 그 거리에 서서
난 고백할게요
이젠 나를 바라봐 줘
나의 곁에서
이 밤이 다 지나기 전에
오랜 시간이 지나 옆에 있어 줄
사람은 너야
계절이 변해도 난 그대로
너의 옆에 서 있을게
너의 눈에 고인 눈물 닦아 줄게
난 너를 이렇게 또 안아 줄게
하나만 약속해
오직 하나만
어디든 숨지 말아줘
오랜 시간이 지나 옆에 있어 줄
사람이 너였으면"
1400,영화 같던 날,CHEEZE (치즈),"한 번 단 하루의 짧은 순간
그때였던걸까
그때 느꼈을까
설명할 수 없는 마음이
그대와 있으면
그렇게 떠올라
그저 이 순간 지금 함께한
모든 날들이 내겐 아름다울뿐
It's beautiful time
매번 소리나게 가슴이 뛰고
It's a beautiful day
아름다운 하루
그림 같던 날
영화 같던 밤
모든게 잊혀지던
너와 beautiful day
This beautiful day
It's beautiful
여길 지나가는 모든 것들
그중에 너만 날 보고 오고있어
잠시 잠시 날 찾아왔던
네가 지금까지 이렇게 머물러
그저 이 순간 내 곁에 머물던
너와 함께한 날이 아름다웠어
It's beautiful time
매번 소리나게 가슴이 뛰고
It's a beautiful day
아름다운 하루
그림 같던 날
영화 같던 밤
모든게 잊혀지던
너와 beautiful day
This beautiful day
It's beautiful
그리운 날엔 너의 이름을 눌러적고
그래도 남는 날엔 기억으로 널 그렸어
그래서 모든 날이
내겐 beautiful day
This beautiful day
It's beautiful"
1401,그녀의 연인에게 (2022),정이한 (더 넛츠),"알고있나요 지금 그대 가진 행복
내겐 아픈 이별이란걸
그녀가 나를 떠나가기 전에
나도 그대처럼 행복할 수 있었죠
설레임이 가득한 그대 하루만큼
나의 하룬 길고 외로워
어쩌면 나는 바랬는지 몰라
두 사람의 사랑 또한 이별이 되길
이런 나를 이해해요
그댈 미워할 수 밖에 없는 날
그대가 난 눈물이 날만큼 부러웠었죠
꼭 하나만 바래요
날 대신해 그녈 영원히 지켜줘야 해요
내가 못이룬 사랑
이제는 다 모두 이룰 그대
행복하길 그녀의 사랑이니까
이 세상에 누구보다
그대 좋은 사람이길 바래요
나보다 더 그녀를 아끼고 사랑할 사람
꼭 하나만 바래요
날 대신해 그녈 영원히 지켜줘야해요
내가 못이룬 사랑
이제는 다 모두 이룰 그대
행복하길 그녀의 사랑이니까
꼭 하나 기억해요
이 세상에
난 추억이 되어 잊혀지겠지만
오랜 간절함에도
내겐 허락되지 않던 사랑
모두 가진 바로 그대라는 걸"
1402,삭제,이승기,"헤어진 다음날
네 목소리 없이
아침에 혼자
눈을 뜨게 된 거야
실감이 안나
전화기를 켜보니
네 사진은 우리 둘 사진은
그대로 있는데 여기 있는데
어떡해 벌써 보고 싶은데
이젠 지워야겠지
모두 지워야겠지
웃는 너의 사진을
행복한 우리 사진을
한 장씩 너를 지울 때마다
가슴이 아려와
너의 사진이 점점 흐려져
사진 속 너를 불러도 보고
너를 만져도 보고
너무 잔인한 일이야
너를 지우는 일
그대로 있는데 웃고 있는데
사진 속 네가 웃고 있는데
이땐 행복했나봐
이땐 몰랐었나봐
우리 좋았었는데
우리 좋았을 텐데
한 장씩 너를 지울 때마다
가슴이 아려와
너의 사진이 점점 흐려져
사진 속 너를 불러도 보고
너를 만져도 보고
너무 잔인한 일이야
너를 지우는 일
이젠 눈 감고 널 지워
어차피 우린 아닌 거잖아
이젠 눈 감고 널 지워
마지막 사진 한 장 뿐
마지막 너의 얼굴이 보여
너무 아름다워요
이제 다시는 볼 수 없음에
한 번 더 너를 불러도 보고
너를 만져도 보고
너무 잔인한 일이지만은
널 지웠어"
1403,소나기,김장훈,"잠시 뿐일꺼야
곧 끝날꺼야 또 해가 뜰꺼야
갑자기 왔다 적시고 간다
소나기 소나기
날이 참 좋았는데
화창했는데 말 없이 내리네
갑자기 왔다 적시고 간다

우산없이 살다가 아주 흠뻑 젖었네
정신없이 살다가 울다가 웃다가
울다가 웃어야지 소나기
내가 눈을 떠야 세상이 있어
눈 감으면 되잖아
잠시꿈을 꾸며
그리고 눈을 뜨면 괜찮아
내가 찾아가야 인생이 있어
또 내일이 있잖아
오늘 하루만 소나기
무지개가 피고 기지개를 피고
다 잊어버리고 갑자기 왔다
적시고 간다

우산없이 살다가 아주 흠뻑 젖었네
정신 없이 살다가 울다가 웃다가
울다가 웃어야지 소나기
내가 눈을 떠야 세상이 있어
눈감으면 되잖아
잠시꿈을 꾸며
그리고 눈을 뜨면 괜찮아
내가 찾아가야 인생이 있어
또 내일이 있잖아
오늘 하루만 소나기

내가 눈을 떠야 세상이 있어
눈감으면 되잖아
잠시꿈을 꾸며
그리고 눈을 뜨면 괜찮아
내가 찾아가야 인생이 있어
또 내일이 있잖아
오늘 하루만 소나기"
1404,나침반,이적,"고단한 하루가 끝나지 않는
이미 늦은 저녁
전화기 너머 들리는 네 웃음소리
난 다시 일어날 수 있어
아직 내겐 너라는 선물이 있으니까
아직 이 황량한 세상 속에
너는 내 곁에 있어주니까
아침마다 쏟아지는 햇살이
부담스러울 때
어느새 곁에 다가와 잠든 네 얼굴에
난 다시 일어날 수 있어
아직 내겐 너라는 선물이 있으니까
아직 이 황량한 세상 속에
너는 내 곁에 있어주니까
어지러웠던 하루하루가
먹구름처럼 내 앞을 가로막아도
너의 눈빛이
마치 꼭 나침반처럼
내 갈 길 일러주고 있으니
아직 내겐 너라는 선물이 있으니까
아직 이 황량한 세상 속에
너는 내 곁에 있어주니까"
1405,Love you on Christmas,백예린 (Yerin Baek),"Merry Christmas
그대와 함께 보내고 싶은 이 밤
다음 날 일어나 열어보는
선물보다 더 기대되는 이 밤
특별한 날이라서
행복한 게 아냐
그저 그대와 함께라서
고요함이 깃드는 밤
몰아치는 한 겨울의 파도 같은 그대
그댄 나만의 Christmas
나의 따뜻한 촛불 빛나는 별빛
Love you on Christmas
Merry Christmas
일어나서 서로의 눈을
마주치는 아침
지금껏 보냈던 날들과는 달라
불안하고 외로운 마음 다 사라져
특별한 날이라서 행복한 게 아냐
그저 그대와 함께라서
고요함이 깃드는 밤
몰아치는 한 겨울의 파도 같은 그대
그댄 나만의 Christmas
나의 따뜻한 촛불 빛나는 별빛
Love you on Christmas
그댄 나만의 Christmas
Love you on Christmas"
1406,별 짓 다해봤는데 (잘자요 꿈의 요정 드림캐처),벤,"오늘 우린 모든 걸 끝냈어
웃으면서 헤어졌어
만난 동안 행복했었다고
악수도 나눴어
잘 가라는 너의 한마디가
내 귓가에 맴도는데
서러워서 너무 서러워서
눈물을 삼켰죠
노래만 불렀어
온종일 이불 속에 얼굴을 묻고
목이 다 쉬도록 미친 듯
소리치며 노래 불렀어
마음에도 없는 사람과
하룻밤 풋사랑에 빠져도 봤고
널 잊고 싶어서 별짓 다해봤는데
너를 잊을 수 없어
그까짓 이별 한번 겪었다고
사람이 다 죽진 않아
못 견디게 괴롭고 아파도
언젠가 잊혀져
노래만 불렀어
온종일 이불 속에 얼굴을 묻고
목이 다 쉬도록 미친 듯
소리치며 노래 불렀어
마음에도 없는 사람과
하룻밤 풋사랑에 빠져도 봤고
널 잊고 싶어서 별짓 다해봤는데
너를 잊을 수가 없어
할 말이 있었어
왜 나를 떠났는지 묻고 싶었어
자존심 상하고 너무나 속상해서
묻지 못했지만
이 말은 하고 싶었어
너무나 사랑해서 미안하다고
너 밖에 모르고 너에게 미쳤던 게
정말 미안해
미안해"
1407,이해해,박다혜,"지난 사랑에
많이 힘들어한 널
알면서 내가 시작했던 사랑
내 위로에 웃는 널 보며
다 잊은 줄 알았어
고맙다며 날
꼭 안아줬으니까
언제부턴가 너는
고민 있는 사람처럼
딴생각에 잠겨 있는
그런 너를 본대도
이해해
다 너를 욕하겠지만
이해해
그 사람 넌 오래 만났으니까
네가 다 잊을 때까지
내가 기다리면 돼
이해해 날 볼 때 그 사람
겹쳐 본다 해도
우연히 봤어
핸드폰 속의 사진
지우지 않고 가지고 있더라
불쑥 찾아온 불안한 맘
네게 전화했지만
오늘따라 더
연락이 안 되는 너
흔들리는 널 봐도
모르는 척 밝게 웃고
어색하게 장난치는
내 모습이 불쌍해
이해해
다 너를 욕하겠지만
이해해
그 사람 넌 오래 만났으니까
네가 다 잊을 때까지
내가 기다리면 돼
이해해 날 볼 때 그 사람
겹쳐 본다 해도
스쳐 지나갈 시간이면 좋겠어
헤어지자는 그 말 하진 말아줘
궁금해
날 사랑하고 있는지
이해해
힘들어하는 네 마음
그 사람 못 잊어서
날 대신 만나도
나는 괜찮아 네가 없는 게
더 싫으니까
이해해 날 볼 때 그 사람
겹쳐 본다 해도
날 두고 그 사람 찾아 가지마"
1408,I Wish,오윤혜,"너무 아파서 떠나간 이 맘을
그 마음을 모은게 나 혼자가 아니었나
가라고 가라고 가라고
모질게 떠나보냈던 맘이
그립다 자꾸 그립다 되뇌이다가

아무도 모르게 한번 사진을 보다가
그대 생각에 잠 못 들다가
니 얼굴만 보다가 체념에 머물다가
다시 날 보고싶다 보고싶다
바라고 바라고 바라고 바래

이젠 더 이상 아프지 않기를
자꾸만 날 울리는
니 모습이 더 멀어지길
가라고 가라고 가라고
모질게 떠나보내왔던 맘이
그립다 자꾸 그립다 되뇌이다가

아무도 모르게 다시 널 사랑하다가
지쳐 내 맘이 무너지다가
널 원망도 하다가 내가 미워지다가
그러다 보고싶다 보고싶다
바라고 바라고 바라고 바래

혹시 나 우연히 너와 마주칠까
괜한 기대에 길을나서
너를 처음 만나던 그 날처럼

지워야 한다고 애써 두 눈을 감아도
흘러 내린 눈물을 막아도
또 어느새 생각나 오래된 습관처럼
다시 널 보고싶다 보고싶다
바라고 바라고 바라고 바래"
1409,나 혼자서,티파니 (TIFFANY),"제발 모른체 지나가요
제발 눈길도 주지마요
모래바람 같은 날들에
아무것도 내게 주지마요
내 마음 하나 접어두고
내 눈물 하나 숨겨두고
처음 본 것처럼 낯선 사람처럼
지나가요 그래야만 해요
나 혼자서 사랑을 말하고
사랑을 보내고
혼자 쌓은 추억에
겹겹이 눈물이 배어
먼 곳에 있어도 그대 행복하길
나의 사랑을 가슴 깊이 묻어요
다음 세상 우리 태어나면
그 땐 사랑으로 마주봐요
운명 앞에 힘 없이 지는 일
두 번 다시 없게 태어나요
나 그대 앞에 꽃이 되고
나 그대 위해 노래하고
한 사람 여자로
한 남자 연인으로
그대 곁에 늘 살고싶어요
나 혼자서 사랑을 말하고
사랑을 보내고
혼자 쌓은 추억에
겹겹이 눈물이 배어
먼 곳에 있어도 그대 행복하길
나의 사랑을 가슴 속 깊이
아파도 아파져도 절대 난 울지않아요
마음의 사랑을 이별이 없으니

이 삶이 끝나고 다음 세상에 우리
꼭 사랑해요 꼭 사랑해요 우리"
1410,보고 싶어...운다,린,"아무렇지도 않은 듯 이제
친구들에게 농담도 해
혼자인 게 더 편하다고
이렇게 좋은 줄 몰랐다고
씩씩한 척 해봐도 애써 웃음
지어봐도 내 눈은 거짓말을
못 해
보고 싶어 운다 보고 싶어 운다
달래고 달래봐도 난 주룩
주룩 주룩 주룩
하염없이 울다가 지쳐
쓰러져 잠들면
꿈에서도 꿈에서도 너를
볼 수가 없어 운다 그저 난 운다
그냥 무작정 집을 나와 익숙한
버스에 올라타고
그리운 내 발길이 이끈 어느
곳에서도 나를 사랑했던 넌
어디에도 보이지 않잖아
보고 싶어 운다 보고 싶어 운다
달래고 달래봐도 난 주룩
주룩 주룩 주룩
하염없이 울다가 지쳐
쓰러져 잠들면
꿈에서도 꿈에서도 너를
볼 수가 없어
못 해준 게 너무 많잖아
뭐 하나 잘해준 게 없잖아
못나게 군 게 미안해서 자꾸
눈물이 나
운다 그저 난 운다
잊으려 애써봐도 자꾸만
보고 싶어 운다 보고 싶어 운다
달래고 달래봐도 난 주룩
주룩 주룩 주룩
하염없이 울다가 지쳐
쓰러져 잠들면
꿈에서도 꿈에서도 너를
볼 수가 없어 운다 그저 난 운다
운다"
1411,괜찮아질까,하비(최성용),"시간이 흘러 지나가도
내 맘 아직 한 켠에 남아
어쩌면 난 그 흔적을 쥐고
또 하루하루 보내는 게
더 익숙해져 버렸나 봐
멀쩡히 있다가 멀어지는
그때 그 뒷모습에
내 맘이 또 아파
조금 지나면 괜찮아 질까
돌아간다면 다시 사랑하게 될까
그리움에 지쳐 잠들면
다시 그리워져요
시린 겨울이 오면
마지막 순간이 그리워
내 맘 더 아프게 하죠
어쩌면 난 그 흔적들마저
희미해져 버리는 게
너무나도 두려운 걸
멀쩡히 있다가 멀어지는
그때 그 뒷모습에
내 맘이 또 아파
조금 지나면 괜찮아 질까
돌아간다면 다시 사랑하게 될까
그리움에 지쳐 잠들면
다시 그리워져요
시린 겨울이 오면
짙어진 기억을 꺼내볼수록
더욱 그리움만 커져간다
조금 지나면 괜찮아질까
돌아본다면 다시 마주치게 될까
오랜 시간이 흘러도
그댈 볼 수 있기를
시린 겨울이 오면"
1412,"걷자, 집앞이야 (원곡 스무살)",훈스 (HOONS),"Umm
one 너와 내가 함께했던
너와 내가 걸었었던
발끝에 하얀 빛이 흩날릴 때
two 기다리고 기다렸던
눈물 나게 아름다운 날씨는
향기마저 so beautiful
so wonderful so beautiful
봄처럼 내 손 잡아 줄래
beautiful girl so wonderful boy
완벽한 하루니까
hey you 지금 나와 집 앞이야
one step two step
and three step and falling
want to be with you
너와 함께 걷고 싶어
one step two step and
three step your so lovely
with you
oh dream
한여름 밤의 꿈이 아냐
너와 내가 함께 온 거야
작년엔 혼자만 왔었던 이 거리에
for you
꿈꾸는 것 같아 아직 난 정말
넌 so beautiful
so wonderful so beautiful
봄처럼 내 손 잡아 줄래
beautiful girl so wonderful boy
완벽한 하루니까
hey you 지금 나와 집 앞이야
one step two step
and three step and falling
want to be with you
너와 함께 걷고 싶어
one step two step
and three step your so lovely
with you
stay stay stay stay
이젠 더 이상 출구가 없어
그러니까
oh oh oh 오늘부터
woo woo woo 우린 이제
신경 쓰는 사이야
사랑하는 사이야
늦은 밤에도 걸을 수 있는 같이
one step two step
and three step and falling
너와 함께 걷고 싶어
hey you 지금 나와 집 앞이야
one step two step
and three step and falling
want to be with you
너와 함께 걷고 싶어
one step two step
and three step your so lovely
with you
with you"
1413,내일 할 일,윤종신,"이른 아침 일어나야해
내일 우리들의 이별하는 날
평소보다 훨씬 좋은 모습으로
널 만나야겠어
조금도 고민 없던 것처럼
태연한 표정이
아무래도 서로 잊기 좋겠지
이별직후 검색해보면
혼자 볼만한 영화들이 뜨네
가슴 먹먹해지는 것부터
눈물 쏙 빼는 것까지
내일은 빠듯한 하루가 되겠어
우리 만나 널 보내랴 무덤덤한 척하랴
안녕 오랜 나의 사람아
하루 종일 이별 준비야
너 떠난 뒤가 막연했기에
아무리 떠올려 봐도
그려지지 않는 너의 이별표정도
이 밤 지나면 보게 되겠지
안녕 오랜 나의 사람아
내일 슬프지 않기로 해
마지막은 기억에 남기에
눈물은 미련이란 것 쯤
서로의 가슴은 알기에
우리 편하게 내일 이별해
내일은 괜찮아도
바로 다가오는 다음 날부턴
단 하나의 준비조차 없는데
그 날부터 난 뭘 해야 하는 건지
안녕 오랜 나의 사람아
하루 종일 이별 준비야
너 떠난 뒤가 막연했기에
아무리 떠올려 봐도
그려지지 않는 너의 이별표정도
이 밤 지나면 보게 되겠지
안녕 오랜 나의 사람아
내일 슬프지 않기로 해
마지막은 기억에 남기에
눈물은 미련이란 것 쯤
서로의 가슴은 알기에
우리 편하게 내일 이별해
우리 편하게 내일 이별해

이제 그만 잠을 자려해
아마 나는 잘 할 수 있을 거야
수많았던 우리 만남들 중에서
그 마지막을"
1414,그날 이후,코요태,"그날 이후

가끔은 내 생각 하나요
그리움에 힘들진 않나요
그래요 아니란걸 알면서 또 바라죠
바보같은 나를 보네요

사랑을 쉽게 생각했죠
그땐정말 이기적이였죠
한동안 이렇게 또 어리석은 난
힘없이 눈물만흘리겠죠

다 잊어요 정말 미안해요
이제와 후회하고 있어요
돌이킬수 없겠지만
알아요 이제 깨달아요
이럴수밖에 없는
그대맘을 이해할께요

전보단 괜찮아졌어요
그땐 정말 미칠것같았죠
한남잘 이렇게 또 잃게 되는 난
살아도 숨을 쉴수가없죠

다 잊어요 정말 미안해요
이제와 후회하고 있어요
돌이킬수 없겠지만
알아요 이제 깨달아요
이럴수 밖에 없는
그대맘을 이해할께요

언제든 돌아오세요
지금 내노래를 듣고있다면 부탁해요

난 안돼죠 그대 보고파요
하루도 잊을수가 없어요
많이 노력 했었지만
아파요 너무 사랑해요
이렇게 그댈 찾는
날 도와줄수는 없나요 -"
1415,니가 빈 자리,신용재 (2F),"비가 오는 지금 널 생각해
한때는 우리 전부였었는데
왜 변해간 걸까 우리가 이렇게
이제 와서 후회 하고 있는
내가 너도 미울까
이유 없이 가끔 울어도 보고
가끔 어딘가 떠나가고 싶어
어쩌다가 들려오는 네 소식에
맘이 주저 앉아서 또 난
어떡해야 너를 잊을 수가 있을까
어떡해야 너를 보낼 수가 있을까
아직은 힘들지만
너의 빈자리가 있지만
계속 나는 지워볼게
I like that I like that I like that
그때는 좋았는데
I like that I like that I like that
그때는 좋았는데
I like that I like that I like that
왜 이런 걸까 우린
보낼 수 있다고 믿었어
너 없이도 괜찮을 것 같았어
근데 너 보내고 내가 괜찮은 건
니 생각할 때 뿐 이더라
이별은 아는데
이유 없이 전활 걸고만 싶고
가끔 너의 마지막
문자가 생각나 생각나서
맘이 주저앉아서 난 또 이렇게
어떡해야 너를 잊을 수가 있을까
어떡해야 너를 보낼 수가 있을까
아직은 힘들지만
너의 빈자리가 있지만
널 계속 잊어볼게
I like that I like that I like that
그때가 좋았는데
I like that I like that I like that
그때는 좋았는데
I like that I like that I like that
어떡해야 너를 잊을 수가 있을까
어떡해야 너를 보낼 수가 있을까
너무나 힘들지만
니가 빈자리가 너무 커
어떻게 해야 할까"
1416,달콤한 빈말 (Feat. 바버렛츠),백아연,"조만간 얼굴 보자
언제 밥 한번 먹자
좋아 좋아
난 오늘도 기다려
더 예뻐진 것 같네
뭐가 이리 달콤해
so sweet so sweet
그럼 나 또 기대해
빠라밤 빠라밤
빠라밥 빠라밥 빠라밤
이번에는 진심이 맞죠
거짓말 아니죠 진짜 보는 거죠
거짓말이라도
일단은 삼키고 볼래요
맘이 썩는 것도 아닌데 뭐 어때
빈말이라도 난 좋아
빈말이라도 난 좋아
그 말 한마디를 잡고
며칠은 꿈꿀 수 있어
몇 마디라도 난 좋아
몇 마디라도 난 좋아
내 하룰 열고 하룰 닫는 말 그 말
담에 한번 보자고
말한 게 언제 인지
몰라 몰라
난 오늘 또 기다려
점점 더 예뻐진대
그 말만 열두 번째
싫어 싫어
저 영혼 없는 말투
빠라밤 빠라밤
빠라밥 빠라밥 빠라밤
이번에도 진심 아니죠
거짓말인 거죠 이젠 안 속아요
달콤한 말들만
삼키고 삼켰던 내 맘이
까맣게 썩어가는 줄도 모르고
빈말이 난 이젠 싫어
빈말이 난 이제 싫어
그 말 한마디를 잡고
밤새 헛된 꿈꾸게 해
빈말 이젠 정말 싫어
빈말 이젠 정말 싫어
텅텅 빈 하트같이 공허한 그 말
빈말 한마디로
하룰 버티던 나인데
어느새 기대가 커지고 커져서
툭툭 뱉고 사라진
널 미워하게 된 건
내가 변한 걸까
내 욕심이 커져버린 걸까
빈말이 난 이젠 싫어
빈말이 난 이제 싫어
그 말 한마디를 잡고
밤새 헛된 꿈꾸게 해
빈말 이젠 정말 싫어
빈말 이젠 정말 싫어
텅텅 빈 하트같이 공허한 그 말"
1417,웃으며 넘길래,제이레빗(J Rabbit),"거리에 많은 사람들
어딘가로 향하는
빠른 발걸음
그렇게 모두 살아가지
가슴 속 깊은 사연들
저마다 아픈 구석
하나쯤은 있네
그렇게 모두 살아가지
가끔은 뭐 하나 되는 일이 없고
한없이 작아지고
주저앉고 싶어도
하지만 단 한 가지
나에게 꿈이 있다네
힘들다 뭐래도
난 그냥 웃으며 넘길래
세상을 모른다 해도
아직 많은 길이 남았대도
내 가슴이 뛰네
언제나 그렇듯
웃으며 넘길래
스쳐간 많은 사람들
언제부턴지 기억나질 않네
그런게 모두 추억이지
가끔은 뭐 하나 되는 일이 없고
한없이 작아지고
주저앉고 싶어도
하지만 단 한 가지
나에게 꿈이 있다네
힘들다 뭐래도 난
그냥 웃으며 넘길래
세상을 모른다 해도
아직 많은 길이 남았대도
내 가슴이 뛰네
언제나 그렇듯
웃으며 넘길래"
1418,Good Bye,엠투엠 (M To M),"난 너 없이는 못 살것 같아
난 너 없이는 안될것 같아
난 니 옆에 있는데 여기 있는데
왜 먼곳만 바라보는지
늘 남자친구 얘길 하는 너
온종일 행복한 니 표정 때문에
오늘도 너의 뒤에서 고백해
혼자만 알고 있는 비밀
나도 너를 사랑해 너무 사랑해
혼자서만 고백하는 말
너를 꿈꿔왔다고 나의 바램이라고
끝까지 하지 못했던 말
우리 멀어질까봐 멀리할까봐
차마 고백하지 못했어
니가 욕심난다고 너를 갖고 싶다고
언젠가는 말하고 싶어 사랑해
날 쳐다보지도 않을거야
날 많이 힘들게 만들거야
머리는 날 말려도 가슴이 말해
니가 없이는 안된다고
날 알아주지 않는다해도
시간이 흘러도 날 잊는다해도
나는 행복해 정말 난 행복해
혼자만의 비밀이니까
나도 너를 사랑해 너무 사랑해
혼자서만 고백하는 말
너를 꿈꿔왔다고 나의 바램이라고
끝까지 하지 못했던 말
우리 멀어질까봐 멀리할까봐
차마 고백하지 못했어
니가 욕심난다고 너를 갖고 싶다고
언젠가는 말하고 싶어
니가 올때까지만 그때까지만
이 비밀을 지키고 싶어
마음속으로 벌써 수천번도 더했어
너를 사랑한다는 그말 사랑해"
1419,그럴때마다,토이,"반복된 하루 사는 일에
지칠때면 내게 말해요
항상 그대의 지쳐있는 마음에
조그만 위로 돼줄께요
요즘 유행하는 영화
보고플땐 내게 말해요
내겐 그대의 작은 부탁조차도
조그만 행복이죠
아무런 약속도 없는 일요일 오후
늦게 잠에서 깨
이유없이 괜히 서글퍼 질때
그대 곁엔 세상 누구보다
그댈 이해하는 내 자신보다
그댈 먼저 생각하는 남자가 있죠
오랫동안 항상 지켜왔죠
그대 빈자리
이젠 들어와 편히 쉬어요

혼자서 밥먹기 싫을 땐
다른 사람 찾지 말아요
내겐 그대의 짜증 섞인 투정도
조그만 기쁨이죠
아무런 약속도 없는 일요일 오후
누군가 만나서
하루종일 거릴 걷고 싶을 때
그대 곁엔 세상 누구보다
그댈 이해하는 내 자신보다
그댈 먼저 생각하는 남자가 있죠
오랫동안 항상 지켜왔죠
그대 빈자리
이젠 들어와 편히 쉬어요
라라라라 라라라라라
라라라라라 라라라라라
라라라라 라라라라라
라라라라라 라라라라라
라라라라 라라라라라
라라라라라 라라라라라
라라라라 라라라라라
라라라라라 라라라라라"
1420,거기 지금 어디야 (Prod. 로코베리),조남지대 (조세호 & 남창희),"너와 정말 헤어질 줄 몰랐어
그게 진짜일리가 없어
평소처럼 돌아올 줄 알았어
음
내가 무슨 잘못 저질렀는지
내가 어떤 실수를 했는지
제발 가르쳐 줄래
언젠가 둘이 갔던
그 포장마차에 왔어
그저 또 한잔 두 잔 술잔에
추억을 마신다
거기 지금 어디야
내가 데리러 갈게
예전처럼 집에 널 데려다 줄게
나는 지금 취했어
그냥 전활 걸었어
보고 싶다
미치게 네가
또 보고 싶다
가지마 너 가지마
널 어떻게 잊으라고
나 같은 남잘 사랑해줘서
정말 고마웠다
거기 지금 어디야
내가 데리러 갈게
예전처럼 집에 널 데려다 줄게
나는 지금 취했어
그냥 전활 걸었어
보고 싶다
미치게 네가
또 보고 싶다
더 이상 두 번 다신 볼 수 없겠지
이제와 이제와 이제와 후회만
너는 정말 바보야
나 같은 남잘 몰라
다른 사랑 찾아서 떠나가지마
내가 진짜 잘할게
제발 돌아와주라
사랑한다
너만을 내가
널 사랑한다"
1421,사랑을 몰랐죠,김동희,"사랑한 날이 모자라서
그댈 기다리고 있죠
곁에 있을 때는 참 모질게도
그대 맘을 밀어냈죠
지나온 날들 생각하니
내가 바보 같아 보여
미안한 마음만이 가슴에 가득해
난 그대를 찾아가요
난 어떻게 하죠 자꾸 눈물이 나서
아무런 말도 못하고
그댈 보아도 또 스쳐 지날 까봐
난 그대라서 사랑해요 아직 기다려요
내 맘 깊은 곳에
그대 하나만 외치네요
버릴 수 없는 그리움만
내 가슴에 가득해
한 사람만을 사랑해서
너무 그리워서
못난 여자라서
그대 하나만 기억하죠
내 마지막 사랑인 걸
난 그대를 원하고 또 바래요

지나온 길을 돌아보니
그대 흔적만이 남아
한 곳만 바라보고 한 사람만 보는
난 그런 여자가 됐죠
난 힘이 들어요 그댈 기다리는 게
한 동안 그대 때문에
울다 지쳐서 또 잠이 들곤 했죠
난 그대라서 사랑해요 아직 기다려요
내 맘 깊은 곳에
그대 하나만 외치네요
버릴 수 없는 그리움만
내 가슴에 가득해
한 사람만을 사랑해서
너무 그리워서
못난 여자라서
그대 하나만 기억하죠
내 마지막 사랑인 걸
난 그대를 원하고 또 바래요
나를 미워 못하는
가슴만 안고 사는
그대를 몰랐어요
지금의 나와 같이
아파해 왔다는 걸
난 처음부터 그대였죠
그대 하나였죠
이런 나의 맘을
애써 숨기며 살아왔죠
모자란 나의 그 사랑에
그대가 아플까봐
또 그댈 놓지 않을래요
그댈 못 보내요
못난 가슴이라
그댈 기다리고 있는 걸
이젠 내게 돌아와요
난 그대를 원하고 또 바래요"
1422,술래,로시 (Rothy),"시간이 모자라 숨다
들켜 버린 적이 있어
그때 그날의 느낌이
난 계속되는 것 같아
한 걸음씩은 느린 난
네모난 돌멩이처럼
아무리 요령을 피워봐도
다 들키곤 했어
머리카락 보일라
누가 열을 세기 시작해
허둥지둥 대다가
난 다시 술래가 된다
너에게 내 맘이 보인다
하나 둘 셋도 세기 전에
한 걸음도 못 떼고
멍하니 널 보며 서 있다
내 안의 소리가 들린다
심장을 손에 쥔 것처럼
바보 같겠지 만은
이게 내 마음인 거야
해 질 녘 운동장에
혼자 남은 적이 있어
그때 그날의 그 느낌을
나는 잊을 수 없어
길을 잃은 것 같은
수수께끼 같은 그 기분
익숙한 곳에서도
난 가끔 혼자가 된다
너에게 내 맘이 보인다
하나 둘 셋도 세기 전에
한 걸음도 못 떼고
멍하니 널 보며 서 있다
내 안의 소리가 들린다
심장을 손에 쥔 것처럼
바보 같겠지 만은
이게 내 마음인 거야
하루쯤은 누구보다 더
멀리 달려가고 싶어
남의 그림자를 밟지 않고
태양을 보면서
너에게 내 맘이 닿는다
하나 둘 모아둔 말들이
허둥대지 않고
난 너를 바라보며 서 있다
너를 바라본다
나에게 네 맘이 들린다
네가 웃어준다
모르게 눈물이 흐른다
너무나 선명해서 꿈인 줄도 모르고
너를 불러본다
그날을 기다려 난"
