,제목,가수,가사
20,오늘,신용재 (2F),"햇살에 떠밀려서 무거운 눈을 들고
어제와 똑같은 오늘을
다시 시작하는 나
거리에 저 사람들
무슨 생각에 걷고 있을까
저마다의 고민 속에 다들 힘들까
해가 떠도 어두워 내 아침은
앞선 걱정에 보이지 않는 길
내가 잘하고 있을까
이게 내 길이 맞을까
되뇌고 되돌려도 풀리지 않는
숱한 생각들
내게 잘하고 있다고
누군가 말해준다면
어제보단 나아질 것만 같아 오늘이
지친 몸을 이끌고 집으로 돌아오는
복잡한 이 거리 위에서
표정없이 걷는 나
시끄러운 소리에 걸음은
바빠져 가는데
깜빡이는 신호등마저 나를 재촉해
해가 지면 괜히 더 외로워져
오늘의 나를 들어줄 사람이 없어
내가 잘하고 있을까
이게 내 길이 맞을까
되뇌고 되돌려도 풀리지 않는
숱한 생각들
내게 잘하고 있다고
누군가 말해준다면
어제보단 나아질 것만 같아 오늘이
괜찮은 듯이 보이지만
혼자 참았던 오늘이
결국 눈물로 끝나버릴 것 같아
나도 더 잘하고 싶어
나도 행복하고 싶어
이런 날 꼭 안아줘
그 누구라도 기대고 싶어
내일은 다를 거라고
누군가 말해준다면
어제보단 나아질 것만 같아 오늘이"
21,그대니까요,다비치,"사랑한다 말하는 그댈 보면
왠지 모르게 이렇게 아파 와
서로 다른 그런 마음까지도
안아줄게요 그대의 모든 것
꽃잎은 시들고 계절은 변해도
영원한 내 사랑 그 마음뿐이에요
가슴 아파도 난 그대니까요
기억해요 기다려요 그대
함께 할 수 없는 그 순간에도
나는 그대를 생각할거에요
수 많았던 사람 중에 우리가
만난 이유가 있을 거에요
사람이 사랑을 기다리는 일이
얼마나 아픈지 그대는 모르나요
시간이 가도 난 그대니까요
그 사랑을 기억해요 그대
아무래도 돌아서는 건 아냐
너에게 바라는 건 하나
내 손을 놓지 말아요
슬프게 말아요 떠나지 말아요
영원한 내 사랑 그 마음뿐이에요
시간이 가도 난 그대니까요
사랑해요 사랑해요 그대"
22,바람이 되어서라도,환희,"니가 있는 곳 아무리 멀어도
이 세상 안에 어딘가 있겠지
이별이 너를 아무리 가려도
저 하늘 밑 어딘가 있겠지
나는 너 때문에 살아
힘겨워도 살아
너를 다시 만나기 위해
내게 사랑은 너여야만 하니까
나의 가슴은 너여야만 뛰니까
언젠가는 꼭 돌아갈게
기다릴 너의 곁으로
세월을 건너서 슬픔을 건너서

세상이 나를 아무리 막아도
내 사랑만은 가를 수 없는데
사랑이 나를 아무리 울려도
널 향한 맘 버릴 수 없는데
아직 난 사랑을 믿어
그리움을 믿어
너와 날 이어줄 거라고
내게 사랑은 너여야만 하니까
나의 가슴은 너여야만 뛰니까
언젠가는 꼭 돌아갈게
기다릴 너의 곁으로
세월을 건너서 슬픔을 건너서
아프면 안돼 다시 만날 때까지
잊으면 안돼 너를 찾을 때까지
난 그 약속 꼭 지켜낼게
바람이 되어서라도
내 삶을 걸어서 내 숨을 걸어서
못다한 내 사랑 못다핀 내 사랑
못다쓴 내 사랑 줄 수 있게"
23,마지막 약속,김정민,"이별은 이미 알고있어
제발 날 위해 애써 웃음
보이려 하지마
그런 너의 슬픈 미소 나의 마음을
더욱 더 아프게 만해
언젠간 너를 만날 수 있겠지
기억해줘 마지막 약속을
하지만 내 사랑은 너 뿐이야
죽는날 까지 내게 함께 있는
사랑을
내게 돌아와 영원히 함께
하자던 마지막 약속
이젠 내가 지켜줄수 있게
내게 돌아와 다시 널 볼수 있게
영원히 슬픈 미소 까지도 사랑해
언젠가 너를 만날 수 있겠지
기억해줘
마지막 약속을
하지만 내 사랑은 너 뿐이야
죽는날 까지
내게 함께 있는 사랑을
내게 돌아와 영원히 함께
하자던 마지막 약속
이젠 내가 지켜줄 수 있게
내게 돌아와 다시 널 볼수있게
영원히 슬픈 미소 까지도
내게 돌아와 영원히 함께
하자던 마지막 약속 이젠
내가 지켜줄 수 있게
내게 돌아와 다시 널 볼수있게
영원히 슬픈 미소 까지도 사랑해"
24,그래도 사랑합니다,일 락,"나 때문에 아픈가요
그대 나를 미워하시나요
내가 그래요
날 버린 그댈 욕만하다가
그대 이름만 부르네요
나 없이도 사나봐요
다른 사랑에 날 잊나봐요
나는 못하죠
그댈 잊는 법도 모르죠
왜 날 사랑하다 버린 그대를
왜 난 버리지 못하죠
그래도 사랑합니다
미워도 사랑합니다
못난 내사랑
미치도록 원망해봐도
그래도 그립습니다
오늘도 그립습니다
goodbye 그대
이말만은 말아요
떨쳐내려 해봐도
내 눈은 그대하나만 보네요

오늘도 난 걷습니다
그댈 바래다준 이 골목을
손 흔들며 웃었던
그대미소까지도
모두 잊은줄만 알았었는데
왜난 버리지 못하죠
그래도 사랑합니다
미워도 사랑합니다
못난 내사랑
미치도록 원망해봐도
그래도 그립습니다
오늘도 그립습니다
goodbye 그대 이말만은 말아요
떨쳐내려 해봐도
내 눈은 그대하나만
내게는 그대뿐이죠
내 사랑 그대뿐이죠
늦었나봐요
붙잡지도 못한 내 사랑
그대가 떠나갑니다
사랑이 떠나갑니다
goodbye 그대 이 한마디 하네요
차마 자신 없어서
내 손은 그댈 잡지도 못하죠"
25,November song,백예린 (Yerin Baek),"I take picture of you
especially best of you
Don’t care if it’s not really pretty
Just record now this time to
share this feelings with you

You took my time with you
with my very first kiss
Don’t mind if it ain’t really romantic
From my head to toe, I feel the love from you
Wanna sing this moment for us

This love could make me alone,
but I know we’ll be together
now or forever,
With you I’d float everywhere
with you I’d ...


I play my songs with you
It’s ordinary to us
Don’t care what would people want from me
Just record now this time to
remember this feelings with you

You took care of me
with your special cure
Don’t mind if it costs a lot of my heart
From my finger to ear,
I feel the warm from you
Wanna tell this moment for you

This love could make me blue,
but I know we’ll be together,
now or forever,
With you I’d float everywhere,
with you I’d.."
26,사랑인가 봐,멜로망스,"너와 함께 하고 싶은 일들을
상상하는 게
요즘 내 일상이 되고
너의 즐거워하는 모습을 보고 있으면
자연스레 따라 웃고 있는 걸
너의 행동에 설레어하고 뒤척이다가
지새운 밤이 많아지는데
이건 누가 봐도 사랑일 텐데
종일 함께면 질릴 텐데
나 돌아서도 온통 너인 건
아무래도 사랑인가 봐
점점 너와 하고 싶은 일들 생각하면서
하룰 보낸 날이 많아지는데
이건 누가 봐도 사랑일 텐데
종일 함께면 질릴 텐데
나 돌아서도 온통 너인 건
아무래도 사랑인가 봐
너의 행복해하는 모습을 보고 있으면
나도 모르게 따라 웃는데
이 정도면 알아줄 만하잖아
너도 용기 낼만 하잖아
나만 이런 게 아니라면
우리 만나볼 만하잖아
아무래도 사랑인가 봐"
27,슬픈 발걸음 (구두Ⅱ),씨야,"울어요 한 방울씩
한 방울씩 추억을 흘리며
아직도 내게 묻어있는 그리움이
눈물따라 떠날까 봐
한없이 걸어요 한 걸음씩
한 걸음씩 슬픔을 밟으며
내게는 아프기만했던 세상에서
이대로 나 멀어질 수 있다면
어디로든 가고싶어
그대가 기억나지 않는 곳으로
이 구두에 날 맡기며
상처도 눈물도 없는 곳에
혹시 날 데려다 줄까
떠나요 잊으려고
지우려고 나조차 버리며
초라한 내 모습이 싫어
슬프도록
높디 높은 구두를 신고
더는 사랑에 속지 않아
울지 않아
내게 사랑은 그댈 끝으로
다신 없을테니
어디로든 가고싶어
그대가 기억나지 않는 곳으로
이 구두에 날 맡기며
상처도 눈물도 없는 곳에
혹시 날 데려다 줄까
떠나요 안녕이라 행복하라
인사도 못하고
서러운 내 눈물을 닮아
슬프도록
반짝이는 구두를 신고"
28,그런일은,반하나,"너무나 멀어 보여요
이렇게 가까이 있는데도
언제나 나를 안아주던 따스한
인사도 잊은건가요
내가 뭘 잘못했나요
혹시 나 미워졌나요
아니죠 떠나려는 건 아니죠
그런일은 절대로
없을거라 나는 믿을게요
오늘은 안돼요
내 사랑이 이대로는
이별을 감당하긴 어려운걸요
많은 약속을 다 지울 순 없잖아요
아직도 해드릴게 참 많이 있는데
얼마쯤 걸어가다가
한 번은 날 뒤돌아 봐줄거죠
그리곤 다시 예전처럼
다가와 웃으며 안아줄거죠
정말 날 좋아했는데
정말 날 아꼈었는데
아니죠 그대를 다시 못 보는
그런일은 절대로
없는거죠 나는 믿을게요
오늘은 안돼요
내 사랑이 이대로는
이별을 감당하긴 어려운걸요
많은 약속을 다 지울 순 없잖아요
아직도 해드릴게 참 많은걸요
내일 아침엔
더 힘들어질 거예요
어쩌면 며칠 밤을 지새우겠죠
언제까지나
곁에 있기로 했잖아요
그대가 아니라면 난 혼자인걸요"
29,Again,스페이스 에이,"이건 어때요 그냥 알고 지내는
편한 친구로 가끔씩 차도 마시며
슬픈 눈물 없이도 그대를
다시 보고싶은데
울지 않아요 기다리지 않아요
그댈 몰랐던 그날로 돌아갈게요
다시 그댈 만나면 편하게
웃어줄 수 있게
아닌가요 안되겠죠
기도했는데 그대가 나의
마지막 사랑이었기를
아니었나봐 첫번째 상처로
내게 남아 있겠죠
돌아온다면 혹시 그래준다면
웃어줄텐데 괜찮은데
왜 이렇게 난 잘못한 일들만
자꾸 떠오르는지
돌아온다면 그래준다면
지금 눈물은 감춰둘게요
나 그대와 또 다시 편하게
웃어볼 수 있게
아니었나요 안되나요
기도했는데 그대가 나의
마지막 사랑이었기를
아니었나봐 첫번째 상처로
내게 남아있겠죠
돌아온다면 혹시 그래준다면
웃어줄텐데 난 괜찮은데
왜 이렇게 난 잘못한 일들만
자꾸 떠오르는지
돌아온다면 돌아온다면
그래준다면 그래준다면
지금 눈물은 감춰둘게요"
30,똑같은 사랑 똑같은 이별,어반자카파,"욕심에 점점 초라해지는
붙잡으려 할수록 더 멀어지는
지키려 할수록 지쳐만 가는
그렇게도 허무하게 무너져내리는
무엇을 위해 사랑을 하고
무엇을 위해 또 이별을 하고
그렇게 또 다른 만남과
또 다른 사랑에
똑같이 아파 늘 같은 이별하면서
잃게 될까봐 늘 불안해하는
상처받은 내 모습이 무뎌져가는
이번만은 정말 다를 거라는
헛된 바램을 가지고 또 믿음을 주는
무엇을 위해 사랑을 하고
무엇을 위해 또 이별을 하고
그렇게 또 다른 만남과
또 다른 사랑에
똑같이 아파 늘 같은 이별하면서
Why do we
Why we fall in love
Why do we
Why we fail in love
Why do we
Why we fall in love
Why do we
Why we fail in love
Why do we
Why we fall in love
Why do we
Why we fail in love
Why do we
Why we fall in love
Why do we
무엇을 위해 사랑을 하고
무엇을 위해 또 이별을 하고
그렇게 또 다른 만남과
또 다른 사랑에
똑같이 아파 늘 같은 이별하면서
욕심에 점점 초라해지는
붙잡으려 할 수록 더 멀어지는"
31,이 밤이 지나면 (화생방실 클레오파트라) (Bonus Track),김연우,"불빛만이 가득한 이 밤
그대와 단 둘이 앉아서
그대 모습을 바라보고만 있네
사랑스런 그대 눈가에
슬픈 한 줄기 눈물이 흘러
나의 마음을 아프게만 하는데
Woo 이 밤이 지나면 우린
또 다시 헤어져야 하는데
아무런 말 없이 이대로
그댈 떠나 보내야만 하나
불빛만이 가득한 이 밤
슬픈 이별은 다가오지만
지난 추억에 아름다웠던 그대
모습 사랑해
이별이란 말은 하지마
그대 사랑을 느끼고 싶어
나는 아직도 하고픈 말 많은데
Woo 이 밤이 지나면 우린
또 다시 헤어져야 하는데
아무런 말 없이 이대로
그댈 떠나 보내야만 하나
이 밤이 지나면 우린
또 다시 헤어져야 하는데
아무런 말 없이 이대로
그댈 떠나 보내야만 하나
이 밤이 지나면 우린
또 다시 헤어져야 하는데
아무런 말 없이 이대로
그댈 떠나 보내야만 하나
이 밤이 지나면 우린
또 다시 헤어져야 하는데
아무런 말 없이 이대로
그댈 떠나 보내야만 하나"
32,먼 훗날에,전상근,"긴 한숨만이 가득 차버린 내 안에
바람이 불어오더니 안부를 물어
머나먼 길을 돌아와 내 앞에 멈추어
날 가엽게 생각해 잠시 머문 걸까
언젠가 내게로 돌아온다는 말 없이
넌 그렇게 떠나겠지
네 향기만 남겨놓고
먼 훗날에 우연히 다시 마주칠 때면
어제 만난 것처럼 지그시 바라봐요
아무렇지 않게
코끝이 시려올 때면 한 번씩 떠올라
힘들었던 맘에 따스히 위로를 남기고
언젠가 내게로 돌아온다는 말 없이
넌 그렇게 떠나겠지
네 향기만 남겨놓고
먼 훗날에 우연히 다시 마주칠 때면
어제 만난 것처럼 지그시 바라봐요
아무렇지 않게
문득 내 얼굴 생각나면
가끔씩 나를 스쳐 가며 한번 웃어줘요
언젠가 내게로 돌아온다는 말 없이
넌 그렇게 떠나겠지
네 향기만 남겨놓고
먼 훗날에 우연히 다시 마주칠 때면
어제 만난 것처럼 지그시 바라봐요
아무렇지 않게"
33,"여자는 말 못하고, 남자는 모르는 것들",정석,"혼자 살 수 있다고 아프지도 않다고
자존심에 태연히 그댈 보내고 난 후
휘청이는 세상과 막막해진 가슴에
숨쉬는 것 조차 힘들어.
이런 내 속마음 말할 데가없네요.
전화번홀 두번 세번 뒤져도 아무도 없죠.

그대인거죠.
날 웃게한 한 사람.
날 살게한 한 사람.
어떻게 해서라도 지켜야했죠.
난 가슴치며 이제야 깨달아요.
My love.. My love is you.




＊
집에 돌아 가는 길 발걸음 하나 하나
내 잘못이 떠오르네요. 이제야 보여.
눈 길 닿는 모든 곳마다
아픈 그대 눈물이 고스란히 있네요.

이까짓 자존심 누가 알아준다고
내 입장만 고집하며 그대를 몰라줬네요.

그대인거죠
날 웃게한 한 사람.
날 살게한 한 사람.
어떻게 해서라도 지켜야했죠.
난 가슴치며 이제야 깨달아요.
My love.. My love is you.




쌓이고 쌓여 나를 내려놓은 그대.
그 마음 알아채지 못한 나였죠.
여잔 말 못하고 남잔 모르는 것들.
이별은 다 내탓인거죠.





사랑해요 꼭 찾아야만해요.
난 그대여야 해요.
그대가 바라는 내가 될게요.
난 그대 없이 안되는 사람이죠.

My love.. My love is you."
34,공허해 (4 ver.),WINNER,"거울 속에 내 모습은
텅 빈 것처럼 공허해
혼자 길을 걸어봐도
텅 빈 거리 너무 공허해
Da ra dat dat dat dat dat dat
Baby don’t worry
너란 꿈에서 깬
현실의 아침은 공허해

아침을 맞이하면서 다시 자각해
날 깨워주는 건 네가 아닌 알람벨
빌어먹을 침대는 왜 이리 넓적해
허허벌판 같은 맘에 시린 바람만 부네

나는 빈 껍데기 너 없인 겁쟁이
주위 사람들의 동정의 눈빛이
날 죽게 만들어 No! What a day
하루 시작 하기 전에 무심코 본

거울 속에 내 모습은 텅 빈 것처럼 공허해
(미소가 없어 표정엔)
혼자 길을 걸어봐도 텅 빈 거린 너무 공허해
(내 마음처럼 조용해)
Da ra dat dat dat dat dat dat
Baby don't worry
(Da dat dat dat da ra)
너란 꿈에서 깬 현실의 아침은 공허해
(내 마음이 너무 공허해)

끝이 났네요 나의 그대여
어디 있나요 이제 우린
추억이 됐죠 행복했어요
날 잊지 말아요 또 다시 만나요

좋았던 날들과 슬펐던 날들
힘들었던 날들과 행복했던 날들
이젠 지나가버린 시간 속에 추억이 되어
과거에 머물러 있는 그대와 나는 Over
현실로 돌아온 것 같아
삶의 이유가 사라져 머리가 복잡해
아침에 눈을 뜨면 가슴이 텅 빈 것 같이
공허함을 느껴 너를 만나기 전과 똑같아

거울 속에 내 모습은 텅 빈 것처럼 공허해
(미소가 없어 표정엔)
혼자 길을 걸어봐도 텅 빈 거린 너무 공허해
(내 마음처럼 조용해)
Da ra dat dat dat dat dat dat
Baby don't worry
(Da dat dat dat da ra)
너란 꿈에서 깬 현실의 아침은 공허해
(내 마음이 너무 공허해)

끝이 났네요 나의 그대여
어디 있나요
이제 우린 추억이 됐죠 행복했어요
날 잊지 말아요
또 다시 만나요

아직 아른거려요 눈을 감으면 점점
무뎌지겠죠 시간이 지나면
후회하지는 않아요 좀 아쉬울 뿐이죠
보고 싶지는 않아요 그대가 그리울 뿐이죠

예전 같지 않은 내 모습이 점점 두려워
(미소가 없어 표정엔)
약해져만 가는 내 자신을 보기가 무서워
(내 마음처럼 조용해)
네가 없는 내 주위는 공기조차 무거워
(Da ra da ra ra ra ra dat)
너란 꿈에서 깬 현실의 아침이

끝이 났네요 (끝이 났네요)
나의 그대여 어디 있나요 (어디 있나요)
이제 우린

추억이 됐죠 행복했어요 (행복했어요)
잊지 말아요 (잊지 말아요)
다시 만나요"
35,"어쩌면, 널 잊을 수 있을까",길구봉구,"특별할 것도 없던 하루 지나고
언제 떴는지도 모를 해가 지면
나도 모르게 어느새 또 걷고 있어
너와 함께 걷던 그 길
넌 벌써 다 지웠나 봐
아무렇지 않나 봐
나만 그리운 것만 같아
생각이 날 때마다 아무리 잘라내도
어느새 다시 이어져
내 마음이 더 아파와
널 만난 만큼의 시간들이 지나간다면
그땐 널 잊을 수 있을까
어쩌면 널 잊을 수 없을까
넌 벌써 다 지웠나 봐
아무렇지 않나 봐
나만 그리운 것만 같아
생각이 날 때마다 아무리 잘라내도
어느새 다시 이어져
내 마음이 더 아파와
널 만난 만큼의 시간들이 지나간다면
그땐 널 잊을 수 있을까
어쩌면 널 잊을 수 없을까
너를 있는 힘껏 미워해 봐도
언제 그랬냔듯이
보고 싶어
생각이 날 때마다 아무리 잘라내도
어느새 다시 이어져
내 마음이 더 아파와
널 만난 만큼의 시간들이 지나간대도
너를 잊을 수 없을 거야
결국 널 잊지 못할 거야
널 그리워할 거야"
36,가슴이 뭉클,씨야,"어쩐지 사랑은 어려워 난 아직 서툴러
사실은 지금껏 슬픔과 더 친해
사랑은 먼듯해 우린 서로 너무
달라서 바보라는 것만 닮아서
때론 어긋나고 때론 부딪혀야 하지만
사랑인가봐 사랑인가봐요
그댈 보면 가슴이 뭉클해
녹슨 가슴도 굳어있던 심장도
깨워준 그대 사랑해줘요
나를 안아줘요 숨겨왔던 내 상처까지도
아픈 눈물도 슬픈 외로움도
다신 오지 않게

마음을 주기가 두려워 아프게 될까봐
그렇게 한동안 버려둔 맘인데
닫아둔 맘인데 언제 스며들어 왔나요
언제 가득 채워 놨나요
그대 향기들로 그대 기억들로 나의 맘
사랑인가봐 사랑인가봐요
그댈 보면 가슴이 뭉클해
녹슨 가슴도 굳어있던
심장도 깨워준 그대
사랑해줘요 나를 안아줘요
숨겨왔던 내 상처까지도
아픈 눈물도 슬픈 외로움도
다신 오지 않게
오랜 내 눈물 끝에 가려져 있던 사람
기나긴 날 동안 내가 기다렸던 한사람
그대인가봐 그대인가봐요
곁에 서면 아파도 웃게 돼
깊은 흉터도 버릇 같던
눈물도 낫게 해준 그대
보여줄게요 전부 다 줄게요
아껴왔던 내 모든 사랑을
혼자라는 말 이별이라는 말
우리에겐 없게 사랑만 남아있게"
37,시간이 사랑을 대신할 수는 없잖아 (Vocal 전상근),밤에,"문밖을 나서고
널 만나러 가는 길에
한순간도 설레이지 않아
언제부턴가 자연스레
바뀐 계절처럼 너는
내게서 새어 나갔어
말하고 싶지만
그럴 수 없는 건
네가 아직
나를 볼 때
처음과 같은 눈빛으로
사랑한다고 말해주는
착한 너라서 어쩔 수 없이 또
이별을 미뤄
잘 지낼 수 있을까
서로를 못 보게 돼도
남들처럼 이별에 익숙해질까
함께 보내는 시간
서로가 불행하다면
사랑을 말해도 되는 걸까
너와의 약속이
중요하지 않아
그런 나를
다 알고서
서운해하는 네 모습에
답답해지고 미워지고
괜히 너 없던 혼자가 부러워
상처만 늘어
잘 지낼 수 있을까
서로를 못 보게 돼도
남들처럼 이별에 익숙해질까
함께 보내는 시간
서로가 불행하다면
사랑을 말하면 안 되잖아
처음엔 아쉬움만 남던
널 바래다주는 이 길마저
이별에 가까워질수록
지겹게 느껴져
처음 우리 모습과
지금의 우리 모습이
이렇게 달라질 줄 알았더라면
마음 없이 널 만나
그게 더 아픈 거잖아
이제 우리 그만 헤어지자"
