,제목,가수,가사
290,너란 바람 따라 (Flower),iKON,"겨울바람이 지나
머문 자리마다
흘린 그 향기가
달빛을 조명 삼아
흐린 추억들만
빛을 밝혀준다
구름 길 따라가다
저 편 너머 어디
그때의 우리가 있을까
시간을 돌릴 수도
다시 널 잡을 수도
없다는 걸 알지만
미안해
이 말도 없이
널 다시 보기가
내겐 너무 힘겨워서 그랬어
웃으며 떠나보낸 널 지우지 못해서
가는 길 아프지 않길
행복하게만 웃길
꿈에서라도 돌아오지 않길
너란 꽃을 담아
너란 바람 따라
흘러 날아간다
멀리 흩어진다
너란 꽃을 담아
너란 바람 따라
흘러 날아간다
멀리 흩어진다
너란 바람 따라
너란 바람 따라
너란 꽃을 담아
너란 꽃을 담아
멀어지는 뒷모습 보면서
후회하지 않기로 맘먹고
너와 나에 대한 그 모든 걸
그 자리에 다 버리고 왔어
말하지 못한 아까운 감정
표현 다 못한 내 모든 말도
이젠 다 안녕 이젠 다 안녕
이젠 아직도 내 맘에 넌 살아
다신 널
볼 수는 없다는 생각에 미쳐
잠시 동안 붙잡아보려 했어
웃으며 떠나가는 널
잊지 못해서
가는 길 아프지 않길
모든 걸 잊고 살아가길
꿈에서라도 눈물 흘리지 않길
너란 꽃을 담아
너란 바람 따라
흘러 날아간다
멀리 흩어진다
너란 꽃을 담아
너란 바람 따라
흘러 날아간다
멀리 흩어진다
너란 바람 따라
너란 바람 따라
너란 꽃을 담아
너란 꽃을 담아
네가 없을 시간과
내가 없는 너의 순간을
꽃향기에 담아
여기 남겨두길
너란 꽃을 담아
너란 바람 따라
흘러 날아간다
멀리 흩어진다
너란 꽃을 담아
너란 바람 따라
흘러 날아간다
멀리 흩어진다
너란 바람 따라
너란 바람 따라
너란 꽃을 담아
너란 꽃을 담아"
291,Bye,임창정,"오늘은 이제 멀리 가는구나
1분 1초가 야속 하구나
원래 그런가 보다
그 누구가 내 마음 아는가
오늘은 두 번 다시 오진 않는가
더 이상 미련은 내겐 없어
너에 대한 욕심은 끝이 없어
그 동안 추억 간직 하겠어
너에 대한 마음도 간직 하겠어
왜 시간은 항상 아쉬울때
끝나는 걸까 오 나만 그런걸까
왜 시간은 항상 행복할때
끝나는 걸까 나에게만 그런걸까
오늘이 아쉬워 잠 못들고
한숨만 쉬다 잠이들고 오
미련한 사람아
내일 아침에도 또 해가 뜰거야
오늘은 이제 멀리 가는구나
1분 1초가 야속 하구나
원래 그런가보다
그 누구가 내 마음 아는가
오늘은 두 번 다시 오진 않는가
더 이상 미련은 내겐 없어
너에 대한 욕심은 끝이 없어
그 동안 추억 간직하겠어
너에 대한 마음도 간직하겠어
왜 시간은 항상 아쉬울때
끝나는 걸까 오 나만그런걸까
왜 시간은 항상 행복할때
끝나는 걸까 나에게만 그런걸까
오늘이 아쉬워 잠 못들고
한숨만 쉬다 잠이들고 오
미련한 사람아 내일 아침에도
또 해가 뜰거야
이순간 나 너무 행복해
내일 또 모레 오늘 같기를 바래
그게 아니라면 내일이 없다면
난 너무 아쉬워 시간이 미워
오늘이 아쉬워 잠 못들고
한숨만 쉬다 잠이들고
미련한 사람아 내일 아침에도
오늘이 아쉬워 잠못들고
한숨만 쉬다 잠이들고 오
미련한 사람아 내일 아침에도
또 해가 뜰거야 예"
292,별들도 눈감은밤,키겐,"어제보다 더 커진 마음
나는 정말 어떡하나요
저 밤하늘 수놓은 별들 중
왜 하필 그댈 사랑했나
I hate you that I miss you
가시처럼 맘에 걸린 말들이
하나 둘씩 그 빛을 잃으면
나는 가장 슬퍼져
별들도 눈 감은 밤
그대 내 곁을 떠나갔죠
또 다른 사랑에 빠져도
쉽게 잊지는 못할 거야
Cuz baby you are my starlight
난 너란 별을 공전해
and you my last highlight
그 눈부신 빛이 날 끌어당겨서
오늘도 맴돌다 나방처럼 불타
Doesn't matter where I am
그저 그런 그림자라도 괜찮네
You take me high
the city is so blind tonight
별 하나 없는 밤 구름이 날 데려가
이별이 까맣게 타버려도
우리가 더는 우리가 아니라 하여도
넌 내게 가장 맞는 옷
너에게만 반응했던 몸
얼어붙은 마음속 못
어느 날 니가 던진 돌
아파도 난 웃을래
함께 있을 때는 답답했는데
자유로운 지금이 더 외로워
텅 빈 방안 나 홀로
별들도 눈 감은 밤
그대 내 곁을 떠나갔죠
또 다른 사랑에 빠져도
쉽게 잊지는 못할 거야
그댈 잊지는 않을 거야
언젠가 아주 오랜
시간이 지난 후에라도
거짓말처럼 내게 그냥 돌아와"
293,하루종일,규현 (KYUHYUN),"매일 걷던 길
지나간 시간에 홀로 서있어
두려웠던 불행한 기억들
허전했었던 생각에 갇힌 시간들
울고 말았어 그 추억이 너무 아파서
지울 수 없는 흔적들
떠난 자리 둘러봐도 아무도 없어
하루종일 니가 보고 싶은 오늘 밤
언젠가는 우리 따뜻하게
함께 할 수 있을까
나는 이 계절이 느릿하게 가길 바래
기다리고 있어 하루종일
해가 잠든 밤 차가운 공기만 가득해
적막함 속에
나 혼자 서있는 거린 쓸쓸해
모든 것이 멈춘 것 같아
하루종일 니가 보고 싶은 오늘 밤
언젠가는 우리 따뜻하게
함께 할 수 있을까
나는 이 계절이 느릿하게 가길 바래
기다리고 있어 내일도
아무도 없는 밤하늘에 별빛들
환히 우리를 비추면 좋겠어
오늘 긴 하루 끝에
기대어 있어 매일매일 더 가까워지길
사랑해서 너를 가슴이 터질만큼
지난날에 우리 추웠었던
그 때로 나 돌아가
잠시 눈을 감고 널 그린다
눈부셨던 그 때 망설였던 그 날
하루종일 니가 미친듯이 보고파
언젠가는 우리 따뜻하게
함께 할 수 있을까
널 내 품안에 안을거야
기다리고 있어 하루종일"
294,별의 목소리,김재환,"별이 말했어
결국엔 우리
사랑하게 될 거라고
아득히 깊은 밤을 꾸었어

잔잔한 바람에 흔들리는
불안한 날의 너를
소리 없이 안아주며
너의 눈을 맞출래

끝없는 영원 같은 어둠 지나
너에게 날아가

내 운명 너란 별에 닿을 테니
망설임 없이 비추는 저 달의
빛을 따라가
깨지 않는 꿈이 되기를











찬란한 둘만의 이야기는
밤하늘 별의 약속
비로소 눈부신 완성
수놓은 꿈의 조각

끝없는 영원 같은 어둠 지나
너에게 날아가
내 운명 너란 별에 닿을 테니
망설임 없이 비추는 저 달의
빛을 따라가
깨지 않는 꿈이 되기를

세상에 끝에서 널 만나
다가올 계절은 널 닮아
마지막 숨결 다 너이기를

수많은 시간들을 지나
너는 내게 잠겨
다 너에게 줄게
다 너에게 줄게

깨지 않는 꿈이 되기를"
295,왼손을 잡고,케이윌,"매일 보던 넌데
오늘따라 왜 이리 떨리니
어제는 생각이 많아서
좀처럼 잠들지 못한 걸
연락이 뜸했던
친구들 얼굴도 보이고
우릴 아는 모든 사람들
여기 모두 모인 것 같아
이제 문이 열리고 한 발
날 향해 걸어오는 널 보면
글쎄 뭐랄까 울컥할 것만 같아
니 왼손을 잡고 걸음을 맞추고
여기 많은 사람 앞에
너를 소개하는 날
꽃잎들 사이로 입술을 맞추면
셀 수 없는 축복 속에
우리 둘은 하나가 돼
U and I
널 처음 만나 오늘이 오기까지
정말 크고 작은 일들이 많았는데
쓸데없는 오해 때문에
내가 너를 놓칠뻔했어
너를 둘러싼 얼굴 너머로
새하얗게 입은 니가 보여
니가 너무 아름다워서
꿈을 꾸는 것만 같았어
이제 노래가 들려 너와 날
축복하는 하얀 멜로디
귀 기울여봐 너와 날 위한 노래
니 왼손을 잡고 걸음을 맞추고
여기 많은 사람 앞에
너를 소개하는 날
꽃잎들 사이로 입술을 맞추면
셀 수 없는 축복 속에
우리 둘은 하나가 돼
눈부시게 예쁜 날 널 허락 받아서
난 더 없이 행복한 걸
내겐 기쁨인 걸
우는 날도 있겠지
가끔은 서운할 테고
허나 사랑으로
널 영원히 아낄게
니 왼손을 잡고
저 문을 나서면
여기 많은 사람 앞에
우린 약속되겠지
오늘이 지나고 평생이 지나도
또 하나의 생일처럼
우린 기억하겠지 오늘을"
296,My Heart Will Go On,포레스텔라(Forestella),"Every night in my dreams
I see you I feel you
That is how I know you go on
Far across the distance
And spaces between us
You have come to show you go on
Near far wherever you are
I believe that
the heart does go on
Once more you open the door
And you're here in my heart
And my heart will go on and on
Love can touch us one time
And last for a lifetime
And never let go 'til we're gone
Love was when I loved you
One true time I'd hold to
In my life we'll always go on
Near far wherever you are
I believe that
the heart does go on
Once more you open the door
And you're here in my heart
And my heart will go on and on
You're here
there's nothing I fear
And I know that
my heart will go on
We'll stay forever this way
You are safe in my heart and
My heart will go on and on"
297,차가워진 이 바람엔 우리가 써있어,HYNN (박혜원),"넌 한숨만 또 한숨만
긴 침묵이 흐르고
차가워진 이 바람엔
우리가 써있어
먼 계절을 견뎌낸 사랑이
이젠 지쳐 멈추나봐
네 마음도 결국엔 지나 봐
이렇게 우린 끝인가 봐
Bad Love Bad Love Bad Love
날 바라보던 그 눈에 살았는데
날 안아주던 그 맘에 살았는데
우리가 왜 우리가 어떻게 왜
헤어지니 No Way
너의 고백 둘만의
작은 약속 먼지처럼
찬 바람에 흩어져가
Bad Love
얼어붙은 네 눈빛은
아프게 날 부수고
차가워진 이 바람은
널 데려가는데
먼 계절을 견뎌낸 사랑이
이젠 지쳐 멈추나봐
네 마음도 결국엔 지나 봐
이렇게 우린 끝인가 봐
Bad Love Bad Love Bad Love
날 바라보던 그 눈에 살았는데
날 안아주던 그 맘에 살았는데
우리가 왜 우리가 어떻게 왜
헤어지니 No Way
너의 고백 둘만의
작은 약속 먼지처럼
찬 바람에 흩어져가
멀어지는 니 모습 흐려져
나 지금 우나봐
우리 남이 되나봐 끝인가봐
No No No No
No No No No Bad Love
나는 다르다며 내가 사랑이라며
아니잖아 사랑이 아니잖아
떠나잖아 넌 왜
너의 기억 너의 향기 두고서
넌 가잖아
결국 여기까진가 봐
Bad Love
Bad Love"
298,아름다운 이별 Ⅱ (PSY Ver.),이재훈 (쿨),"멀어져 가네 잡고 싶지만 못 잡는 처지라네
구걸따윈 안해
안돼 지금 저기로 저기 멀리로
사라져서 다신 안올지도
내가 두 무릎을 땅에 대면 될 까
올때까지 여기서 밤 샐 까 왜 가
슬프다고 징징거리면 깰 까
멍하니 보내고 나니 믿기지가 않아
지금 이 바보가 나니 찢어지는 맘이 마비 되고
몰래먹는 눈물은 밥이 되어
그대여
그대 내게 어제 내일이면 떠날거라 티냈냐고 언제
이렇게 보낼꺼면 더 잘했을건데 (더 잘했을건데)
눈물이 흘러 이별인걸 알았어
힘없이 돌아서던 너의 뒷모습을 바라보며
나만큼 너도 슬프다는 걸 알아
하지만 견뎌야해 추억이 아름답도록
밤하늘에 달도 별도 나에게는 별로
빛을 주질 않아 잘 보이지도 않아
얼마나 있다가 그대와 나 볼라나
이따가 다시 만날 수 있을려나 보다
말도 안돼 내가 미쳤나보다
이와중에 배가 고프니 미쳤나보다
이별하고 나도 그래도 배고프다고
밥먹는걸 보니 나도 사람인가보다
아직까지 티비만큼처럼
그대 얼굴 눈앞에 아른거리지
기지개 한번 쫙 피고 아주 쉽게 너 없이 살고 싶어
허나 밉게 그대 나의 삶이었기에
그댄 나의 꿈이었기에 그댄 나의 천국이었기에
눈물이 흘러 이별인걸 알았어
힘없이 돌아서던 너의 뒷모습을 바라보며
나만큼 너도 슬프다는 걸 알아
하지만 견뎌야해 추억이 아름답도록
한순간에 시들어 버리는 꽃잎처럼
식어가네 시들어가네
한순간에 시들어 말라서 부서지고
바람에 날리네 하늘로 오오오
자유로운 기분 홀가분한 기분
오래된 혹을 잘라낸듯한 기분
하지만 혹은 오래돼 내 몸이었고
혹을 잘라내자 균형감을 잃었어
넘어지고 부서지고 넘어지고 부서지고
넘어지고 부서지고 넘어지고 부서지고
나는 평생 걸을수도 설 수도 없게 되었어
끝 !!"
299,366일,정준일,"그래도 괜찮아
그래도 좋다고 생각했던 시절의 사랑
돌이킬 수 없다는 걸 알면서도
네 옆에 있고 싶었어
첨으로 느껴보는 이런 기분 넌 알까
이젠 자주 볼 수조차 없는 사이잖아
말뿐인 약속이라도 해줄래
그거면 좋은 거야
이뤄질 리가 없는 내 작은 소원
처음 그날처럼 다시 날 안아주기
아팠던 시간만큼 되돌릴 수 없을까
오늘도 네 웃음이 그리워
두려울 만큼 선명히 기억나
아득했던 네 향기와 눈빛과 표정 모든 게
참 이상하지 여전히 예뻐 보여
너와 헤어진 뒤에도
이렇게 네 생각뿐인 걸
사랑이 이렇게도 힘든 거였다면
사랑이 이렇게도 슬픈 거였다면
생각조차 못 한 이별
왜 이제서야 사랑을 알게 됐을까
두려울 만큼 선명히 기억나
아득했던 네 향기와 눈빛과 표정 모든 게
참 이상하지 여전히 예뻐 보여
너와 헤어진 뒤에도
이렇게 네 생각뿐인 걸
언제라도 내 마음 깊은 곳에
잊지 못할 좋은 사람
모든 나를 사랑한 사람
이젠 다시 돌이킬 수 없어도
오늘도 그저 이렇게
어제를 그리워하면서
난 내일의 너를 기다려"
300,4월 이야기 (April Story),장나라,"난 오늘 같은 하루를
만나지 못 할거라고 생각했지만
나 이제는 달라졌어요
내 관심없던 전화벨
소리도 귀찮지 않아
그대일꺼란
그 생각에 미소지어요
불안해하지도 않을래요
부끄러워하지도 않을래요
내가 가진 작은 숨소리로만
그대에게 속삭이면서 살래요
떨리는 맘을 전하고 싶은
그대 왼쪽귓가에 담고 싶은
내 여린 목소리를 위한 핑곌 찾아
꿈 속 깊은 밤을 서성이죠
그 모습 그대로
간직하고 있어 나 또한
그 뒤로 난 널 잊지 못한 시간동안
언제나 너를 나만의 곁에 머물게
하고만 싶었어
어느새 나를 사로잡게 된 행복함
마치 유리알처럼 너무도 투명한
무엇에도 비할 수 없어
그저 신비할 뿐인 눈동자
어디서도 찾지 못했던
내 모습이 좋아
이런 바보 같은 웃음조차
난 그대라는 나만의
소중한 관객을 두고
근사한 노랠 불러
행복을 주고 싶어
촛불처럼 따뜻한 눈길로
비 같은 나즈막한 목소리로
아직 한번도 눈 떠보지 못한
내 사랑을 아름답도록 해줘요
나 오늘 그대를 만난다면
그대 먼저 내 곁으로 온다면
입술 끝까지 올라와 있는 그 말을
오늘 해버리고 말거예요"
301,얼음인형,씨야,"어제도 힘겨운 하룰 살았죠
이런 내 맘 전하지 못해서
환하게 웃어 보일땐
가슴이 얼어버려서
아무말도 못했던 내가
오늘은 후회로 하룰 살아요
사랑해요 한마디 못해서
나 아닌 사람 곁에서
웃고 있는 모습에
얼어버린 가슴도 울죠
사랑한 사람아
나를 떠나지 말아요
그대 떠나가도
나를 잊으면 안돼요
차갑게 얼어버린 맘
뜨거운 눈물 마저도
이젠 녹일 수 없죠
내 가슴은

여전히 차가운 하룰 살아요
사랑해요 한 마디 못해서
나였을거란 생각에
그댈 아는 그 사람
바보같은 가슴도 울죠
사랑한 사람아
나를 떠나지 말아요
그대 떠나가도
나를 잊으면 안돼요
차갑게 얼어버린 맘
뜨거운 눈물 마저도
이젠 녹일 수 없죠
내 가슴은
다른 사랑에 지쳐 힘이 들면
잠시라도 좋으니 날 빌려요
사랑이 끝나면
추억으로 살아가죠
그 흔한 추억도
내게는 하나 없네요
차갑게 얼어버린 맘
그대만 돌아온다면
다시 녹일 수 있죠
사랑해요"
302,그날 이후,코요태,"그날 이후

가끔은 내 생각 하나요
그리움에 힘들진 않나요
그래요 아니란 걸 알면서 또 바라죠
바보같은 나를 보내요
사랑을 쉽게 생각했죠
그땐 정말 이기적이였죠
한동안 이렇게 또 어리석은난
힘없이 눈물만 흘리겠죠
다 잊어요 정말 미안해요
이제와 후회하고 있어요
돌이킬 수 없겠지만
알아요 이제 깨달아요
이럴수 밖에 없는 그대맘을 이해할께요
전보단 괜찮아 졌어요
그땐 정말 미칠것 같았죠
한 남잘 이렇게 또 잃게 되는 난
살아도 숨을 쉴 수가 없죠
다 잊어요 정말 미안해요
이제와 후회하고 있어요
돌이킬 수 없겠지만
알아요 이제 깨달아요
이럴수 밖에 없는 그대맘을 이해 할께요
언제든 돌아오세요
지금 내 노래를 듣고있다면
부탁해요
- 간 주 중 -
난 안돼죠 그대 보고파요
하루도 잊을수가 없어요
많이 노력했었지만
아파요 너무 사랑해요
이렇게 그댈 찾는
날 도와줄수는 없나요"
303,그 사람 (구두 Ⅲ),씨야,"그 사람 그런 사람아니야
제발 그사람 나쁘게 얘기하지마
니들이 뭘 알아
도대체 뭐를 안다고
나의 사랑을 욕하는거야
도망가라고 아주 멀리
떠나가 행복하라고
구두 한 켤레를 내밀던
바보같은 사람이야
그 바보가 어딘가에
혼자 울고있잖아
그 바보가 나를 위해
혼자 울고있잖아
욕하지는마 정말 듣기 싫어
니가 뭘 알아
너는 그사람의 사랑을
받아본 적이 없잖아

그대여 나는 알고있어요
사랑은 참아 낼수록
더 커지는 걸
난 다 봤는 걸
탁자 위에 떨어져 고인 눈물을
닦아주고 싶었었지만
움직일수 없었어요
난 싫어요 그대 옆이
바로 내 자리예요
같이 가요 나는
내 사랑을 따라갈께요
사랑해요 그대가
건네준 구두를 신고
오늘도 이렇게
그대를 잡고 있잖아요
그 바보가 혼자서 울고 있잖아
그 바보가 나를 두고
혼자 울고있잖아
욕하진 마 정말 듣기 싫어
니가 뭘 알아
너는 그 사람의 사랑을
받아본 적이 없잖아"
304,잘지내니,나비 (Navi),"어제도 안녕 오늘도 안녕
혼잣말하고 또 지우려 해도
그게 잘 안 됐어
이제는 안녕 뒤돌아서 안녕
지워 보려고 잘 살아 보려고
너 없는 시간을
너무 그리워서 너무나 그리워서
같이 웃고 사랑했었던 그 시간이
너무 그리워서 지우지 못 했어
아무 것도 할 수 없는
내가 바보 같았어
잘 지내니 웃는 우리 사진처럼
돌아갈 수 없어 참아 봐도
자꾸 눈물이 나와
잘 지내니 짝이 없는 신발처럼
나만 혼자 남아서 견뎌 봐도
또 네 생각에 아파
너무 그리워서 너무나 그리워서
나도 몰래 흘러내리는 내 눈물이
그저 기다리면 네가 다시 올까 봐
오늘도 난 거울 앞에 서서
혼자 연습해
잘 지내니 웃는 우리 사진처럼
돌아갈 수 없어 참아 봐도
자꾸 눈물이 나와
잘 지내니 짝이 없는 신발처럼
나만 혼자 남아서 견뎌 봐도
또 네 생각에 아파
설레었던 그 날이
오늘도 생각나서
한참 멍하니 니 사진만 보다가
잘 지내니 함께 있던 그 밤처럼
돌아갈 수 없어 그래서 난
자꾸 눈물이 나와
잘 지내니 오늘도 난 바보처럼
우리 헤어진 날
난 그 때 그대로인데"
305,그대는 어디에,정홍일,"지금도 기억 속에 남겨둔 그대 눈물
이제는 가슴속엔 묻혀만 두긴 싫어
떠나야 했던 것도 모두가 우연일까
비오는 거릴 보며 그대 다시 떠올라
아직도 함께했던
그 많은 시간들을 그리며
나의 한숨 시간속에 남아
나를 눈물짓게 해
아직도 함께했던
그 많은 시간들을 그리며
나의 한숨 시간속에 남아
나를 눈물짓게 해
돌아올 그대 모습
그려보는 것만으로
너무나도 행복해진 나는
자꾸 눈물이 나는지
그대는 어디에"
306,못된 것만 배워서,B1A4,"사람들이 보잖아
눈물 좀 닦고
고개 들어봐
미안하다 했잖아
무릎이라도 꿇어보일까
흔한 말실수 갖고
이렇게 울면 내가 뭐가 돼
사랑해 라는 말론
더 이상 너를
달랠 수 없겠어
매일 휴 휴 휴 휴 휴
긴 한숨을 뱉으며 늘 반성해
Baby U U U U U
잘하려고 하는데 안 돼
못된 말만 배워서
못된 짓만 배워서
착한 니 맘 몰라서
뭔가 자꾸만 꼬여 꼬여
아직 철이 없어서
깊은 사랑이 어려워
사랑 그까짓 거
그냥 밀어붙여
생각을 했던 내가 멍청했어
미안해 더 잘할게
더 잘할게
내가 더 잘할게
미안해 화 풀어줘
내가 다 잘못했어
반짝반짝 별천지
내 눈에 넌 왕비
이 밤이
다갈 때쯤 알게 된 니 매력
잠궈진 마음 한켠
살포시 불을 지펴
달콤한 목소리
긴 생머리 like 쟈스민
Baby U U U U U
니 가슴이 아프면 난 찢어져
Baby U U U U U
내가 정말 아끼는 넌데
못된 말만 배워서
못된 짓만 배워서
착한 니 맘 몰라서
뭔가 자꾸만 꼬여 꼬여
아직 철이 없어서
깊은 사랑이 어려워
사랑 그까짓 거
그냥 밀어붙여
생각을 했던 내가 멍청했어
어린 내가 자주 하기엔
사랑이란 말이 어색해
미안해 더 잘할게
기껏 이런 뻔한
감동 없는 말만
제발 오 제발
좀 더 날 지켜봐줘
내 노력 니 믿음
그 끝엔 행복만 있어
자 이제 그만 울자
그만 뚝 눈물 닦자
그래 얼마나 좋아
넌 웃을 때 젤 예뻐 예뻐 yeah
좋은 말만 배워서
좋은 것만 배워서
나도 너를 닮아서
멋진 애인이 될게 OK
오래 오래 갈 거야
어떤 연인보다 오래
사주고 싶은 것
먹이고 싶은 것
산더미처럼 많아
진심이야
사랑해 널 사랑해
널 사랑해
내가 더 사랑해
사랑해 널 사랑해
사랑해 널 사랑해
사랑해 널 사랑해"
307,아프다,허각,"아프다
니가 떠나서 아프다
하루종일 울어도 또 아프다
이렇게 아픈데도
정말로 아파도
바보처럼 오늘도 웃는다
보고 싶지만 참는다
니가 행복하길 난 바래본다
나는 너무 아파도
정말 난 아파도
너는 아프지 않길 바란다
너 정말 너를 사랑했는데
점점 아파와서 그게 겁이 나서
힘들지만 난 너를 보낸다
바라보아도 날 안 본다
불러보아도 대답 없다
니가 너무 미워도
정말로 미워도
너는 아프지 않길 바란다
너 정말 너를 사랑했는데
점점 아파와서 그게 겁이 나서
힘들지만 난 너를 보낸다
너 정말 너를 사랑했는데
점점 아파와서 자꾸만 겁이 나서
힘들지만 난 너를 보낸다
힘들지만 난 너를 보낸다"
308,Hello,유성은,"깊은 밤 별 하나
괜히 잠못드는 오늘이
번져가는 생각
소리없이 물드는 기분이
왠지 벅차게 날 흔드는 듯해
아직 먼 아침을 깨우네
I wanna be with you
늘 이렇게 보내는 하루였지
이럴 때 마다
hello hello you're my dream
홀로 갖는 기대 from you
I know I know
넌지시 건넨 마음이
너에게 닿지가 않아
hello hello be with you
마치 얼어붙듯 네 앞에서
멈추는 발걸음
어색한 인사와
헷갈리는 대화 낯설음
커튼 사이로 쏟아진 햇살은
짧았던 단잠을 깨우네
I wanna be with you
늘 이렇게 보내는 하루였지
이럴 때 마다
hello hello you're my dream
홀로 갖는 기대 from you
I know I know
넌지시 건넨 마음이
너에게 닿지가 않아
hello hello be with you
hello"
309,먼저 말해줘 (Farewell),태연 (TAEYEON),"그 노래가 좋은 게
그 거리가 좋은 게 아냐 아냐
같이 듣던 노래가
함께 걷던 거리가 좋아
정말이야
첨부터 이런 못난 모습을
초라한 날 먼저 보여줄걸
먼저 말해줘 애매하게 말고
좀 더 확실하게
바보처럼 난 잘 지내란 그 말
고마웠다는 말
나 어떡해요 아무것도 몰라요
어떤 이유도 없이
혼자 걷는 사람들 나와 같을까
오늘은 절대 안기지 않아
네 얼굴만 보고 돌아설게
먼저 말해줘 애매하게 말고
좀 더 확실하게
바보처럼 난 잘 지내란 그 말
고마웠다는 말
왠지 오늘따라 많이
낯설게만 보여 네가
제발 나 알 수 있게
이해할 수 있게 해줘
맞아 사실 나 오늘 너 모르게
지켜만 보다가 오
NEED U 난 잘 지내란 그 말
고마웠다는 말
나 어떡해요 아무것도 몰라요
이젠 견딜만한데
끝인사가 아쉬워
정말 Goodbye"
310,스며드나봐,여은,"별일없이 흐르던 내 하루가
마치 무언가에 부딪친 것 같아
혼자 웃기도 하고
때론 우울해져
내 맘 왜 이럴까
음 나뿐이던 별 속에
꿈처럼 나타난
넌 누굴까
점점 네가 생각나고 네가 보고싶어
매일 내가 왜 이럴까 이상하긴 하지만
나도 모르게 또 네 연락을 기다린다
아마 난 너에게 스며들고 있나 봐
나 하나로 채워진 이 세상이
이젠 너의 표정 말투에 달라져
네가 웃는 날이면 밝게 빛나다가
비가 내리곤 해
음 나뿐이던 별 속에
꿈처럼 나타난
넌 누굴까
점점 네가 생각나고 네가 보고싶어
매일 내가 왜 이럴까 이상하긴 하지만
나도 모르게 또 네 연락을 기다린다
아마 난 너에게 스며들고 있나 봐
같은 마음이기를
답답한 맘에 지쳐가
점점 네가 생각나고
네가 보고싶어
나의 입술에 맴도는 그 말 알고있잖니
나도 모르게 또 네 연락을 기다린다
아마 난 너에게 스며들고 있나봐
스며드나 봐"
311,편한가봐,윤하 (YOUNHA),"조금은 나 기대했나봐
새로 한 머리 새 구두
무심한 하품 전화만 하는 너
정말 넌 내가 편한가봐 음음

몰래 묶은 머리

아무것도 아닌 너의 말
자꾸만 맘에 담곤 해
골목을 돌아 혼자 집에 오는 길
별 하나 나를 내려보네 음음

발이 아파오네
낡은 지붕 위 하얗게 내린 눈꽃
유난히 지루했던 여름날
거울 앞에 서서 연습했던 말
너를 좋아해
한번도 건네지 못한 말

들어주겠니 바람이라도
내 마음 모두 날려줘
숨차게 달려와도 너는 멀잖아
멈춰선 이쯤에서
숨 고르는 나 보이니
달빛에 비친 내 모습이 오늘은
미워 보여

우리 함께 있는 동안 눈의 마주침
다음 말 고르는 너의 표정
돌아서기 전 내 어색한 손 인사
너를 좋아해
끝내 등 뒤에서 입술만
천천히 하늘만 보며 걸어
눈물이 떨어지지 않도록
다시 날 불러 세울지도 몰라

들어주겠니 바람이라도
내 마음 모두 날려줘
숨차게 달려와도 너는 멀잖아
멈춰선 이쯤에서
숨 고르는 나 보이니
달빛에 비친 내 모습이 오늘은
찬바람마저 멈춰버린 밤
창 틈에 스민 달빛에
몸을 맡겨 내 곁으로 이끌려오기를
어디쯤에 있을지
창문을 열고 손짓해
이렇게 매일 밤 시간을 멈추고
널 기다려"
312,바보 (With. 정용화 Of CNBLUE),JUNIEL,"너와 나 친구라는 말이 어색해
연인이란 말이 어울려
오 난 처음으로 내 맘 고백할게
난 저 하늘의 별도 따줄게
니가 원한다면 뭐든지
오 난 해줄 수가 있어
Oh I love you love you love you,
You love me love me love me
알아 날 향한 너의 마음을
너의 마음을
Oh I love you love you love you,
Are you love me love me baby
나도 너를 사랑하니까
난 바보 난 너만 보는 바보
널 사랑해 누가 뭐라고 놀린대도
너만 보는 바보가 될게
바보 난 너만 보는 바보
내 손을 잡아줘 나를 안아줘
너만 사랑하는 바보
난 너만 생각하다 잠들어 꿈속에서
너만 꿈꾸다
오 난 아침을 깨운대
Oh I love you love you love you
You love me love me love me
알아 날 향한 너의 마음을
너의 마음을
Oh I love you love you love you,
Are you love me love me baby
나도 너를 사랑하니까
난 바보 난 너만 보는 바보
널 사랑해 누가 뭐라고 놀린대도
너만 보는 바보가 될게
바보 난 너만 보는 바보
내 손을 잡아줘 나를 안아줘
너만 사랑하는 바보
Baby want your love,
Baby want your love
love you love you
I’ll take you in to my mind
Baby want your love,
Baby want your love Oh oh
난 바보 난 너만 보는 바보
고마운걸 친구들 모두 부러워해
나만 보는 바보 때문에
바보 넌 나만 보는 바보
언제나 믿을게 우리 함께해
둘만 바라보는 바보
Baby want your love,
Baby want your love
love you love you
I’ll take you in to my mind
Baby want your love,
Baby want your love
love you love you
I’ll take you in to my mind"
