,제목,가수,가사
23,A Bitter Day (Feat. 용준형 & G.NA),현아,"A Bitter Day
다 이렇게 지워가겠지
언제가는 잊혀지겠지
나 그제서야 웃겠지만
지금은 나도 어쩔수가 없네
날씨가 좋아도
기분은 전혀 좋지 않아
날 놀리는 것 같아 괜히 막 화가
견디기 힘든 상황에 빠져서
허우적대네
나와 정 반대 세상은
아무렇지도 않게 잘 돌아가잖아
너 또한 잘 살아가더라고
It's not fair
이건 불공평해
지나가는 사람들 시선조차
내게 동정이 돼
되는 일이 하나 없어
오늘 아침에 내려야 할 곳을 놓쳐서
문득 니 생각에 뒤늦게 내린
인적드문 정거장에
오늘따라 쓸쓸해보여서
그냥 눈물이 났어
그렇게 한참을 걸었어
밉기만 했던 니가
새삼스리 그리웠어
널 붙잡을 힘도없이
약해빠졌었던 지난 날의 내가
너무 한심해서
A Bitter Day
다 이렇게 지워가겠지
언제가는 잊혀지겠지
나 그제서야 웃겠지만
지금은 나도 어쩔수가 없네
아무것도 할수가 없어
지금 또 니 생각이 나서
참 슬프지만
정말 힘이 들겠지만
계속 지워볼게
변명처럼 들리겠지
무슨 말을 해도 이 모든게
다 널 위한거라 말을 해도
넌 내겐 너무나도
과분해서 어울리지 않는
옷을 걸친듯 불편해서
아름답지만 나도 니가
내 옆에서 시들어가는데
그걸 지켜보는
내 기분 어떻겠어
아예 시작을 하지말걸
처음 그때 니 눈을 보지 말걸
널 놓아주고나면
홀가분해질거라 생각했는데
그게 아니더라
또 이별은 머리는 아는데
마음이 부정을 못하더라고
매일 널 그리고 지우기를 반복해
아픈건 내가 다 할게
넌 그저 행복했음 좋겠어
지금의 선택 헛되지않길
후회하지 않길
널 위해 항상 기도할게
A Bitter Day
다 이렇게 지워가겠지
언제가는 잊혀지겠지
나 그제서야 웃겠지만
지금은 나도 어쩔수가 없네
아무것도 할수가 없어
지금 또 니 생각이 나서
참 슬프지만
정말 힘이 들겠지만
계속 지워볼게
조금씩 잊혀질거야
시간이 지나가면
웃으며 추억할 수 있겠지
시간이 약이란 흔한 말 말고
더 확실한 방법을 내게 말을 해줘
내게 받던 것 보다
더 큰 사랑 받을 수 있어
넌 여전히 아름다워
영원할거라 했잖아
결국 우리도 남들과 똑같아
A Bitter Day
다 이렇게 지워가겠지
언제가는 잊혀지겠지
그 날이 오겠지"
24,별과 해,Kei (러블리즈),"별과 해는 결코
만날 수가 없어요
같은 시간 같은 공간
늘 항상 그 자리인데
우린 낮과 밤처럼
마치 물과 불처럼
끝내 함께 할 수 없어서
속이 타들어가고
맘에 멍이 들어도
또다시 그댈 부르네요
그대를 원하고 원하다 보면
애타게 기도하면
볼 수가 있을까요
오늘도 흔들리는 이 내 마음
어찌해야 하나요
갈 곳을 잃었네요
잠 못 드는 밤 밤 밤
사무치는 맘 맘 맘
슬픈 오늘 밤 밤 밤
부서지는 맘 맘 맘
슬픈 표정으로
늘 그 자리에 있네요
같은 생각 같은 눈빛
다 내 것인 것 같은데
우린 함께 있어도
외롭기만 하죠
한 겨울의 가지처럼
늘 메말라있고
너무 앙상하여서
안아줄 힘이 없나 봐요
그대를 원하고 원하다 보면
애타게 기도하면
볼 수가 있을까요
오늘도 흔들리는 이 내 마음
어찌해야 하나요
갈 곳을 잃었네요
내 마음 그리움들 가득 채워
하늘에 기도하면
볼 수가 있을까요
사랑하는 사람에게
사랑 받는 일이
이리도 힘든가요
아무것도 가질 욕심
없는 나예요
작은 소원 그대 하나
들어주세요 내 삶에
그대를 원하고 원하다 보면
애타게 기도하면
볼 수가 있을까요
오늘도 흔들리는 이 내 마음
어찌해야 하나요
갈 곳을 잃었네요
내 마음 그리움들 가득 채워
하늘에 기도하면
볼 수가 있을까요
사랑하는 사람에게
사랑 받는 일이
이리도 힘든가요
잠 못 드는 밤 밤 밤
사무치는 맘 맘 맘
슬픈 오늘 밤 밤 밤
부서지는 맘 맘 맘"
25,양복한벌,파란,"끝내자고 했던 말
가장 어리석은 말
다시 돌이키기가 겁이 나서
그냥 떠나 보낸 일
세상 가운데 그대를 보내고
얼마나 후횔 했는지
그대를 슬프게 만들고
그대가 날 미워하게 했던 일
이 못난 나를
다시 한 번 용서해줘요
그날처럼 그대 앞에 고백 합니다
사랑 했던 거라면
아직도 나를 기다려주고 있다면
오랜만에 꺼내 입은 양복 한 벌이
조금 어색하지만
수 없이 보고 싶고
아파했었던 날 용서해 주오

기억하지 않아도
벌써 잊었다 해도
우리 사랑했었던
그 거리를 나는 기억 합니다
꽃집을 지나 커피 향 그윽한
그 카페 창가에 앉아
그대가 달려오던 모습
나 이제 그댈 만나러 갑니다
이 못난 나를
다시 한 번 용서해줘요
그날처럼 그대 앞에 고백 합니다
사랑 했던 거라면
아직도 나를 기다려주고 있다면
오랜만에 꺼내 입은 양복 한 벌이
조금 어색하지만
수없이 보고 싶고
아파했었던 날 용서해 주오

오랜만에 꺼내 입은 양복 한 벌이
조금 어색하지만
수 없이 보고 싶고
아파했었던 날 용서해 주오
날 용서해 주오"
26,네가 꼭 들어주기를,정창룡,"어쩌면 너와의 헤어짐을 나는
혼자 인정하지 못하고 있나 봐
갑자기 네 생각에
괜히 울컥해질 때면
혼자 노랠 부르며 널 생각해
너에게 나는 도대체 뭐였니
사랑한다며 좋아한다며
다 거짓말이야
얼마나 더 울면서
노래를 불러야 네가 들을까
한 번만 제발 기억해줘
나의 진심을
그리움만 커져
오늘도 우리 이야기들로
가사를 적고 눈물 흘리며
그렇게 널 찾아
나에게 너는 내 전부였는데
사랑한다며 좋아한다며
다 거짓말이야
얼마나 더 울면서
노래를 불러야 네가 들을까
한 번만 제발 기억해줘
나의 진심을
그리움만 커져
오늘도 우리 이야기들로
가사를 적고 눈물 흘리며
그렇게 널 찾아
그때 네가 했던 수많은 말들이
우리 결혼하자
우리 영원하자 다 거짓말이야
얼마나 더 울면서
노래를 불러야 네가 들을까
정말 나빴어 날 버리고
왜 떠나간 거야
혹시라도 지금 이 순간
네가 듣고 있다면
아프게 해서 미안했다고
꼭 전화 한번 해"
27,슬픈 인연 (응답하라 1994 삽입곡),015B,"멀어져가는 저 뒷모습을
바라보면서
난 아직도 이 순간을 이별이라
하지 않겠네
달콤 했었지 그 수 많았던
추억 속에서
흠뻑 젖은 두 마음을 우린
어떻게 잊을까
아 다시 올꺼야 너는 외로움을
견딜 수 없어
아 나의 곁으로 다시 돌아 올꺼야
그러나 그 시절에 너를 또
만나서 사랑할 수 있을까
흐르는 그 세월에 나는 또
얼마나 많은 눈물을 흘리려나
아 다시 올꺼야 너는 외로움을
견딜 수 없어
아 나의 곁으로 다시 돌아 올꺼야
그러나 그 시절에 너를 또 만나서
사랑할 수 있을까
흐르는 그 세월에 나는 또 얼마나
많은 눈물을 흘리려나"
28,전설속의 누군가처럼,신승훈,"거울 속의 그대 모습을 바라본적 있는가
부끄럽지 않은 삶인가 뜨거운 눈물 흘려본 적 언젠가
누굴 위해 살아왔는가 여긴 지금 어딘가
어릴 적 그대의 꿈들은 그저 그대가 만든 소설이었나
이젠 한번 생각해봐 그대 안에 다른 널 움츠리지 말고
너의 날개를 너의 미래를 향해 날아보는 거야
아주 작은 새의 몸짓도 이 세상 봄이 옴을 알게 하는데
(Can you see a whole new world)
부질없는 그대 몸짓은 그 누구에게도 느낄 수 없게 해
(No one knows the way you feel)
그대 아직 늦지 않았어 두 팔을 벌려 너의 날개를 펴고
(You can soar and touch the sky)
전설 속의 누군가처럼 그대의 미래를 향해 훨훨 날아봐

이젠 한번 생각해봐 그대 안에 다른 널 움츠리지 말고
너의 날개를 너의 미래를 향해 날아보는 거야
아주 작은 새의 몸짓도 이 세상 봄이 옴을 알게 하는데
(Can you see a whole new world)
부질없는 그대 몸짓은 그 누구에게도 느낄 수 없게 해
(No one knows the way you feel)
그대 아직 늦지 않았어 두 팔을 벌려 너의 날개를 펴고
(You can soar and touch the sky)
전설 속의 누군가처럼 그대의 미래를 향해 훨훨 날아봐
(We believe, we believe that you can fly)
진흙 속에 피는 꽃들도 그 어느 꽃보다 더 향기로운데
부질없는 그대 몸짓은 그 누구에게도 느낄 수 없게 해
(No one knows the way you feel)
그대 아직 늦지 않았어 두 팔을 벌려 너의 날개를 펴고
(You can soar and touch the sky)
전설 속의 누군가처럼 그대의 미래를 향해 훨훨 날아봐"
29,파도,카더가든,"푸른 파도 하얀 돛을
접었다 펴던 마음과
기도하던 날들 속에
모자란 점 없이
이 길에 끝에선 고요함도
고상한 척 보일까
돌아가자 돌아가자 두려워만 말고
And I cry every night
Die every night
이젠 편히 놓아볼게
Cry every night
Die every night
다시 봄을 찾아
남겨진 미련과
영원할 것 같던
기억 아름답게
흔들지 않게
잊어보려 할게
거실 지나 방으로 가는
찰나의 공간 속에
따뜻했던 코에 스민 향
안도하며 살던
기억엔 꽃이 펴
그걸 훔쳐
조용히 무너진다
돌이킬 수 없을지도
흩어진 걸 수도
And I cry every night
Die every night
이젠 편히 놓아볼게
Cry every night
Die every night
다시 봄을 찾아
남겨진 미련과
영원할 것 같던
기억 아름답게
흔들지 않게
잊어보려 할게
Always on
On my mind
On my heart
I can’t believe it
And I’m confused
Oh same like you
파도처럼 떠밀려 가는 걸까
And I cry every night
Die every night
이젠 편히 놓아볼게
Cry every night
Die every night
다시 봄을 찾아
남겨진 미련과
영원할 것 같던
기억 아름답게
흔들지 않게
잊어보려 할게"
30,사랑하고 싶어,왁스,"My Love  My Face 넌 내곁에서 멀어져 갔지만
나는 너를 그렇게 쉽게 보낼수가 없어

내게 왜 이러는거야 정말 이래야 하는거니
그저 몇마디 말로 다 끝나버릴 사랑은 아니잖아
다시 내게로 돌아와줘 너만 사랑할 수 있도록
지금 이대로 날 내버려 둔다면 내 맘 변할지도 몰라


My Heart My Dream 넌 벌써 나를 잊은지 몰라도
아직 나는 널 내 곁에서 보낼수가 없어
왜 날 떠나야만 했어 왜 네 마음이 변한거야
매일 밤 나를 아프게 울려도 싫어지진 않는데

다시 내게로 돌아와줘 제발 너무 늦지 않도록
내게로 돌아왔을 때 그 자리에 그땐 없을지도 몰라
다시 내게로 돌아와줘 너만 바라볼 수 있도록
오랜 기다림에 지쳐 내 사랑이 메마르지 않도록

다시 한 번 너의 가슴에 안겨보고 싶어
사랑하고 싶어"
31,그대 없이는 못살아 (늦가을),윤종신,"세상이 버거워서 나 힘없이 걷는 밤

저 멀리 한 사람 날 기다리네

아무도 나를 찾지 않아도

나를 믿지 않아도

이 사람은 내가 좋대

늘어진 내 어깨가 뭐가 그리 편한지

기대어 자기 하루 일 얘기하네

꼭 내가 들어야 하는 얘기

적어도 이 사람에게 만큼은

난 중요한 사람

나 깨달아요

그대 없이 못살아

멀리서 내 지친 발걸음을 보아도

모른척 수다로 가려주는

그대란 사람이 내게 없다면

이미 모두 다 포기했겠지

나 고마워요 그대밖에 없잖아

나도 싫어하는 날 사랑해줘서

이렇게 노래의 힘을 빌려

한번 말해본다

기어코

행복하게 해준다



나 깨달아요 그대 없이 못살아

지지리 못난 내 눈물을 보아도

뒤돌아 곤히 잠든 척 하는 그대란 사람이

내게 없다면

이미 모두 다 포기했겠지

나 고마워요

그대 밖에 없잖아

나도 싫어하는 날 사랑해줘서

이렇게 노래의 힘을 빌려

한번 말해본다

기어코

행복하게 해준다"
32,왜 이럴까,수지,"말도 안돼 내 마음이 왜 이럴까
너를 보는 내 마음 왜 설레일까
혹시 나만 몰랐었던 사이일까
이런 내 마음 사랑일까
왜 이럴까
어떤 말로 더 표현할 수 있을까
사랑보다 더 좋은 말은 없을까
난 아무렇지 않았던 시간들 이제서야
난 왜 이럴까 내 맘이
왜 이럴까 내 맘이
너를 보고 나면 마냥
수줍어 지는 나
말도 안돼 내 마음이 왜 이럴까
너를 보는 내 마음 왜 설레일까
혹시 나만 몰랐었던 사이일까
이런 내 마음 사랑일까
왜 이럴까 왜 이럴까 왜 이럴까
내 맘 알면서 모르는 척 하는 너
오랫동안 늘 친구라는 핑계로
난 그렇게 흘려 보낸 시간들
이제서야
난 왜 이럴까 내 맘이
왜 이럴까 내 맘이
눈을 뜨고 나면 그냥
너만 보이는 나
언제부터 내 마음이 사랑일까
나를 보는 니 눈빛도 사랑일까
이제 한번쯤 너에게 말해볼까
우리 사랑 시작해볼까
왜 이럴까
누가 가르쳐줘
난 아직 사랑이란 걸 잘 모르겠어
어디서 어떻게 왜 이제 온 걸까
설레이는 너란 사람
왜 이럴까
이제부터 우리 이름 연인일까
우릴 보는 사람들도 설레일까
그냥 스쳐간 시간들 되돌릴까
어떻게 더 사랑해줄까
왜 이럴까
왜 이럴까 왜 이럴까 내 맘이
왜 이럴까 왜 이럴까 내 맘이"
33,조율,JK 김동욱,"잠자는 하늘 님이여
이제 그만 일어나요
그 옛날 하늘 빛 처럼
조율 한번 해주세요

알고 있지 꽃들은
따뜻한 오월이면 꽃을 피워야 한다는 것을
알고 있지 철새들은
가을하늘 때가되면 날아가야 한다는 것을
문제 무엇이 문제인가
가는 곳 모르면서 그저 달리고만 있었던 거야
지고지순했던 우리네 마음이
언제부터 진실을 외면해 왔었는지

잠자는 하늘 님이여
이제 그만 일어나요
그 옛날 하늘빛처럼
조율 한번 해주세요

미움이 사랑으로 분노는 용서로
고립은 위로로 충동이 인내로
모두 함께 손잡는다면
서성대는 외로운 그림자들
편안한 마음 서로 나눌 수 있을 텐데

잠자는 하늘 님이여
이제 그만 일어나요
그 옛날 하늘빛처럼
조율 한번 해 주세요
잠자는 하늘 님이여
이제 그만 일어나요
그 옛날 하늘빛처럼
조율 한번 해 주세요

I want you to clap to this right now
I need you to clap to this
You know, We need to change the world
We've got the change the world

잠자는 하늘 님이여
이제 그만 일어나요
그 옛날 하늘빛처럼
조율 한번 해 주세요
잠자는 하늘 님이여
이제 그만 일어나요
그 옛날 하늘빛처럼
조율 한번 해 주세요

우-----
내가 믿고 있는 건
이 땅과 하늘과 어린 아이들
내일 그들이 열린 가슴으로

조율 한번 해 주세요-------"
34,Tell me this is real,유주 (YUJU),"So tell me this is real
내게 말을 해줘 진실을 보여줘 제발
I can feel nothing
어떤 것도 느낄 수 없어
헤매이던 시간 속에 너만은 진심이었길
So tell me this is real
내게 말해줘 네 맘을 보여줘
언제쯤부터 였을까
그렇게 한참을 맴돌고 있던 걸까
공허한 이곳에 혼자
넌 무얼 찾아 기다린 걸까
두 눈에 보이는 알 수 없는 빛이
더 선명해지고 있어
널 위해 해줄 수 있는 것
그게 내가 찾던 이율까
So tell me this is real
내게 말을 해줘 진실을 보여줘 제발
I can feel nothing
어떤 것도 느낄 수 없어
헤매이던 시간 속에 너만은 진심이었길
So tell me this is real
내게 말해줘 네 맘을 보여줘
어디든 갈 수 있을까
날 두고 저 멀리 사라진 이유는 뭘까
공허한 이곳에 혼자
난 무얼 찾아 기다린 걸까
희미해지는 건 기억뿐이란 걸
넌 이미 다 알고 있어
아프고 그리워지는 것
그게 네가 찾던 이율까
So tell me this is real
내게 말을 해줘 진실을 보여줘 제발
I can feel nothing
어떤 것도 느낄 수 없어
헤매이던 시간 속에 너만은 진심이었길
So tell me this is real
내게 말해줘 네 맘을 보여줘
첨부터 너란 걸 알았을까
심장이 외친 게 너였을까
늦은 게 아니라고 말해줘
So tell me this is real
내게 말을 해줘 진실을 보여줘 제발
I can feel nothing
어떤 것도 느낄 수 없어
헤매이던 시간 속에 너만은 진심이었길
So tell me this is real
내게 말해줘 네 맘을 보여줘"
